Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
153051.370   191033319   216490318
153103.376   191558303   217085316
153115.378   192311306   217938601
153127.375   193058284   218787293
153139.378   193781060   219606001
153151.369   194296217   220190557
153203.374   194990057   220977140
153215.378   195753705   221842777
153227.370   196262331   222416773
153239.375   196834796   223065491
153251.375   197441537   223753644
153303.374   198216461   224630700
153315.372   198900692   225409602
153327.381   199416634   225994803
153339.379   200124542   226799351
153351.380   200637594   227381558
153403.373   201265977   228095200
153415.369   201830884   228737768
153427.373   202563339   229568501
153439.378   203091802   230168357
153451.383   203742723   230907990
153503.376   204499220   231765069
153515.383   205282186   232651534
153527.375   206026754   233494570
153539.380   206653655   234205295
153551.374   207278722   234913795
153603.378   207869513   235583112
153615.371   208444187   236237924
153627.369   209124479   237013198
153639.377   209812912   237793985
153651.381   210436993   238501754
153703.379   210818831   238935846
153715.374   211561228   239777196
153727.369   212206519   240507658
153739.372   212833193   241221081
153751.378   213494580   241976405
153803.386   214075288   242636110
153815.374   214609031   243242918
153827.377   215269625   243994840
153839.376   215881612   244687501
153851.374   216598737   245504340
153903.370   217383749   246392711
153915.376   217963683   247051173
153927.374   218595415   247767214
153939.369   219246264   248504270
153951.374   219791262   249123872
154003.380   220532224   249963608
154015.370   221100028   250606349
154027.376   221865213   251473601
154039.370   222431857   252114887
154051.374   222959546   252713343
154103.386   223386291   253196185
154115.380   223674774   253522702
154127.378   224128941   254034917
154139.384   224578971   254544002
154151.378   224948538   254963702
154203.369   225528493   255619539
154215.370   226134873   256308340
154227.378   226761894   257021503
154239.386   227501007   257859440
154251.374   228288752   258753600
154303.372   228886546   259431170
154315.372   229306694   259905423
154327.377   229844902   260515088
154339.374   230612091   261385901
154351.370   231143953   261990372
154403.370   231706775   262628067
154415.368   232367059   263373925
154427.374   233051113   264150715
154439.373   233671806   264852102
154451.369   234040708   265271502
154503.386   234486646   265778406
154515.370   234864310   266206517
154527.376   235280567   266677910
154539.391   235581509   267019011
154551.377   236033870   267531668
154603.369   236649686   268230598
154615.379   237266678   268927642
154627.371   238026829   269787134
154639.370   238685390   270532700
154651.371   239553548   271516601
154703.386   240067357   272097460
154715.370   240701589   272815701
154727.375   241449078   273661905
154739.384   242073193   274365805
154751.374   242775602   275159083
154803.374   243352946   275811602
154815.382   243864653   276389930
154827.373   244338994   276927003
154839.374   244860180   277517754
154851.374   245375498   278101614
154903.375   246007957   278817920
154915.374   246544751   279426622
154927.369   247112201   280069901
154939.370   248033872   281114018
154951.376   248685899   281851421
155003.377   249230385   282467101
155015.382   249896771   283222741
155027.374   250486403   283894346
155039.370   250990314   284466561
155051.376   251673740   285245013
155103.376   252369947   286035034
155115.370   253073323   286832445
155127.370   253811276   287666837
155139.376   254408199   288342543
155151.370   255279150   289330178
155203.371   255973225   290117495
155215.370   256623884   290856501
155227.372   257182881   291489796
155239.381   257707294   292083860
155251.374   258311687   292768283
155303.375   258990889   293538000
155315.383   259709203   294349717
155327.374   260206857   294912739
155339.379   260528738   295277402
155351.375   261005772   295817796
155403.375   261718221   296626174
155415.375   262387552   297387162
155427.370   263088745   298184825
155439.374   263579885   298744102
155451.374   264476448   299760840
155503.375   265270012   300660435
155515.376   266120957   301625038
155527.375   266781001   302371500
155539.369   267365099   303033752
155551.368   267854032   303589601
155603.374   268523917   304349030
155615.368   269196503   305110601
155627.370   269645914   305619699
155639.373   270241237   306294379
155651.370   270869115   307007093
155703.389   271619208   307861236
155715.370   272227433   308548176
155727.372   272888861   309295257
155739.371   273431039   309909996
155751.369   275245075   311971629
155803.369   277100490   314076115
155815.369   278932352   316157487
155827.369   280700097   318155140
155839.369   282402069   320082831
155851.369   284228298   322155796
155903.369   286129463   324307533
155915.370   288080508   326515256
155927.374   289830321   328496471
155939.370   291490166   330370348
155951.374   293033265   332118479
160003.374   294617619   333912425
160015.374   296455301   335995273
160027.369   298280915   338059904
160039.368   300118410   340134750
160051.368   301930598   342186925
160103.369   303716287   344207748
160115.370   305584436   346324200
160127.374   307400834   348382840
160139.369   309200415   350420161
