 Q (1/Ang),Si-Si,Si-O ,O-O  
   8.60000 ,     0.263293616176459E-01 ,     0.224130183847690E+00 ,    -0.559424378000609E-01 , 
   8.80000 ,     0.741930900333924E-01 ,     0.185996162799803E+00 ,    -0.108775372194194E+00 , 
   9.00000 ,     0.256515859364942E-01 ,     0.158493311418944E+00 ,    -0.118321895597891E+00 , 
   9.20000 ,    -0.453246307784516E-01 ,     0.143222312210954E+00 ,    -0.106519437808359E+00 , 
   9.40000 ,    -0.686326810452730E-01 ,     0.130123187769764E+00 ,    -0.792476568531863E-01 , 
   9.60000 ,     0.135108970751658E-01 ,     0.594274421114568E-01 ,    -0.134141918225015E-01 , 
   9.80000 ,    -0.519771839165635E-01 ,     0.199949624538220E-01 ,     0.599812459192472E-01 , 
  10.00000 ,    -0.836227123073803E-01 ,    -0.219167055455471E-01 ,     0.117501305391968E+00 , 
  10.20000 ,    -0.342092251137146E-01 ,    -0.875513815402372E-01 ,     0.158194988765682E+00 , 
  10.40000 ,     0.730515976976221E-01 ,    -0.146827511130758E+00 ,     0.149784841692235E+00 , 
  10.60000 ,     0.469083238167336E-01 ,    -0.170800321173824E+00 ,     0.101941659205644E+00 , 
  10.80000 ,     0.905718258230276E-01 ,    -0.187554015682886E+00 ,     0.164803638290441E-01 , 
  11.00000 ,     0.996346811138403E-01 ,    -0.195504159351012E+00 ,    -0.637796980644077E-01 , 
  11.20000 ,     0.900720809535203E-01 ,    -0.169442161095105E+00 ,    -0.137682276824079E+00 , 
  11.40000 ,     0.336967813594598E-01 ,    -0.141929611660854E+00 ,    -0.161328294034782E+00 , 
  11.60000 ,    -0.252817535765176E-01 ,    -0.820327460618330E-01 ,    -0.167842920525441E+00 , 
  11.80000 ,    -0.701523974087626E-01 ,    -0.311157788926340E-01 ,    -0.126705891554331E+00 , 
  12.00000 ,    -0.827813753486883E-01 ,     0.361754513374110E-01 ,    -0.694680255515319E-01 , 
  12.20000 ,    -0.106552722281743E+00 ,     0.103793740741603E+00 ,    -0.265139699061961E-02 , 
  12.40000 ,    -0.759051239528889E-01 ,     0.150074249011125E+00 ,     0.681898303627316E-01 , 
  12.60000 ,    -0.167310700489047E-02 ,     0.188589499467282E+00 ,     0.132699351718972E+00 , 
  12.80000 ,     0.689792925991309E-01 ,     0.197343700922567E+00 ,     0.164555623950938E+00 , 
  13.00000 ,     0.832589115814353E-01 ,     0.172370258564209E+00 ,     0.148746231996949E+00 , 
  13.20000 ,     0.931564494161772E-01 ,     0.131586341675035E+00 ,     0.934214916633296E-01 , 
  13.40000 ,     0.595060729148041E-01 ,     0.670000337053745E-01 ,     0.373081064501007E-01 , 
  13.60000 ,     0.876170312097763E-02 ,     0.160005003591570E-01 ,    -0.215280919673078E-01 , 
  13.80000 ,    -0.549187682972300E-01 ,    -0.313954355955662E-01 ,    -0.630536899733039E-01 , 
  14.00000 ,    -0.690669227036747E-01 ,    -0.704168224322802E-01 ,    -0.727973750235288E-01 , 
  14.20000 ,    -0.594282811587282E-01 ,    -0.967887090194900E-01 ,    -0.607976306691592E-01 , 
  14.40000 ,    -0.531631468643279E-01 ,    -0.110101373244248E+00 ,    -0.427554814532200E-01 , 
  14.60000 ,    -0.106097736022812E-01 ,    -0.119508228657413E+00 ,    -0.153392520462776E-01 , 
  14.80000 ,     0.184331080612365E-01 ,    -0.105877570839616E+00 ,     0.829366076670581E-02 , 
  15.00000 ,     0.696423176850204E-01 ,    -0.896080468162592E-01 ,     0.190754538251075E-01 , 
  15.20000 ,     0.464840481191170E-01 ,    -0.650649460540314E-01 ,     0.263725236777452E-01 , 
  15.40000 ,     0.450871599930524E-01 ,    -0.292751085216351E-01 ,     0.105553926887008E-01 , 
  15.60000 ,     0.232034236256701E-01 ,    -0.120088984757877E-01 ,     0.236186169792399E-02 , 
  15.80000 ,    -0.152784233738205E-01 ,     0.727237609749839E-02 ,    -0.150165729502097E-01 , 
  16.00000 ,    -0.361454300772363E-01 ,     0.355936431900691E-01 ,    -0.379669954873101E-01 , 
  16.20000 ,    -0.535357108047287E-01 ,     0.445434733343052E-01 ,    -0.377838150800082E-01 , 
  16.40000 ,    -0.150289831906294E-01 ,     0.633968431787121E-01 ,    -0.383888278664245E-01 , 
  16.60000 ,     0.160348523658978E-02 ,     0.795647768101777E-01 ,    -0.184752404715903E-01 , 
  16.80000 ,     0.135543030372640E-01 ,     0.911970735089320E-01 ,     0.525964072782441E-02 , 
  17.00000 ,     0.231825549631868E-01 ,     0.931754903017001E-01 ,     0.402592630405295E-01 , 
  17.20000 ,     0.387992192423662E-01 ,     0.812546269374110E-01 ,     0.683537985529519E-01 , 
  17.40000 ,     0.208977182928752E-01 ,     0.658818439527447E-01 ,     0.784577504726490E-01 , 
  17.60000 ,     0.118649016295089E-01 ,     0.357450409632533E-01 ,     0.689528343473038E-01 , 
  17.80000 ,    -0.845498220490458E-02 ,     0.288544828055675E-02 ,     0.523898108521046E-01 , 
  18.00000 ,    -0.135864536895905E-01 ,    -0.263395972899369E-01 ,     0.240231841425860E-01 , 
  18.20000 ,    -0.210147339353583E-01 ,    -0.542148403433065E-01 ,    -0.100677873999763E-01 , 
  18.40000 ,    -0.691790122476214E-02 ,    -0.784199870316375E-01 ,    -0.378125596684822E-01 , 
  18.60000 ,    -0.133004587207868E-01 ,    -0.856028329299674E-01 ,    -0.561477596761290E-01 , 
  18.80000 ,    -0.838903260900969E-03 ,    -0.789280912438280E-01 ,    -0.645013613486641E-01 , 
  19.00000 ,    -0.992457211982046E-02 ,    -0.652432526577978E-01 ,    -0.595843547659722E-01 , 
  19.20000 ,     0.509311745828175E-02 ,    -0.523605583052375E-01 ,    -0.398141864431454E-01 , 
  19.40000 ,     0.187980010189075E-01 ,    -0.331892786934939E-01 ,    -0.166955808685172E-01 , 
  19.60000 ,     0.571954122676045E-02 ,    -0.897529006262403E-02 ,     0.264279079097270E-02 , 
  19.80000 ,     0.126803319912379E-01 ,     0.122433546247471E-01 ,     0.189895864736463E-01 , 
  20.00000 ,     0.955392936338855E-02 ,     0.363521496268465E-01 ,     0.345417131881269E-01 , 
  20.20000 ,     0.121122837432935E-01 ,     0.542228013255389E-01 ,     0.435408929674883E-01 , 
  20.40000 ,    -0.211657330885162E-02 ,     0.629407284105424E-01 ,     0.415706722468420E-01 , 
  20.60000 ,     0.704483817094216E-02 ,     0.665164756219260E-01 ,     0.281023841388323E-01 , 
  20.80000 ,    -0.181128553280258E-01 ,     0.634786385217966E-01 ,     0.176508041285712E-01 , 
  21.00000 ,    -0.241662989052334E-01 ,     0.542774407998749E-01 ,     0.427784419498177E-02 , 
  21.20000 ,    -0.144691176879167E-01 ,     0.438369368390580E-01 ,    -0.695961328856130E-02 , 
  21.40000 ,    -0.119414302086322E-01 ,     0.280480705383599E-01 ,    -0.687892433044763E-02 , 
  21.60000 ,    -0.187056380118715E-02 ,     0.124194427558397E-01 ,    -0.690727171761866E-02 , 
  21.80000 ,     0.106411850321649E-01 ,    -0.378285994149153E-02 ,    -0.689940578401237E-02 , 
  22.00000 ,     0.255234764797497E-01 ,    -0.209504038419522E-01 ,    -0.709668939363299E-02 , 
  22.20000 ,     0.201115379566963E-01 ,    -0.387573552597547E-01 ,    -0.104466633499225E-02 , 
  22.40000 ,     0.102915560945382E-01 ,    -0.499621318988230E-01 ,     0.404524018553704E-02 , 
  22.60000 ,    -0.109728481295750E-01 ,    -0.505576034378927E-01 ,     0.123770430073978E-02 , 
  22.80000 ,    -0.217629123109858E-01 ,    -0.512042189342819E-01 ,    -0.950582129232713E-03 , 
  23.00000 ,    -0.239183494221229E-01 ,    -0.492246511142005E-01 ,    -0.177162148017531E-02 , 
  23.20000 ,    -0.189552262908284E-01 ,    -0.369808837528573E-01 ,    -0.780477985341423E-02 , 
  23.40000 ,    -0.978632464158176E-02 ,    -0.264272971793924E-01 ,    -0.796400615151260E-02 , 
  23.60000 ,     0.147691169415044E-01 ,    -0.104882921731114E-01 ,    -0.995462059836096E-02 , 
  23.80000 ,     0.237646501728902E-01 ,     0.829498088134756E-02 ,    -0.645052312451500E-02 , 
  24.00000 ,     0.344992780199303E-01 ,     0.232052282644254E-01 ,     0.998780010018665E-03 , 
  24.20000 ,     0.318092882600719E-01 ,     0.368722613370783E-01 ,     0.932830178406665E-02 , 
  24.40000 ,     0.125254747572882E-01 ,     0.471854640638315E-01 ,     0.181737897236248E-01 , 
  24.60000 ,    -0.110470149135297E-01 ,     0.510768622122593E-01 ,     0.258138085595666E-01 , 
  24.80000 ,    -0.229741379857499E-01 ,     0.553847658942293E-01 ,     0.223137297641720E-01 , 
  25.00000 ,    -0.321104846855402E-01 ,     0.445899496102121E-01 ,     0.231289603403080E-01 , 
  25.20000 ,    -0.324987711435233E-01 ,     0.357424751659342E-01 ,     0.160163209222568E-01 , 
  25.40000 ,    -0.233073362574492E-01 ,     0.182242718463112E-01 ,     0.893439099836161E-02 , 
  25.60000 ,     0.143174696267673E-02 ,     0.295019208218962E-02 ,    -0.673736786295625E-02 , 
  25.80000 ,     0.914512523692872E-02 ,    -0.993412262965018E-02 ,    -0.168033083471873E-01 , 
  26.00000 ,     0.226146370097399E-01 ,    -0.245194066382275E-01 ,    -0.186146376005883E-01 , 
  26.20000 ,     0.219333612099655E-01 ,    -0.327356050763959E-01 ,    -0.190404272727741E-01 , 
  26.40000 ,     0.161553911058311E-01 ,    -0.424648701743362E-01 ,    -0.140269842260317E-01 , 
  26.60000 ,     0.227980486653130E-02 ,    -0.446470714576585E-01 ,    -0.708658009434955E-02 , 
  26.80000 ,    -0.765830165811344E-02 ,    -0.408803911584754E-01 ,     0.642383073342474E-03 , 
  27.00000 ,    -0.131546559209377E-01 ,    -0.368709495548982E-01 ,     0.944201216194140E-02 , 
  27.20000 ,    -0.114803391206503E-01 ,    -0.277950272113493E-01 ,     0.130035142310201E-01 , 
  27.40000 ,    -0.871487754212536E-02 ,    -0.155345384391175E-01 ,     0.156472364176796E-01 , 
  27.60000 ,     0.251710385031640E-02 ,     0.221735694166629E-02 ,     0.101390448144410E-01 , 
  27.80000 ,     0.989475006246342E-02 ,     0.116843299729752E-01 ,     0.883053691706684E-02 , 
  28.00000 ,     0.155091584645361E-01 ,     0.241820559681395E-01 ,     0.408493617234611E-02 , 
  28.20000 ,     0.135611253400884E-01 ,     0.337259923834987E-01 ,     0.133900017690566E-02 , 
  28.40000 ,     0.106857349923642E-01 ,     0.417307474247659E-01 ,    -0.298379504782803E-03 , 
  28.60000 ,     0.119640666678913E-02 ,     0.450978195333216E-01 ,    -0.714585911594857E-03 , 
  28.80000 ,    -0.328627212188563E-02 ,     0.433972549647569E-01 ,    -0.738145097284470E-03 , 
  29.00000 ,    -0.105976274926484E-01 ,     0.342435997954406E-01 ,     0.350548565219503E-02 , 
  29.20000 ,    -0.108162653541026E-01 ,     0.239190123094742E-01 ,     0.431453250433569E-02 , 
  29.40000 ,    -0.102838974349383E-01 ,     0.132255810562869E-01 ,     0.328143127643496E-02 , 
  29.60000 ,    -0.110308471484026E-01 ,     0.279005851370277E-03 ,     0.511322863234198E-02 , 
  29.80000 ,    -0.105376057380724E-01 ,    -0.112748684779870E-01 ,     0.411593843122245E-02 , 
  30.00000 ,    -0.202973214144018E-02 ,    -0.230606924249787E-01 ,     0.101688300053300E-02 , 
  30.20000 ,     0.251344538199775E-02 ,    -0.288287368937913E-01 ,    -0.482917086574839E-02 , 
  30.40000 ,     0.108008260660385E-01 ,    -0.362452692250578E-01 ,    -0.717671361282511E-02 , 
  30.60000 ,     0.170629662323800E-01 ,    -0.384514616345102E-01 ,    -0.787482745646597E-02 , 
  30.80000 ,     0.176377323458844E-01 ,    -0.378020952367554E-01 ,    -0.728045241135832E-02 , 
  31.00000 ,     0.111013599298648E-01 ,    -0.281352071566592E-01 ,    -0.891007293129003E-02 , 
  31.20000 ,     0.573879329995099E-02 ,    -0.213541497317858E-01 ,    -0.477805201386939E-02 , 
  31.40000 ,    -0.723108261573668E-02 ,    -0.109198285588619E-01 ,    -0.638546110819662E-03 , 
  31.60000 ,    -0.898474307202063E-02 ,     0.310003919689220E-02 ,    -0.435568992490903E-03 , 
  31.80000 ,    -0.166213685537800E-01 ,     0.122731753043950E-01 ,     0.553573450567311E-02 , 
  32.00000 ,    -0.149789464385035E-01 ,     0.254308285954773E-01 ,     0.558515683826941E-02 , 
  32.20000 ,    -0.255721281838513E-02 ,     0.329921378392256E-01 ,     0.309897858546465E-02 , 
  32.40000 ,     0.655708309008450E-02 ,     0.338348826848786E-01 ,     0.276316395800108E-02 , 
  32.60000 ,     0.150807542747253E-01 ,     0.322768615685907E-01 ,     0.148049074695247E-02 , 
  32.80000 ,     0.160949702602595E-01 ,     0.289603632184161E-01 ,    -0.592169179181964E-03 , 
  33.00000 ,     0.125977700058020E-01 ,     0.222633868363678E-01 ,    -0.179722810728456E-02 , 
  33.20000 ,     0.786327186809142E-02 ,     0.153010671148446E-01 ,    -0.322233215410705E-02 , 
  33.40000 ,    -0.266383776541309E-02 ,     0.768906732583835E-02 ,    -0.185989708313052E-02 , 
  33.60000 ,    -0.205260042775615E-01 ,    -0.235722607548557E-02 ,     0.132898756994551E-02 , 
  33.80000 ,    -0.230989116364631E-01 ,    -0.146472719269675E-01 ,     0.479054467036636E-02 , 
  34.00000 ,    -0.168264539485835E-01 ,    -0.217076976634208E-01 ,     0.305331644243991E-02 , 
  34.20000 ,    -0.678821521973515E-02 ,    -0.268494032666953E-01 ,     0.280765566709414E-02 , 
  34.40000 ,     0.541431047452841E-02 ,    -0.313916624973921E-01 ,     0.209647622202287E-02 , 
  34.60000 ,     0.158999234212739E-01 ,    -0.330770114779387E-01 ,     0.965347626326039E-03 , 
  34.80000 ,     0.178453997718200E-01 ,    -0.287003786368256E-01 ,    -0.116354788177191E-02 , 
  35.00000 ,     0.198767792446577E-01 ,    -0.228768093617031E-01 ,    -0.273257966640976E-02 , 
  35.20000 ,     0.131945634095544E-01 ,    -0.141012020253884E-01 ,    -0.453673839335794E-02 , 
  35.40000 ,    -0.438049287181593E-02 ,    -0.156998918513759E-02 ,    -0.579121961296630E-02 , 
  35.60000 ,    -0.120355537279771E-01 ,     0.101751746505022E-01 ,    -0.599215669257625E-02 , 
  35.80000 ,    -0.177037926727998E-01 ,     0.171031304136488E-01 ,    -0.242637962941710E-02 , 
  36.00000 ,    -0.211738360900942E-01 ,     0.231467039375169E-01 ,    -0.108404490667680E-02 , 
  36.20000 ,    -0.151909878797533E-01 ,     0.274734840620992E-01 ,    -0.143086579668072E-02 , 
  36.40000 ,    -0.588089128424826E-02 ,     0.264367581863663E-01 ,    -0.282872291061103E-03 , 
  36.60000 ,     0.568528046492526E-02 ,     0.227835735233548E-01 ,    -0.175092083321517E-03 , 
  36.80000 ,     0.119155887777894E-01 ,     0.179299424173007E-01 ,    -0.108666120196064E-03 , 
  37.00000 ,     0.102886195106789E-01 ,     0.124383699764462E-01 ,     0.617327538156742E-03 , 
  37.20000 ,     0.531504012089791E-02 ,     0.514280857084114E-02 ,     0.257275802777594E-02 , 
  37.40000 ,    -0.105164287372251E-02 ,    -0.130949216504811E-02 ,     0.240020204093120E-02 , 
  37.60000 ,    -0.108801159604238E-01 ,    -0.735368534907421E-02 ,     0.318553187109009E-02 , 
  37.80000 ,    -0.785432090777373E-02 ,    -0.132471834780570E-01 ,     0.343188609205562E-02 , 
  38.00000 ,    -0.579923448063381E-02 ,    -0.163479654569135E-01 ,     0.307251834336582E-02 , 
  38.20000 ,     0.599118921171363E-02 ,    -0.188085688975308E-01 ,     0.121129851821730E-02 , 
  38.40000 ,     0.604175283746864E-02 ,    -0.184961996856726E-01 ,     0.118309366528687E-02 , 
  38.60000 ,     0.202254117926106E-02 ,    -0.159161134186874E-01 ,     0.216974295857166E-02 , 
  38.80000 ,     0.111822984886995E-01 ,    -0.136463610715657E-01 ,     0.126054271238761E-02 , 
  39.00000 ,     0.123770348954141E-01 ,    -0.894388918170149E-02 ,     0.509535253914141E-03 , 
  39.20000 ,     0.946886265534462E-02 ,    -0.361820886883897E-02 ,     0.470158362842142E-03 , 
  39.40000 ,     0.542207667187248E-02 ,     0.357466190069973E-02 ,     0.107405009938945E-02 , 
  39.60000 ,    -0.325430607122969E-02 ,     0.854109750483557E-02 ,     0.221945686773768E-02 , 
  39.80000 ,    -0.342324866004964E-02 ,     0.122091272708063E-01 ,     0.213254813555964E-02 , 
  40.00000 ,    -0.702003544279527E-02 ,     0.162847165460432E-01 ,     0.640364245181009E-03 , 
  40.20000 ,    -0.611391700430290E-02 ,     0.197031462261397E-01 ,    -0.118354493595499E-02 , 
  40.40000 ,    -0.550792367991692E-02 ,     0.226498485193317E-01 ,    -0.289296813281643E-02 , 
  40.60000 ,    -0.406205108065284E-02 ,     0.189113619680381E-01 ,    -0.627914932052830E-03 , 
  40.80000 ,    -0.271939251241984E-02 ,     0.133264041849166E-01 ,     0.256886441326998E-02 , 
  41.00000 ,     0.122476077688170E-02 ,     0.779638210738277E-02 ,     0.320383294957598E-02 , 
  41.20000 ,     0.599593373352408E-02 ,     0.178495942155078E-02 ,     0.266008452622136E-02 , 
  41.40000 ,     0.422250318532675E-02 ,    -0.468100499698210E-02 ,     0.382316650066665E-02 , 
  41.60000 ,     0.824881722670032E-02 ,    -0.929508105097693E-02 ,     0.199934361593292E-02 , 
  41.80000 ,     0.349277541851932E-02 ,    -0.141712059151680E-01 ,     0.281337088575495E-02 , 
  42.00000 ,     0.270555933662362E-02 ,    -0.154197216563028E-01 ,     0.227154662613230E-02 , 
  42.20000 ,    -0.628508016034087E-02 ,    -0.154152083469660E-01 ,     0.407196577400097E-02 , 
  42.40000 ,    -0.346972566542637E-02 ,    -0.140477425405278E-01 ,     0.405719072045712E-02 , 
  42.60000 ,    -0.734952279775524E-02 ,    -0.109001281766586E-01 ,     0.417349092031001E-02 , 
  42.80000 ,    -0.319499258099960E-02 ,    -0.556461704884199E-02 ,     0.175525683490412E-02 , 
  43.00000 ,     0.179928487010900E-02 ,    -0.156841694266609E-02 ,     0.795773477854189E-03 , 
  43.20000 ,     0.746768134042907E-02 ,     0.124973216886562E-02 ,     0.763503643599256E-03 , 
  43.40000 ,     0.113670636140405E-01 ,     0.566395060279768E-02 ,    -0.450233228195037E-03 , 
  43.60000 ,     0.137569589078193E-01 ,     0.772752109778457E-02 ,     0.346032046109410E-03 , 
  43.80000 ,     0.111774397897327E-01 ,     0.120658323494419E-01 ,     0.621195480238510E-03 , 
  44.00000 ,     0.561638931082865E-02 ,     0.160301133515000E-01 ,     0.123612423034739E-02 , 
