Cd 11mm Room Temperature                                     29-11-07  2000.000K
   137.0000       4518.000       67.21607    
   138.0000       4482.000       66.94774    
   139.0000       4259.000       65.26102    
   140.0000       4544.000       67.40919    
   141.0000       4115.000       64.14826    
   142.0000       4321.000       65.73431    
   143.0000       4407.000       66.38524    
   144.0000       4563.000       67.54998    
   145.0000       4502.000       67.09695    
   146.0000       4474.000       66.88796    
   147.0000       4430.000       66.55824    
   148.0000       4511.000       67.16398    
   149.0000       4316.000       65.69627    
   150.0000       4765.000       69.02898    
   151.0000       4380.000       66.18157    
   152.0000       4505.000       67.11929    
   153.0000       4672.000       68.35203    
   154.0000       4489.000       67.00000    
   155.0000       4631.000       68.05145    
   156.0000       4353.000       65.97727    
   157.0000       4737.000       68.82587    
   158.0000       4680.000       68.41052    
   159.0000       4293.000       65.52099    
   160.0000       3290.000       57.35852    
   161.0000       4849.000       69.63476    
   162.0000       4721.000       68.70953    
   163.0000       4724.000       68.73136    
   164.0000       4678.000       68.39590    
   165.0000       4748.000       68.90573    
   166.0000       4764.000       69.02174    
   167.0000       4700.000       68.55655    
   168.0000       4674.000       68.36666    
   169.0000       4481.000       66.94027    
   170.0000       4970.000       70.49823    
   171.0000       4565.000       67.56478    
   172.0000       4566.000       67.57218    
   173.0000       4573.000       67.62396    
   174.0000       4301.000       65.58201    
   175.0000       4349.000       65.94695    
   176.0000       4660.000       68.26419    
   177.0000       4590.000       67.74954    
   178.0000       4503.000       67.10439    
   179.0000       4349.000       65.94695    
   180.0000       4336.000       65.84831    
   181.0000       4786.000       69.18092    
   182.0000       4706.000       68.60029    
   183.0000       4778.000       69.12308    
   184.0000       4847.000       69.62040    
   185.0000       4760.000       68.99275    
   186.0000       5108.000       71.47028    
   187.0000       4789.000       69.20260    
   188.0000       4732.000       68.78954    
   189.0000       4724.000       68.73136    
   190.0000       4931.000       70.22108    
   191.0000       4760.000       68.99275    
   192.0000       4745.000       68.88396    
   193.0000       4954.000       70.38466    
   194.0000       4816.000       69.39741    
   195.0000       4908.000       70.05712    
   196.0000       4873.000       69.80688    
   197.0000       4738.000       68.83313    
   198.0000       4820.000       69.42622    
   199.0000       4899.000       69.99286    
   200.0000       5036.000       70.96478    
   201.0000       4618.000       67.95587    
   202.0000       4777.000       69.11584    
   203.0000       4978.000       70.55495    
   204.0000       5036.000       70.96478    
   205.0000       4898.000       69.98571    
   206.0000       4846.000       69.61322    
   207.0000       4721.000       68.70953    
   208.0000       5089.000       71.33723    
   209.0000       4791.000       69.21705    
   210.0000       5103.000       71.43529    
   211.0000       4528.000       67.29041    
   212.0000       4758.000       68.97826    
   213.0000       5221.000       72.25648    
   214.0000       5003.000       70.73189    
   215.0000       4954.000       70.38466    
   216.0000       4799.000       69.27482    
   217.0000       5162.000       71.84706    
   218.0000       4931.000       70.22108    
   219.0000       4643.000       68.13956    
   220.0000       4583.000       67.69786    
   221.0000       5013.000       70.80254    
   222.0000       4832.000       69.51259    
   223.0000       4813.000       69.37579    
   224.0000       4958.000       70.41307    
   225.0000       4735.000       68.81133    
   226.0000       5020.000       70.85196    
   227.0000       4851.000       69.64912    
   228.0000       5115.000       71.51923    
   229.0000       4693.000       68.50548    
   230.0000       5227.000       72.29800    
   231.0000       4668.000       68.32276    
   232.0000       4637.000       68.09552    
   233.0000       5008.000       70.76723    
   234.0000       4916.000       70.11419    
   235.0000       4865.000       69.74955    
   236.0000       4810.000       69.35416    
   237.0000       5034.000       70.95068    
   238.0000       4736.000       68.81860    
   239.0000       4742.000       68.86218    
   240.0000       4273.000       65.36819    
   241.0000       4881.000       69.86415    
   242.0000       4709.000       68.62215    
   243.0000       4914.000       70.09993    
   244.0000       4832.000       69.51259    
   245.0000       4809.000       69.34695    
   246.0000       5101.000       71.42129    
   247.0000       4868.000       69.77106    
   248.0000       4952.000       70.37045    
   249.0000       4662.000       68.27884    
   250.0000       4988.000       70.62577    
   251.0000       4640.000       68.11755    
   252.0000       4746.000       68.89122    
   253.0000       4876.000       69.82836    
   254.0000       4705.000       68.59300    
   255.0000       4760.000       68.99275    
   256.0000       4673.000       68.35934    
   257.0000       4702.000       68.57113    
   258.0000       4646.000       68.16158    
   259.0000       4498.000       67.06713    
   260.0000       3997.000       63.22183    
   261.0000       4912.000       70.08566    
   262.0000       4679.000       68.40321    
   263.0000       4781.000       69.14478    
   264.0000       4766.000       69.03622    
   265.0000       4774.000       69.09414    
   266.0000       4705.000       68.59300    
   267.0000       4806.000       69.32532    
   268.0000       5059.000       71.12665    
   269.0000       4754.000       68.94926    
   270.0000       5112.000       71.49825    
   271.0000       4560.000       67.52777    
   272.0000       4664.000       68.29349    
   273.0000       4770.000       69.06519    
   274.0000       4770.000       69.06519    
   275.0000       4793.000       69.23150    
   276.0000       4726.000       68.74591    
   277.0000       4808.000       69.33974    
   278.0000       4546.000       67.42403    
   279.0000       4510.000       67.15653    
   280.0000       4004.000       63.27717    
   281.0000       4768.000       69.05070    
   282.0000       4800.000       69.28204    
   283.0000       4553.000       67.47592    
   284.0000       4708.000       68.61487    
   285.0000       4678.000       68.39590    
   286.0000       4730.000       68.77499    
   287.0000       4774.000       69.09414    
   288.0000       4860.000       69.71370    
   289.0000       4797.000       69.26038    
   290.0000       4817.000       69.40461    
   291.0000       4608.000       67.88225    
   292.0000       4667.000       68.31544    
   293.0000       4815.000       69.39020    
   294.0000       4593.000       67.77168    
   295.0000       4645.000       68.15424    
   296.0000       4652.000       68.20557    
   297.0000       4819.000       69.41901    
   298.0000       4564.000       67.55738    
   299.0000       4470.000       66.85806    
   300.0000       4458.000       66.76826    
   301.0000       4754.000       68.94926    
   302.0000       4611.000       67.90434    
   303.0000       4636.000       68.08818    
   304.0000       4645.000       68.15424    
   305.0000       4528.000       67.29041    
   306.0000       4663.000       68.28616    
   307.0000       4736.000       68.81860    
   308.0000       4651.000       68.19824    
   309.0000       4533.000       67.32756    
   310.0000       4759.000       68.98550    
   311.0000       4504.000       67.11185    
   312.0000       4656.000       68.23489    
   313.0000       4895.000       69.96428    
   314.0000       4631.000       68.05145    
   315.0000       4715.000       68.66586    
   316.0000       4584.000       67.70525    
   317.0000       4754.000       68.94926    
   318.0000       4646.000       68.16158    
   319.0000       4565.000       67.56478    
   320.0000       4168.000       64.56005    
   321.0000       4259.000       65.26102    
   322.0000       4474.000       66.88796    
   323.0000       4664.000       68.29349    
   324.0000       4782.000       69.15201    
   325.0000       4683.000       68.43245    
   326.0000       4636.000       68.08818    
   327.0000       4662.000       68.27884    
   328.0000       4587.000       67.72739    
   329.0000       4426.000       66.52819    
   330.0000       4772.000       69.07967    
   331.0000       4331.000       65.81033    
   332.0000       4516.000       67.20119    
   333.0000       4490.000       67.00746    
   334.0000       4506.000       67.12675    
   335.0000       4607.000       67.87489    
   336.0000       4437.000       66.61081    
   337.0000       4514.000       67.18631    
   338.0000       4577.000       67.65353    
   339.0000       4420.000       66.48308    
   340.0000       4398.000       66.31742    
   341.0000       4845.000       69.60603    
   342.0000       4497.000       67.05968    
   343.0000       4631.000       68.05145    
   344.0000       4763.000       69.01449    
   345.0000       4728.000       68.76045    
   346.0000       4902.000       70.01428    
   347.0000       4703.000       68.57842    
   348.0000       4735.000       68.81133    
   349.0000       4698.000       68.54196    
   350.0000       4929.000       70.20684    
   351.0000       4473.000       66.88049    
   352.0000       4649.000       68.18358    
   353.0000       4738.000       68.83313    
   354.0000       4566.000       67.57218    
   355.0000       4710.000       68.62944    
   356.0000       4759.000       68.98550    
   357.0000       4874.000       69.81404    
   358.0000       4802.000       69.29646    
   359.0000       4591.000       67.75692    
   360.0000       5013.000       70.80254    
   361.0000       4694.000       68.51277    
   362.0000       4592.000       67.76430    
   363.0000       4653.000       68.21290    
   364.0000       4762.000       69.00725    
   365.0000       4643.000       68.13956    
   366.0000       4663.000       68.28616    
   367.0000       4662.000       68.27884    
   368.0000       4693.000       68.50548    
   369.0000       4634.000       68.07349    
   370.0000       4828.000       69.48381    
   371.0000       4217.000       64.93843    
   372.0000       4322.000       65.74192    
   373.0000       4759.000       68.98550    
   374.0000       4507.000       67.13419    
   375.0000       4581.000       67.68308    
   376.0000       4535.000       67.34241    
   377.0000       4691.000       68.49088    
   378.0000       4546.000       67.42403    
   379.0000       4355.000       65.99242    
   380.0000       4245.000       65.15366    
   381.0000       4692.000       68.49818    
   382.0000       4188.000       64.71476    
   383.0000       4301.000       65.58201    
   384.0000       4563.000       67.54998    
   385.0000       4631.000       68.05145    
   386.0000       4640.000       68.11755    
   387.0000       4564.000       67.55738    
   388.0000       4660.000       68.26419    
   389.0000       4398.000       66.31742    
   390.0000       4758.000       68.97826    
   391.0000       4370.000       66.10597    
   392.0000       4565.000       67.56478    
   393.0000       4593.000       67.77168    
   394.0000       4381.000       66.18913    
   395.0000       4527.000       67.28298    
   396.0000       4516.000       67.20119    
   397.0000       4524.000       67.26069    
   398.0000       4636.000       68.08818    
   399.0000       4304.000       65.60488    
   400.0000       4614.000       67.92643    
   401.0000       4505.000       67.11929    
   402.0000       4470.000       66.85806    
   403.0000       4383.000       66.20423    
   404.0000       4479.000       66.92533    
   405.0000       4470.000       66.85806    
   406.0000       4661.000       68.27151    
   407.0000       4560.000       67.52777    
   408.0000       4586.000       67.72001    
   409.0000       4327.000       65.77994    
   410.0000       4643.000       68.13956    
   411.0000       4153.000       64.44377    
   412.0000       4411.000       66.41536    
   413.0000       4417.000       66.46052    
   414.0000       4343.000       65.90144    
   415.0000       4349.000       65.94695    
   416.0000       4274.000       65.37584    
   417.0000       4455.000       66.74579    
   418.0000       4297.000       65.55151    
   419.0000       4045.000       63.60032    
   420.0000       4132.000       64.28063    
   421.0000       4367.000       66.08328    
   422.0000       4267.000       65.32228    
   423.0000       4488.000       66.99254    
   424.0000       4340.000       65.87868    
   425.0000       4437.000       66.61081    
   426.0000       4471.000       66.86554    
   427.0000       4410.000       66.40783    
   428.0000       4404.000       66.36264    
   429.0000       4306.000       65.62012    
   430.0000       4476.000       66.90292    
   431.0000       4105.000       64.07027    
   432.0000       4231.000       65.04613    
   433.0000       4412.000       66.42289    
   434.0000       4166.000       64.54456    
   435.0000       4295.000       65.53625    
   436.0000       4262.000       65.28400    
   437.0000       4353.000       65.97727    
   438.0000       4389.000       66.24953    
   439.0000       4323.000       65.74953    
   440.0000       4233.000       65.06151    
   441.0000       4406.000       66.37771    
   442.0000       4333.000       65.82552    
   443.0000       4112.000       64.12488    
   444.0000       4157.000       64.47480    
   445.0000       4191.000       64.73793    
   446.0000       4343.000       65.90144    
   447.0000       4225.000       65.00000    
   448.0000       4351.000       65.96211    
   449.0000       4062.000       63.73382    
   450.0000       4491.000       67.01492    
   451.0000       4019.000       63.39558    
   452.0000       4300.000       65.57439    
   453.0000       4305.000       65.61250    
   454.0000       4259.000       65.26102    
   455.0000       4184.000       64.68385    
   456.0000       4201.000       64.81512    
   457.0000       4342.000       65.89385    
   458.0000       4304.000       65.60488    
   459.0000       4273.000       65.36819    
   460.0000       4012.000       63.34035    
   461.0000       4732.000       68.78954    
   462.0000       4114.000       64.14047    
   463.0000       4266.000       65.31462    
   464.0000       4388.000       66.24198    
   465.0000       4339.000       65.87109    
   466.0000       4359.000       66.02272    
   467.0000       4249.000       65.18436    
   468.0000       4363.000       66.05301    
   469.0000       4084.000       63.90618    
   470.0000       4434.000       66.58829    
   471.0000       4324.000       65.75713    
   472.0000       4147.000       64.39720    
   473.0000       4188.000       64.71476    
   474.0000       4003.000       63.26926    
   475.0000       4236.000       65.08456    
   476.0000       4169.000       64.56779    
   477.0000       4479.000       66.92533    
   478.0000       4310.000       65.65059    
   479.0000       4219.000       64.95383    
   480.0000       4318.000       65.71149    
   481.0000       3850.000       62.04837    
   482.0000       4209.000       64.87681    
   483.0000       4425.000       66.52068    
   484.0000       4306.000       65.62012    
   485.0000       4060.000       63.71813    
   486.0000       4046.000       63.60818    
   487.0000       4081.000       63.88271    
   488.0000       4195.000       64.76882    
   489.0000       4019.000       63.39558    
   490.0000       4492.000       67.02238    
   491.0000       4135.000       64.30396    
   492.0000       4059.000       63.71028    
   493.0000       4244.000       65.14599    
   494.0000       4231.000       65.04613    
   495.0000       4271.000       65.35289    
   496.0000       4253.000       65.21503    
   497.0000       4252.000       65.20736    
   498.0000       4298.000       65.55914    
   499.0000       4277.000       65.39877    
   500.0000       4251.000       65.19969    
   501.0000       4097.000       64.00781    
   502.0000       4153.000       64.44377    
   503.0000       4046.000       63.60818    
   504.0000       4086.000       63.92183    
   505.0000       4139.000       64.33506    
   506.0000       4305.000       65.61250    
   507.0000       4153.000       64.44377    
   508.0000       4399.000       66.32496    
   509.0000       4094.000       63.98437    
   510.0000       4295.000       65.53625    
   511.0000       4007.000       63.30087    
   512.0000       4129.000       64.25729    
   513.0000       4121.000       64.19501    
   514.0000       4055.000       63.67888    
   515.0000       4210.000       64.88451    
   516.0000       4021.000       63.41135    
   517.0000       4230.000       65.03845    
   518.0000       4259.000       65.26102    
   519.0000       4137.000       64.31951    
   520.0000       4244.000       65.14599    
   521.0000       4554.000       67.48333    
   522.0000       4084.000       63.90618    
   523.0000       4145.000       64.38168    
   524.0000       4134.000       64.29619    
   525.0000       4210.000       64.88451    
   526.0000       4116.000       64.15606    
   527.0000       4102.000       64.04686    
   528.0000       4279.000       65.41406    
   529.0000       4032.000       63.49803    
   530.0000       4245.000       65.15366    
   531.0000       4032.000       63.49803    
   532.0000       4148.000       64.40497    
   533.0000       4099.000       64.02343    
   534.0000       4111.000       64.11708    
   535.0000       4147.000       64.39720    
   536.0000       4130.000       64.26508    
   537.0000       4339.000       65.87109    
   538.0000       4208.000       64.86910    
   539.0000       4033.000       63.50591    
   540.0000       4150.000       64.42049    
   541.0000       4107.000       64.08588    
   542.0000       4005.000       63.28507    
   543.0000       4134.000       64.29619    
   544.0000       4273.000       65.36819    
   545.0000       4198.000       64.79198    
   546.0000       4199.000       64.79969    
   547.0000       4244.000       65.14599    
   548.0000       4243.000       65.13831    
   549.0000       4252.000       65.20736    
   550.0000       4258.000       65.25335    
   551.0000       4081.000       63.88271    
   552.0000       4203.000       64.83055    
   553.0000       4233.000       65.06151    
   554.0000       4163.000       64.52132    
   555.0000       4173.000       64.59876    
   556.0000       4055.000       63.67888    
   557.0000       4337.000       65.85590    
   558.0000       4178.000       64.63745    
   559.0000       3965.000       62.96825    
   560.0000       3720.000       60.99180    
   561.0000       4028.000       63.46653    
   562.0000       4081.000       63.88271    
   563.0000       4023.000       63.42712    
   564.0000       3970.000       63.00793    
   565.0000       4094.000       63.98437    
   566.0000       4202.000       64.82284    
   567.0000       4151.000       64.42825    
   568.0000       4302.000       65.58963    
   569.0000       4087.000       63.92965    
   570.0000       4287.000       65.47519    
   571.0000       3772.000       61.41661    
   572.0000       3931.000       62.69769    
   573.0000       4311.000       65.65820    
   574.0000       4114.000       64.14047    
   575.0000       4107.000       64.08588    
   576.0000       3953.000       62.87289    
   577.0000       4056.000       63.68673    
   578.0000       4153.000       64.44377    
   579.0000       3872.000       62.22540    
   580.0000       3390.000       58.22371    
   581.0000       3838.000       61.95160    
   582.0000       4028.000       63.46653    
   583.0000       4093.000       63.97656    
   584.0000       4283.000       65.44463    
   585.0000       4225.000       65.00000    
   586.0000       4068.000       63.78088    
   587.0000       4124.000       64.21838    
   588.0000       4313.000       65.67343    
   589.0000       3916.000       62.57795    
   590.0000       4281.000       65.42935    
   591.0000       3859.000       62.12085    
   592.0000       3867.000       62.18521    
   593.0000       4041.000       63.56886    
   594.0000       3840.000       61.96774    
   595.0000       3719.000       60.98360    
   596.0000       3982.000       63.10309    
   597.0000       4056.000       63.68673    
   598.0000       3784.000       61.51423    
   599.0000       3743.000       61.18006    
   600.0000       3699.000       60.81940    
   601.0000       4137.000       64.31951    
   602.0000       3777.000       61.45730    
   603.0000       3948.000       62.83311    
   604.0000       4019.000       63.39558    
   605.0000       4047.000       63.61604    
   606.0000       3884.000       62.32175    
   607.0000       3863.000       62.15304    
   608.0000       3958.000       62.91264    
   609.0000       3768.000       61.38404    
   610.0000       3901.000       62.45798    
   611.0000       3699.000       60.81940    
   612.0000       3686.000       60.71244    
   613.0000       3595.000       59.95832    
   614.0000       3704.000       60.86050    
   615.0000       3575.000       59.79131    
   616.0000       3718.000       60.97541    
   617.0000       3672.000       60.59703    
   618.0000       3807.000       61.70089    
   619.0000       4050.000       63.63961    
   620.0000       4253.000       65.21503    
   621.0000       5036.000       70.96478    
   622.0000       4096.000       64.00000    
   623.0000       4259.000       65.26102    
   624.0000       4277.000       65.39877    
   625.0000       4097.000       64.00781    
   626.0000       4189.000       64.72248    
   627.0000       4232.000       65.05383    
   628.0000       4468.000       66.84310    
   629.0000       4030.000       63.48228    
   630.0000       4091.000       63.96093    
   631.0000       3403.000       58.33524    
   632.0000       3210.000       56.65686    
   633.0000       3120.000       55.85696    
   634.0000       3020.000       54.95452    
   635.0000       3031.000       55.05452    
   636.0000       2953.000       54.34151    
   637.0000       3124.000       55.89275    
   638.0000       2968.000       54.47935    
   639.0000       3101.000       55.68662    
   640.0000       2945.000       54.26785    
