Empty fournace avelenght calibration                         25-11-07  2000.000K
   77.00000       6992.000       83.61818    
   78.00000       6626.000       81.40025    
   79.00000       5501.000       74.16872    
   80.00000       7285.000       85.35221    
   81.00000       7016.000       83.76157    
   82.00000       7206.000       84.88816    
   83.00000       7327.000       85.59790    
   84.00000       7337.000       85.65629    
   85.00000       7296.000       85.41663    
   86.00000       7129.000       84.43340    
   87.00000       7348.000       85.72047    
   88.00000       7443.000       86.27282    
   89.00000       7721.000       87.86922    
   90.00000       6867.000       82.86736    
   91.00000       7107.000       84.30302    
   92.00000       7467.000       86.41180    
   93.00000       7090.000       84.20214    
   94.00000       7331.000       85.62126    
   95.00000       7448.000       86.30180    
   96.00000       7267.000       85.24670    
   97.00000       7431.000       86.20325    
   98.00000       7308.000       85.48684    
   99.00000       6691.000       81.79853    
   100.0000       6687.000       81.77408    
   101.0000       7079.000       84.13680    
   102.0000       7206.000       84.88816    
   103.0000       7469.000       86.42338    
   104.0000       7460.000       86.37129    
   105.0000       7585.000       87.09190    
   106.0000       7433.000       86.21485    
   107.0000       7550.000       86.89074    
   108.0000       7618.000       87.28116    
   109.0000       8214.000       90.63112    
   110.0000       7504.000       86.62563    
   111.0000       7626.000       87.32697    
   112.0000       7902.000       88.89320    
   113.0000       7503.000       86.61986    
   114.0000       7541.000       86.83893    
   115.0000       7521.000       86.72370    
   116.0000       7438.000       86.24384    
   117.0000       7486.000       86.52168    
   118.0000       6668.000       81.65782    
   119.0000       6063.000       77.86526    
   120.0000       7744.000       88.00000    
   121.0000       7495.000       86.57367    
   122.0000       7875.000       88.74120    
   123.0000       7871.000       88.71866    
   124.0000       7420.000       86.13942    
   125.0000       7664.000       87.54427    
   126.0000       7574.000       87.02873    
   127.0000       7880.000       88.76936    
   128.0000       7220.000       84.97058    
   129.0000       8167.000       90.37145    
   130.0000       7270.000       85.26430    
   131.0000       7568.000       86.99426    
   132.0000       7875.000       88.74120    
   133.0000       7620.000       87.29261    
   134.0000       7618.000       87.28116    
   135.0000       7281.000       85.32877    
   136.0000       7457.000       86.35392    
   137.0000       7723.000       87.88060    
   138.0000       7539.000       86.82742    
   139.0000       7749.000       88.02840    
   140.0000       7181.000       84.74078    
   141.0000       7524.000       86.74100    
   142.0000       7622.000       87.30407    
   143.0000       7767.000       88.13058    
   144.0000       7681.000       87.64131    
   145.0000       7630.000       87.34987    
   146.0000       7421.000       86.14523    
   147.0000       7686.000       87.66984    
   148.0000       7576.000       87.04022    
   149.0000       8002.000       89.45390    
   150.0000       7266.000       85.24084    
   151.0000       7569.000       87.00000    
   152.0000       7722.000       87.87491    
   153.0000       7558.000       86.93676    
   154.0000       7457.000       86.35392    
   155.0000       7204.000       84.87638    
   156.0000       7743.000       87.99432    
   157.0000       7669.000       87.57283    
   158.0000       7042.000       83.91663    
   159.0000       5176.000       71.94442    
   160.0000       7977.000       89.31406    
   161.0000       7616.000       87.26970    
   162.0000       7602.000       87.18945    
   163.0000       7754.000       88.05680    
   164.0000       7826.000       88.46468    
   165.0000       7642.000       87.41853    
   166.0000       7510.000       86.66026    
   167.0000       7810.000       88.37421    
   168.0000       7391.000       85.97092    
   169.0000       8072.000       89.84431    
   170.0000       7507.000       86.64294    
   171.0000       7339.000       85.66796    
   172.0000       7658.000       87.51000    
   173.0000       7179.000       84.72898    
   174.0000       7097.000       84.24369    
   175.0000       7471.000       86.43494    
   176.0000       7880.000       88.76936    
   177.0000       7391.000       85.97092    
   178.0000       6913.000       83.14445    
   179.0000       6775.000       82.31039    
   180.0000       7624.000       87.31552    
   181.0000       7545.000       86.86196    
   182.0000       7464.000       86.39445    
   183.0000       7735.000       87.94885    
   184.0000       7649.000       87.45856    
   185.0000       7858.000       88.64536    
   186.0000       7793.000       88.27797    
   187.0000       7836.000       88.52119    
   188.0000       7610.000       87.23531    
   189.0000       8038.000       89.65489    
   190.0000       7532.000       86.78709    
   191.0000       7500.000       86.60254    
   192.0000       7708.000       87.79522    
   193.0000       7553.000       86.90800    
   194.0000       7444.000       86.27862    
   195.0000       7633.000       87.36704    
   196.0000       7625.000       87.32124    
   197.0000       7625.000       87.32124    
   198.0000       7471.000       86.43494    
   199.0000       7747.000       88.01704    
   200.0000       7142.000       84.51035    
   201.0000       7161.000       84.62269    
   202.0000       7431.000       86.20325    
   203.0000       7731.000       87.92610    
   204.0000       7569.000       87.00000    
   205.0000       7583.000       87.08042    
   206.0000       7551.000       86.89649    
   207.0000       7750.000       88.03408    
   208.0000       7484.000       86.51012    
   209.0000       7804.000       88.34025    
   210.0000       6858.000       82.81304    
   211.0000       7235.000       85.05880    
   212.0000       7636.000       87.38421    
   213.0000       7407.000       86.06393    
   214.0000       7372.000       85.86035    
   215.0000       7333.000       85.63293    
   216.0000       7313.000       85.51608    
   217.0000       7581.000       87.06894    
   218.0000       7018.000       83.77351    
   219.0000       6757.000       82.20097    
   220.0000       7690.000       87.69264    
   221.0000       7331.000       85.62126    
   222.0000       7275.000       85.29361    
   223.0000       7419.000       86.13361    
   224.0000       7284.000       85.34635    
   225.0000       7303.000       85.45759    
   226.0000       7292.000       85.39321    
   227.0000       7686.000       87.66984    
   228.0000       7272.000       85.27602    
   229.0000       7760.000       88.09086    
   230.0000       6959.000       83.42062    
   231.0000       7275.000       85.29361    
   232.0000       7555.000       86.91950    
   233.0000       7377.000       85.88947    
   234.0000       7303.000       85.45759    
   235.0000       7325.000       85.58621    
   236.0000       7326.000       85.59206    
   237.0000       7243.000       85.10582    
   238.0000       7164.000       84.64042    
   239.0000       6387.000       79.91871    
   240.0000       7713.000       87.82368    
   241.0000       7315.000       85.52777    
   242.0000       7622.000       87.30407    
   243.0000       7384.000       85.93021    
   244.0000       7460.000       86.37129    
   245.0000       7760.000       88.09086    
   246.0000       7388.000       85.95348    
   247.0000       7498.000       86.59100    
   248.0000       7280.000       85.32291    
   249.0000       7679.000       87.62991    
   250.0000       7076.000       84.11897    
   251.0000       7246.000       85.12344    
   252.0000       7177.000       84.71718    
   253.0000       7051.000       83.97023    
   254.0000       7100.000       84.26150    
   255.0000       6952.000       83.37865    
   256.0000       7145.000       84.52810    
   257.0000       7204.000       84.87638    
   258.0000       6608.000       81.28960    
   259.0000       5849.000       76.47875    
   260.0000       7197.000       84.83514    
   261.0000       7363.000       85.80792    
   262.0000       6928.000       83.23461    
   263.0000       7094.000       84.22588    
   264.0000       7242.000       85.09994    
   265.0000       7142.000       84.51035    
   266.0000       7366.000       85.82540    
   267.0000       7647.000       87.44713    
   268.0000       7121.000       84.38602    
   269.0000       7723.000       87.88060    
   270.0000       6939.000       83.30066    
   271.0000       6975.000       83.51646    
   272.0000       7243.000       85.10582    
   273.0000       7176.000       84.71127    
   274.0000       7119.000       84.37417    
   275.0000       7031.000       83.85106    
   276.0000       7232.000       85.04117    
   277.0000       6967.000       83.46856    
   278.0000       6806.000       82.49848    
   279.0000       5979.000       77.32400    
   280.0000       7176.000       84.71127    
   281.0000       7017.000       83.76753    
   282.0000       7175.000       84.70537    
   283.0000       7201.000       84.85870    
   284.0000       7037.000       83.88683    
   285.0000       7120.000       84.38009    
   286.0000       7262.000       85.21737    
   287.0000       7314.000       85.52193    
   288.0000       6992.000       83.61818    
   289.0000       7523.000       86.73523    
   290.0000       6794.000       82.42573    
   291.0000       6988.000       83.59426    
   292.0000       7394.000       85.98837    
   293.0000       7047.000       83.94641    
   294.0000       6726.000       82.01219    
   295.0000       7040.000       83.90471    
   296.0000       7079.000       84.13680    
   297.0000       7045.000       83.93450    
   298.0000       6498.000       80.61018    
   299.0000       6488.000       80.54812    
   300.0000       7137.000       84.48077    
   301.0000       6972.000       83.49850    
   302.0000       7113.000       84.33860    
   303.0000       7133.000       84.45709    
   304.0000       6911.000       83.13242    
   305.0000       6914.000       83.15047    
   306.0000       7061.000       84.02975    
   307.0000       6870.000       82.88546    
   308.0000       6811.000       82.52879    
   309.0000       7158.000       84.60497    
   310.0000       6623.000       81.38181    
   311.0000       6766.000       82.25570    
   312.0000       7141.000       84.50444    
   313.0000       6853.000       82.78285    
   314.0000       6883.000       82.96384    
   315.0000       6642.000       81.49847    
   316.0000       6955.000       83.39664    
   317.0000       7060.000       84.02380    
   318.0000       6669.000       81.66395    
   319.0000       6029.000       77.64664    
   320.0000       6234.000       78.95568    
   321.0000       6852.000       82.77681    
   322.0000       6889.000       83.00000    
   323.0000       6972.000       83.49850    
   324.0000       6940.000       83.30666    
   325.0000       7162.000       84.62860    
   326.0000       6748.000       82.14621    
   327.0000       6830.000       82.64381    
   328.0000       6514.000       80.70936    
   329.0000       7238.000       85.07644    
   330.0000       6589.000       81.17265    
   331.0000       6645.000       81.51687    
   332.0000       6993.000       83.62416    
   333.0000       6515.000       80.71555    
   334.0000       6744.000       82.12186    
   335.0000       6651.000       81.55367    
   336.0000       6532.000       80.82079    
   337.0000       6806.000       82.49848    
   338.0000       6395.000       79.96874    
   339.0000       6347.000       79.66806    
   340.0000       7039.000       83.89875    
   341.0000       6752.000       82.17056    
   342.0000       6784.000       82.36504    
   343.0000       6936.000       83.28265    
   344.0000       7141.000       84.50444    
   345.0000       7377.000       85.88947    
   346.0000       6963.000       83.44460    
   347.0000       7045.000       83.93450    
   348.0000       7179.000       84.72898    
   349.0000       7286.000       85.35807    
   350.0000       6604.000       81.26500    
   351.0000       6851.000       82.77077    
   352.0000       6914.000       83.15047    
   353.0000       6825.000       82.61356    
   354.0000       6813.000       82.54090    
   355.0000       7048.000       83.95237    
   356.0000       7243.000       85.10582    
   357.0000       7056.000       84.00000    
   358.0000       6922.000       83.19855    
   359.0000       7257.000       85.18803    
   360.0000       7222.000       84.98235    
   361.0000       6737.000       82.07923    
   362.0000       6732.000       82.04877    
   363.0000       6983.000       83.56435    
   364.0000       6835.000       82.67406    
   365.0000       6910.000       83.12641    
   366.0000       6690.000       81.79242    
   367.0000       7004.000       83.68990    
   368.0000       6794.000       82.42573    
   369.0000       7078.000       84.13085    
   370.0000       6325.000       79.52987    
   371.0000       6486.000       80.53571    
   372.0000       7057.000       84.00595    
   373.0000       6733.000       82.05486    
   374.0000       6825.000       82.61356    
   375.0000       6726.000       82.01219    
   376.0000       6729.000       82.03048    
   377.0000       6836.000       82.68011    
   378.0000       6470.000       80.43631    
   379.0000       6220.000       78.86697    
   380.0000       6955.000       83.39664    
   381.0000       6265.000       79.15176    
   382.0000       6451.000       80.31812    
   383.0000       6801.000       82.46818    
   384.0000       6646.000       81.52300    
   385.0000       6617.000       81.34495    
   386.0000       6664.000       81.63332    
   387.0000       7004.000       83.68990    
   388.0000       6615.000       81.33265    
   389.0000       6914.000       83.15047    
   390.0000       6247.000       79.03796    
   391.0000       6785.000       82.37111    
   392.0000       6830.000       82.64381    
   393.0000       6306.000       79.41032    
   394.0000       6708.000       81.90238    
   395.0000       6681.000       81.73738    
   396.0000       6603.000       81.25884    
   397.0000       6789.000       82.39539    
   398.0000       6535.000       80.83935    
   399.0000       6714.000       81.93900    
   400.0000       6781.000       82.34682    
   401.0000       6617.000       81.34495    
   402.0000       6613.000       81.32035    
   403.0000       6564.000       81.01852    
   404.0000       6672.000       81.68231    
   405.0000       6788.000       82.38932    
   406.0000       6776.000       82.31646    
   407.0000       6545.000       80.90118    
   408.0000       6261.000       79.12648    
   409.0000       6774.000       82.30431    
   410.0000       6063.000       77.86526    
   411.0000       6502.000       80.63498    
   412.0000       6570.000       81.05553    
   413.0000       6482.000       80.51087    
   414.0000       6531.000       80.81461    
   415.0000       6465.000       80.40522    
   416.0000       6498.000       80.61018    
   417.0000       6268.000       79.17070    
   418.0000       6024.000       77.61443    
   419.0000       5928.000       76.99351    
   420.0000       6403.000       80.01875    
   421.0000       6481.000       80.50466    
   422.0000       6567.000       81.03703    
   423.0000       6630.000       81.42481    
   424.0000       6383.000       79.89368    
   425.0000       6625.000       81.39410    
   426.0000       6536.000       80.84554    
   427.0000       6671.000       81.67619    
   428.0000       6230.000       78.93035    
   429.0000       6716.000       81.95120    
   430.0000       5991.000       77.40155    
   431.0000       6251.000       79.06326    
   432.0000       6386.000       79.91245    
   433.0000       6095.000       78.07048    
   434.0000       6334.000       79.58643    
   435.0000       6431.000       80.19352    
   436.0000       6215.000       78.83527    
   437.0000       6391.000       79.94373    
   438.0000       6432.000       80.19975    
   439.0000       6080.000       77.97436    
   440.0000       6575.000       81.08637    
   441.0000       6187.000       78.65749    
   442.0000       6007.000       77.50484    
   443.0000       6148.000       78.40918    
   444.0000       6255.000       79.08855    
   445.0000       6256.000       79.09488    
   446.0000       6223.000       78.88599    
   447.0000       6127.000       78.27515    
   448.0000       6029.000       77.64664    
   449.0000       6538.000       80.85790    
   450.0000       5960.000       77.20103    
   451.0000       6168.000       78.53661    
   452.0000       6220.000       78.86697    
   453.0000       6084.000       78.00000    
   454.0000       6100.000       78.10249    
   455.0000       5996.000       77.43385    
   456.0000       6270.000       79.18333    
   457.0000       6158.000       78.47292    
   458.0000       6119.000       78.22404    
   459.0000       5778.000       76.01315    
   460.0000       6971.000       83.49252    
   461.0000       6060.000       77.84600    
   462.0000       6097.000       78.08329    
   463.0000       6204.000       78.76547    
   464.0000       6236.000       78.96835    
   465.0000       6164.000       78.51115    
   466.0000       6121.000       78.23682    
   467.0000       6386.000       79.91245    
   468.0000       5920.000       76.94154    
   469.0000       6621.000       81.36953    
   470.0000       6052.000       77.79460    
   471.0000       6196.000       78.71468    
   472.0000       6032.000       77.66595    
   473.0000       5932.000       77.01948    
   474.0000       5976.000       77.30460    
   475.0000       6141.000       78.36453    
   476.0000       6275.000       79.21490    
   477.0000       6091.000       78.04486    
   478.0000       5973.000       77.28519    
   479.0000       6231.000       78.93668    
   480.0000       5478.000       74.01351    
   481.0000       6221.000       78.87331    
   482.0000       6084.000       78.00000    
   483.0000       6090.000       78.03845    
   484.0000       5973.000       77.28519    
   485.0000       6057.000       77.82673    
   486.0000       5986.000       77.36925    
   487.0000       6179.000       78.60661    
   488.0000       6130.000       78.29432    
   489.0000       6595.000       81.20960    
   490.0000       5814.000       76.24959    
   491.0000       5736.000       75.73638    
   492.0000       6190.000       78.67655    
   493.0000       5963.000       77.22047    
   494.0000       6046.000       77.75603    
   495.0000       5893.000       76.76588    
   496.0000       6294.000       79.33473    
   497.0000       6239.000       78.98734    
   498.0000       5954.000       77.16217    
   499.0000       5968.000       77.25283    
   500.0000       6056.000       77.82030    
   501.0000       5900.000       76.81145    
   502.0000       5899.000       76.80495    
   503.0000       5826.000       76.32824    
   504.0000       6030.000       77.65308    
   505.0000       6143.000       78.37729    
   506.0000       6130.000       78.29432    
   507.0000       6246.000       79.03164    
   508.0000       6000.000       77.45966    
   509.0000       6248.000       79.04429    
   510.0000       5718.000       75.61745    
   511.0000       6043.000       77.73673    
   512.0000       6064.000       77.87169    
   513.0000       5954.000       77.16217    
   514.0000       6029.000       77.64664    
   515.0000       6098.000       78.08969    
   516.0000       6088.000       78.02563    
   517.0000       6251.000       79.06326    
   518.0000       6053.000       77.80103    
   519.0000       6123.000       78.24960    
   520.0000       6497.000       80.60397    
   521.0000       5770.000       75.96052    
   522.0000       6007.000       77.50484    
   523.0000       6075.000       77.94228    
   524.0000       5933.000       77.02597    
   525.0000       6089.000       78.03204    
   526.0000       5959.000       77.19456    
   527.0000       6194.000       78.70197    
   528.0000       5750.000       75.82876    
   529.0000       6306.000       79.41032    
   530.0000       5867.000       76.59634    
   531.0000       6044.000       77.74316    
   532.0000       6139.000       78.35177    
   533.0000       5975.000       77.29813    
   534.0000       6076.000       77.94870    
   535.0000       5915.000       76.90903    
   536.0000       6380.000       79.87490    
   537.0000       6123.000       78.24960    
   538.0000       5864.000       76.57676    
   539.0000       5875.000       76.64855    
   540.0000       6215.000       78.83527    
   541.0000       5882.000       76.69420    
   542.0000       6046.000       77.75603    
   543.0000       6083.000       77.99359    
   544.0000       6065.000       77.87811    
   545.0000       6146.000       78.39643    
   546.0000       6051.000       77.78818    
   547.0000       6173.000       78.56844    
   548.0000       5966.000       77.23988    
   549.0000       6218.000       78.85429    
   550.0000       5998.000       77.44675    
   551.0000       6136.000       78.33263    
   552.0000       6217.000       78.84795    
   553.0000       5908.000       76.86352    
   554.0000       6149.000       78.41556    
   555.0000       5913.000       76.89603    
   556.0000       6048.000       77.76889    
   557.0000       6008.000       77.51129    
   558.0000       5843.000       76.43952    
   559.0000       5436.000       73.72923    
   560.0000       5702.000       75.51159    
   561.0000       5783.000       76.04604    
   562.0000       5799.000       76.15117    
   563.0000       5895.000       76.77890    
   564.0000       5722.000       75.64391    
   565.0000       6015.000       77.55643    
   566.0000       6054.000       77.80746    
   567.0000       5921.000       76.94804    
   568.0000       5673.000       75.31932    
   569.0000       6099.000       78.09609    
   570.0000       5575.000       74.66592    
   571.0000       5701.000       75.50497    
   572.0000       6075.000       77.94228    
   573.0000       5839.000       76.41335    
   574.0000       5825.000       76.32169    
   575.0000       5711.000       75.57116    
   576.0000       5587.000       74.74624    
   577.0000       5867.000       76.59634    
   578.0000       5514.000       74.25631    
   579.0000       4674.000       68.36666    
   580.0000       5690.000       75.43209    
   581.0000       5724.000       75.65712    
   582.0000       5799.000       76.15117    
   583.0000       5878.000       76.66811    
   584.0000       5864.000       76.57676    
   585.0000       6014.000       77.54998    
   586.0000       5858.000       76.53757    
   587.0000       5846.000       76.45914    
   588.0000       5646.000       75.13987    
   589.0000       6097.000       78.08329    
   590.0000       5515.000       74.26305    
   591.0000       5226.000       72.29108    
   592.0000       5702.000       75.51159    
   593.0000       5486.000       74.06754    
   594.0000       5400.000       73.48470    
   595.0000       5653.000       75.18643    
   596.0000       5746.000       75.80238    
   597.0000       5325.000       72.97260    
   598.0000       5432.000       73.70210    
   599.0000       5149.000       71.75653    
   600.0000       5780.000       76.02631    
   601.0000       5326.000       72.97945    
   602.0000       5365.000       73.24616    
   603.0000       5699.000       75.49172    
   604.0000       5573.000       74.65253    
   605.0000       5498.000       74.14850    
   606.0000       5380.000       73.34848    
   607.0000       5509.000       74.22264    
   608.0000       5300.000       72.80110    
   609.0000       5614.000       74.92663    
   610.0000       5014.000       70.80960    
   611.0000       5305.000       72.83543    
   612.0000       5163.000       71.85402    
   613.0000       5209.000       72.17340    
   614.0000       5151.000       71.77047    
   615.0000       5206.000       72.15262    
   616.0000       5126.000       71.59609    
   617.0000       5308.000       72.85603    
   618.0000       5801.000       76.16430    
   619.0000       5897.000       76.79192    
   620.0000       7315.000       85.52777    
   621.0000       6111.000       78.17288    
   622.0000       6144.000       78.38367    
   623.0000       6110.000       78.16649    
   624.0000       5914.000       76.90253    
   625.0000       6135.000       78.32624    
   626.0000       6132.000       78.30709    
   627.0000       6247.000       79.03796    
   628.0000       5948.000       77.12328    
   629.0000       6012.000       77.53709    
   630.0000       5437.000       73.73602    
   631.0000       5020.000       70.85196    
   632.0000       5056.000       71.10555    
   633.0000       4736.000       68.81860    
   634.0000       4808.000       69.33974    
   635.0000       4839.000       69.56292    
   636.0000       4975.000       70.53368    
   637.0000       4950.000       70.35624    
   638.0000       4870.000       69.78539    
   639.0000       4892.000       69.94283    
