Ni powder for wavelenght calibration                         25-11-07   200.000K
   77.00000       2012.000       44.85532    
   78.00000       1932.000       43.95452    
   79.00000       1663.000       40.77990    
   80.00000       2102.000       45.84757    
   81.00000       2187.000       46.76537    
   82.00000       2088.000       45.69464    
   83.00000       2177.000       46.65833    
   84.00000       2121.000       46.05432    
   85.00000       2110.000       45.93474    
   86.00000       2137.000       46.22770    
   87.00000       2223.000       47.14870    
   88.00000       2178.000       46.66905    
   89.00000       2228.000       47.20169    
   90.00000       2147.000       46.33573    
   91.00000       2159.000       46.46504    
   92.00000       2240.000       47.32864    
   93.00000       2189.000       46.78675    
   94.00000       2178.000       46.66905    
   95.00000       2271.000       47.65501    
   96.00000       2196.000       46.86150    
   97.00000       2261.000       47.54997    
   98.00000       2154.000       46.41121    
   99.00000       2251.000       47.44471    
   100.0000       2016.000       44.89989    
   101.0000       2156.000       46.43275    
   102.0000       2316.000       48.12484    
   103.0000       2386.000       48.84670    
   104.0000       2404.000       49.03060    
   105.0000       2410.000       49.09175    
   106.0000       2305.000       48.01041    
   107.0000       2594.000       50.93133    
   108.0000       2402.000       49.01020    
   109.0000       2600.000       50.99020    
   110.0000       2427.000       49.26459    
   111.0000       2599.000       50.98039    
   112.0000       3113.000       55.79427    
   113.0000       4385.000       66.21933    
   114.0000       8362.000       91.44397    
   115.0000       15129.00       123.0000    
   116.0000       21152.00       145.4373    
   117.0000       21939.00       148.1182    
   118.0000       15821.00       125.7816    
   119.0000       5687.000       75.41220    
   120.0000       3472.000       58.92368    
   121.0000       2733.000       52.27810    
   122.0000       2736.000       52.30679    
   123.0000       2682.000       51.78803    
   124.0000       2630.000       51.28353    
   125.0000       2596.000       50.95096    
   126.0000       2638.000       51.36147    
   127.0000       2621.000       51.19570    
   128.0000       2819.000       53.09426    
   129.0000       4274.000       65.37584    
   130.0000       5930.000       77.00649    
   131.0000       8773.000       93.66429    
   132.0000       11003.00       104.8952    
   133.0000       11714.00       108.2312    
   134.0000       10785.00       103.8509    
   135.0000       6920.000       83.18654    
   136.0000       3453.000       58.76223    
   137.0000       2680.000       51.76871    
   138.0000       2389.000       48.87740    
   139.0000       2502.000       50.02000    
   140.0000       2265.000       47.59201    
   141.0000       2302.000       47.97916    
   142.0000       2342.000       48.39421    
   143.0000       2397.000       48.95917    
   144.0000       2388.000       48.86717    
   145.0000       2363.000       48.61070    
   146.0000       2299.000       47.94789    
   147.0000       2326.000       48.22862    
   148.0000       2305.000       48.01041    
   149.0000       2394.000       48.92852    
   150.0000       2123.000       46.07602    
   151.0000       2321.000       48.17676    
   152.0000       2327.000       48.23899    
   153.0000       2199.000       46.89350    
   154.0000       2252.000       47.45524    
   155.0000       2229.000       47.21229    
   156.0000       2272.000       47.66550    
   157.0000       2382.000       48.80574    
   158.0000       2074.000       45.54119    
   159.0000       1476.000       38.41875    
   160.0000       2337.000       48.34253    
   161.0000       2266.000       47.60252    
   162.0000       2305.000       48.01041    
   163.0000       2287.000       47.82259    
   164.0000       2281.000       47.75982    
   165.0000       2295.000       47.90616    
   166.0000       2321.000       48.17676    
   167.0000       2380.000       48.78524    
   168.0000       2357.000       48.54894    
   169.0000       2425.000       49.24429    
   170.0000       2373.000       48.71345    
   171.0000       2335.000       48.32184    
   172.0000       2343.000       48.40454    
   173.0000       2166.000       46.54031    
   174.0000       2267.000       47.61302    
   175.0000       2298.000       47.93746    
   176.0000       2483.000       49.82971    
   177.0000       2693.000       51.89412    
   178.0000       3159.000       56.20498    
   179.0000       3686.000       60.71244    
   180.0000       5478.000       74.01351    
   181.0000       6838.000       82.69220    
   182.0000       7281.000       85.32877    
   183.0000       8125.000       90.13878    
   184.0000       8372.000       91.49863    
   185.0000       8451.000       91.92932    
   186.0000       7629.000       87.34415    
   187.0000       5574.000       74.65923    
   188.0000       3046.000       55.19058    
   189.0000       2783.000       52.75415    
   190.0000       2458.000       49.57822    
   191.0000       2474.000       49.73932    
   192.0000       2503.000       50.02999    
   193.0000       2400.000       48.98980    
   194.0000       2376.000       48.74423    
   195.0000       2509.000       50.08992    
   196.0000       2485.000       49.84977    
   197.0000       2397.000       48.95917    
   198.0000       2435.000       49.34572    
   199.0000       2544.000       50.43808    
   200.0000       2308.000       48.04165    
   201.0000       2342.000       48.39421    
   202.0000       2438.000       49.37611    
   203.0000       2525.000       50.24938    
   204.0000       2431.000       49.30517    
   205.0000       2587.000       50.86256    
   206.0000       2815.000       53.05657    
   207.0000       3487.000       59.05083    
   208.0000       4081.000       63.88271    
   209.0000       5541.000       74.43790    
   210.0000       6130.000       78.29432    
   211.0000       7391.000       85.97092    
   212.0000       8298.000       91.09336    
   213.0000       8538.000       92.40130    
   214.0000       9023.000       94.98947    
   215.0000       8959.000       94.65199    
   216.0000       9443.000       97.17510    
   217.0000       9069.000       95.23130    
   218.0000       7403.000       86.04069    
   219.0000       4816.000       69.39741    
   220.0000       4306.000       65.62012    
   221.0000       4134.000       64.29619    
   222.0000       4355.000       65.99242    
   223.0000       4490.000       67.00746    
   224.0000       4421.000       66.49060    
   225.0000       4457.000       66.76077    
   226.0000       4356.000       66.00000    
   227.0000       4103.000       64.05466    
   228.0000       3406.000       58.36095    
   229.0000       2853.000       53.41348    
   230.0000       2290.000       47.85394    
   231.0000       2477.000       49.76947    
   232.0000       2473.000       49.72927    
   233.0000       2414.000       49.13247    
   234.0000       2354.000       48.51804    
   235.0000       2354.000       48.51804    
   236.0000       2427.000       49.26459    
   237.0000       2357.000       48.54894    
   238.0000       2333.000       48.30114    
   239.0000       2091.000       45.72746    
   240.0000       2387.000       48.85693    
   241.0000       2322.000       48.18713    
   242.0000       2507.000       50.06995    
   243.0000       2357.000       48.54894    
   244.0000       2386.000       48.84670    
   245.0000       2480.000       49.79960    
   246.0000       2362.000       48.60041    
   247.0000       2504.000       50.03999    
   248.0000       2341.000       48.38388    
   249.0000       2526.000       50.25933    
   250.0000       2498.000       49.98000    
   251.0000       2607.000       51.05879    
   252.0000       2877.000       53.63767    
   253.0000       2873.000       53.60037    
   254.0000       2989.000       54.67175    
   255.0000       3051.000       55.23586    
   256.0000       3110.000       55.76737    
   257.0000       3099.000       55.66866    
   258.0000       2844.000       53.32917    
   259.0000       2610.000       51.08816    
   260.0000       3298.000       57.42822    
   261.0000       3144.000       56.07138    
   262.0000       3043.000       55.16339    
   263.0000       2962.000       54.42426    
   264.0000       2539.000       50.38849    
   265.0000       2451.000       49.50758    
   266.0000       2366.000       48.64154    
   267.0000       2634.000       51.32251    
   268.0000       2504.000       50.03999    
   269.0000       2727.000       52.22068    
   270.0000       2482.000       49.81968    
   271.0000       2567.000       50.66557    
   272.0000       2957.000       54.37830    
   273.0000       3214.000       56.69215    
   274.0000       3537.000       59.47268    
   275.0000       3760.000       61.31884    
   276.0000       4224.000       64.99231    
   277.0000       4480.000       66.93280    
   278.0000       4571.000       67.60917    
   279.0000       4184.000       64.68385    
   280.0000       5487.000       74.07429    
   281.0000       5768.000       75.94735    
   282.0000       6322.000       79.51101    
   283.0000       6618.000       81.35109    
   284.0000       6801.000       82.46818    
   285.0000       6963.000       83.44460    
   286.0000       6837.000       82.68616    
   287.0000       6571.000       81.06171    
   288.0000       5557.000       74.54529    
   289.0000       5356.000       73.18470    
   290.0000       4756.000       68.96376    
   291.0000       4910.000       70.07140    
   292.0000       4843.000       69.59167    
   293.0000       4691.000       68.49088    
   294.0000       4371.000       66.11354    
   295.0000       3932.000       62.70566    
   296.0000       3191.000       56.48894    
   297.0000       2625.000       51.23475    
   298.0000       2506.000       50.05996    
   299.0000       2474.000       49.73932    
   300.0000       2688.000       51.84592    
   301.0000       2446.000       49.45705    
   302.0000       2584.000       50.83306    
   303.0000       2582.000       50.81339    
   304.0000       2545.000       50.44799    
   305.0000       2644.000       51.41984    
   306.0000       2633.000       51.31277    
   307.0000       2790.000       52.82045    
   308.0000       2993.000       54.70832    
   309.0000       3328.000       57.68882    
   310.0000       3248.000       56.99123    
   311.0000       3597.000       59.97499    
   312.0000       3755.000       61.27805    
   313.0000       3629.000       60.24118    
   314.0000       3808.000       61.70900    
   315.0000       3911.000       62.53799    
   316.0000       4009.000       63.31667    
   317.0000       4179.000       64.64519    
   318.0000       3937.000       62.74552    
   319.0000       3753.000       61.26173    
   320.0000       3824.000       61.83850    
   321.0000       3986.000       63.13478    
   322.0000       4134.000       64.29619    
   323.0000       4062.000       63.73382    
   324.0000       3875.000       62.24950    
   325.0000       3563.000       59.69087    
   326.0000       3028.000       55.02727    
   327.0000       3022.000       54.97272    
   328.0000       2979.000       54.58022    
   329.0000       3312.000       57.54998    
   330.0000       3238.000       56.90343    
   331.0000       3555.000       59.62382    
   332.0000       3800.000       61.64414    
   333.0000       3653.000       60.44005    
   334.0000       3792.000       61.57922    
   335.0000       3817.000       61.78188    
   336.0000       3909.000       62.52200    
   337.0000       3959.000       62.92059    
   338.0000       4037.000       63.53739    
   339.0000       3925.000       62.64982    
   340.0000       4224.000       64.99231    
   341.0000       4086.000       63.92183    
   342.0000       4316.000       65.69627    
   343.0000       4337.000       65.85590    
   344.0000       4144.000       64.37391    
   345.0000       4117.000       64.16386    
   346.0000       3757.000       61.29437    
   347.0000       3175.000       56.34714    
   348.0000       2925.000       54.08327    
   349.0000       2718.000       52.13444    
   350.0000       2426.000       49.25444    
   351.0000       2549.000       50.48762    
   352.0000       2623.000       51.21523    
   353.0000       2473.000       49.72927    
   354.0000       2533.000       50.32892    
   355.0000       2640.000       51.38093    
   356.0000       2697.000       51.93265    
   357.0000       2694.000       51.90376    
   358.0000       2627.000       51.25427    
   359.0000       2793.000       52.84884    
   360.0000       2936.000       54.18487    
   361.0000       2711.000       52.06726    
   362.0000       2790.000       52.82045    
   363.0000       2913.000       53.97221    
   364.0000       2986.000       54.64431    
   365.0000       2990.000       54.68089    
   366.0000       2950.000       54.31390    
   367.0000       3116.000       55.82114    
   368.0000       2972.000       54.51605    
   369.0000       3207.000       56.63038    
   370.0000       2967.000       54.47018    
   371.0000       3168.000       56.28499    
   372.0000       3305.000       57.48913    
   373.0000       3094.000       55.62374    
   374.0000       3200.000       56.56854    
   375.0000       3397.000       58.28379    
   376.0000       3458.000       58.80476    
   377.0000       3616.000       60.13319    
   378.0000       3436.000       58.61740    
   379.0000       3576.000       59.79967    
   380.0000       3943.000       62.79331    
   381.0000       3613.000       60.10823    
   382.0000       4032.000       63.49803    
   383.0000       4292.000       65.51336    
   384.0000       4238.000       65.09992    
   385.0000       4632.000       68.05880    
   386.0000       4386.000       66.22688    
   387.0000       4769.000       69.05795    
   388.0000       4796.000       69.25316    
   389.0000       5132.000       71.63798    
   390.0000       5033.000       70.94364    
   391.0000       5194.000       72.06941    
   392.0000       5179.000       71.96527    
   393.0000       5002.000       70.72482    
   394.0000       5093.000       71.36526    
   395.0000       5253.000       72.47758    
   396.0000       5220.000       72.24957    
   397.0000       5472.000       73.97297    
   398.0000       5059.000       71.12665    
   399.0000       5141.000       71.70077    
   400.0000       4632.000       68.05880    
   401.0000       4322.000       65.74192    
   402.0000       4054.000       63.67103    
   403.0000       3807.000       61.70089    
   404.0000       3798.000       61.62791    
   405.0000       3935.000       62.72958    
   406.0000       3643.000       60.35727    
   407.0000       3423.000       58.50641    
   408.0000       3256.000       57.06137    
   409.0000       3245.000       56.96490    
   410.0000       2767.000       52.60228    
   411.0000       3062.000       55.33534    
   412.0000       3218.000       56.72742    
   413.0000       3076.000       55.46170    
   414.0000       3342.000       57.81003    
   415.0000       3233.000       56.85947    
   416.0000       3174.000       56.33826    
   417.0000       3148.000       56.10704    
   418.0000       3033.000       55.07268    
   419.0000       2967.000       54.47018    
   420.0000       3362.000       57.98276    
   421.0000       3281.000       57.28001    
   422.0000       3465.000       58.86425    
   423.0000       3601.000       60.00833    
   424.0000       3372.000       58.06892    
   425.0000       3552.000       59.59866    
   426.0000       3741.000       61.16372    
   427.0000       3710.000       60.90977    
   428.0000       3587.000       59.89157    
   429.0000       3873.000       62.23343    
   430.0000       3521.000       59.33802    
   431.0000       3547.000       59.55669    
   432.0000       3813.000       61.74949    
   433.0000       3552.000       59.59866    
   434.0000       3663.000       60.52272    
   435.0000       3578.000       59.81639    
   436.0000       3510.000       59.24525    
   437.0000       3461.000       58.83027    
   438.0000       3461.000       58.83027    
   439.0000       3511.000       59.25369    
   440.0000       3747.000       61.21275    
   441.0000       3699.000       60.81940    
   442.0000       3484.000       59.02542    
   443.0000       3473.000       58.93216    
   444.0000       3616.000       60.13319    
   445.0000       3677.000       60.63827    
   446.0000       3690.000       60.74537    
   447.0000       3743.000       61.18006    
   448.0000       3519.000       59.32116    
   449.0000       3856.000       62.09670    
   450.0000       3457.000       58.79626    
   451.0000       3479.000       58.98305    
   452.0000       3465.000       58.86425    
   453.0000       3283.000       57.29747    
   454.0000       3343.000       57.81868    
   455.0000       3253.000       57.03508    
   456.0000       3200.000       56.56854    
   457.0000       3132.000       55.96428    
   458.0000       2944.000       54.25864    
   459.0000       2800.000       52.91503    
   460.0000       3344.000       57.82733    
   461.0000       2730.000       52.24940    
   462.0000       2744.000       52.38320    
   463.0000       2973.000       54.52522    
   464.0000       2851.000       53.39476    
   465.0000       2833.000       53.22593    
   466.0000       2862.000       53.49767    
   467.0000       2934.000       54.16641    
   468.0000       2848.000       53.36666    
   469.0000       3148.000       56.10704    
   470.0000       2969.000       54.48853    
   471.0000       3035.000       55.09084    
   472.0000       3082.000       55.51576    
   473.0000       3176.000       56.35601    
   474.0000       3275.000       57.22762    
   475.0000       3367.000       58.02586    
   476.0000       3565.000       59.70762    
   477.0000       3502.000       59.17770    
   478.0000       3388.000       58.20653    
   479.0000       3700.000       60.82763    
   480.0000       3294.000       57.39338    
   481.0000       3686.000       60.71244    
   482.0000       3754.000       61.26989    
   483.0000       3640.000       60.33241    
   484.0000       3533.000       59.43904    
   485.0000       3769.000       61.39218    
   486.0000       3682.000       60.67949    
   487.0000       3877.000       62.26556    
   488.0000       3770.000       61.40033    
   489.0000       4043.000       63.58459    
   490.0000       3610.000       60.08327    
   491.0000       3818.000       61.78997    
   492.0000       3908.000       62.51400    
   493.0000       3961.000       62.93648    
   494.0000       4068.000       63.78088    
   495.0000       3972.000       63.02380    
   496.0000       4065.000       63.75735    
   497.0000       4189.000       64.72248    
   498.0000       4050.000       63.63961    
   499.0000       3991.000       63.17436    
   500.0000       3962.000       62.94442    
   501.0000       3917.000       62.58594    
   502.0000       4074.000       63.82789    
   503.0000       3869.000       62.20129    
   504.0000       3804.000       61.67657    
   505.0000       4014.000       63.35614    
   506.0000       3797.000       61.61980    
   507.0000       3812.000       61.74140    
   508.0000       3633.000       60.27437    
   509.0000       3874.000       62.24147    
   510.0000       3408.000       58.37808    
   511.0000       3598.000       59.98333    
   512.0000       3615.000       60.12487    
   513.0000       3467.000       58.88124    
   514.0000       3651.000       60.42350    
   515.0000       3603.000       60.02499    
   516.0000       3704.000       60.86050    
   517.0000       3876.000       62.25753    
   518.0000       3811.000       61.73330    
   519.0000       3924.000       62.64184    
   520.0000       4284.000       65.45227    
   521.0000       3916.000       62.57795    
   522.0000       3976.000       63.05553    
   523.0000       4112.000       64.12488    
   524.0000       4009.000       63.31667    
   525.0000       4123.000       64.21059    
   526.0000       4190.000       64.73021    
   527.0000       4349.000       65.94695    
   528.0000       4151.000       64.42825    
   529.0000       4454.000       66.73830    
   530.0000       4207.000       64.86139    
   531.0000       4214.000       64.91533    
   532.0000       4336.000       65.84831    
   533.0000       4069.000       63.78872    
   534.0000       4107.000       64.08588    
   535.0000       4027.000       63.45865    
   536.0000       4261.000       65.27634    
   537.0000       4075.000       63.83573    
   538.0000       3961.000       62.93648    
   539.0000       3916.000       62.57795    
   540.0000       3941.000       62.77739    
   541.0000       3654.000       60.44833    
   542.0000       3750.000       61.23724    
   543.0000       3818.000       61.78997    
   544.0000       3843.000       61.99194    
   545.0000       3751.000       61.24541    
   546.0000       3756.000       61.28621    
   547.0000       3984.000       63.11893    
   548.0000       3882.000       62.30570    
   549.0000       4103.000       64.05466    
   550.0000       3686.000       60.71244    
   551.0000       3754.000       61.26989    
   552.0000       3827.000       61.86275    
   553.0000       3714.000       60.94260    
   554.0000       3619.000       60.15813    
   555.0000       3569.000       59.74111    
   556.0000       3477.000       58.96609    
   557.0000       3442.000       58.66856    
   558.0000       3149.000       56.11595    
   559.0000       2789.000       52.81099    
   560.0000       3063.000       55.34438    
   561.0000       3026.000       55.00909    
   562.0000       2970.000       54.49771    
   563.0000       2952.000       54.33231    
   564.0000       3036.000       55.09991    
   565.0000       3049.000       55.21775    
   566.0000       3152.000       56.14267    
   567.0000       3073.000       55.43465    
   568.0000       2922.000       54.05553    
   569.0000       3255.000       57.05261    
   570.0000       2922.000       54.05553    
   571.0000       2973.000       54.52522    
   572.0000       3224.000       56.78028    
   573.0000       3192.000       56.49779    
   574.0000       3151.000       56.13377    
   575.0000       3185.000       56.43580    
   576.0000       3185.000       56.43580    
   577.0000       3211.000       56.66569    
   578.0000       3017.000       54.92722    
   579.0000       2601.000       51.00000    
   580.0000       3181.000       56.40036    
   581.0000       3261.000       57.10517    
   582.0000       3273.000       57.21014    
   583.0000       3395.000       58.26663    
   584.0000       3351.000       57.88782    
   585.0000       3263.000       57.12268    
   586.0000       3241.000       56.92978    
   587.0000       3337.000       57.76677    
   588.0000       3223.000       56.77147    
   589.0000       3430.000       58.56620    
   590.0000       3066.000       55.37147    
   591.0000       3051.000       55.23586    
   592.0000       3287.000       57.33236    
   593.0000       3124.000       55.89275    
   594.0000       3116.000       55.82114    
   595.0000       3301.000       57.45433    
   596.0000       3160.000       56.21388    
   597.0000       3045.000       55.18152    
   598.0000       3236.000       56.88585    
   599.0000       3143.000       56.06247    
   600.0000       3458.000       58.80476    
   601.0000       3132.000       55.96428    
   602.0000       3152.000       56.14267    
   603.0000       3321.000       57.62812    
   604.0000       3277.000       57.24509    
   605.0000       3272.000       57.20140    
   606.0000       3098.000       55.65968    
   607.0000       3270.000       57.18391    
   608.0000       3253.000       57.03508    
   609.0000       3312.000       57.54998    
   610.0000       3166.000       56.26722    
   611.0000       3197.000       56.54202    
   612.0000       3223.000       56.77147    
   613.0000       3133.000       55.97321    
   614.0000       3093.000       55.61475    
   615.0000       3041.000       55.14526    
   616.0000       3114.000       55.80323    
   617.0000       3196.000       56.53318    
   618.0000       3572.000       59.76621    
   619.0000       3657.000       60.47313    
   620.0000       4309.000       65.64297    
   621.0000       3543.000       59.52311    
   622.0000       3683.000       60.68773    
   623.0000       3618.000       60.14981    
   624.0000       3422.000       58.49786    
   625.0000       3705.000       60.86871    
   626.0000       3673.000       60.60528    
   627.0000       3605.000       60.04165    
   628.0000       3485.000       59.03389    
   629.0000       3835.000       61.92738    
   630.0000       3444.000       58.68560    
   631.0000       3470.000       58.90671    
   632.0000       3627.000       60.22458    
   633.0000       3529.000       59.40539    
   634.0000       3408.000       58.37808    
   635.0000       3508.000       59.22837    
   636.0000       3648.000       60.39867    
   637.0000       3669.000       60.57227    
   638.0000       3482.000       59.00847    
   639.0000       3478.000       58.97457    
