Vanadium rnace avelenght calibration                         25-11-07  2000.000K
   77.00000       54996.00       234.5123    
   78.00000       51631.00       227.2246    
   79.00000       45524.00       213.3635    
   80.00000       55810.00       236.2414    
   81.00000       55083.00       234.6977    
   82.00000       55799.00       236.2181    
   83.00000       56572.00       237.8487    
   84.00000       56757.00       238.2373    
   85.00000       57303.00       239.3804    
   86.00000       55236.00       235.0234    
   87.00000       56654.00       238.0210    
   88.00000       57439.00       239.6644    
   89.00000       59909.00       244.7632    
   90.00000       54055.00       232.4973    
   91.00000       55922.00       236.4783    
   92.00000       56531.00       237.7625    
   93.00000       55384.00       235.3381    
   94.00000       56799.00       238.3254    
   95.00000       55314.00       235.1893    
   96.00000       55659.00       235.9216    
   97.00000       57423.00       239.6310    
   98.00000       55853.00       236.3324    
   99.00000       52246.00       228.5738    
   100.0000       52972.00       230.1565    
   101.0000       54813.00       234.1218    
   102.0000       55203.00       234.9532    
   103.0000       57712.00       240.2332    
   104.0000       57870.00       240.5618    
   105.0000       57701.00       240.2103    
   106.0000       56726.00       238.1722    
   107.0000       58654.00       242.1859    
   108.0000       56726.00       238.1722    
   109.0000       61039.00       247.0607    
   110.0000       56823.00       238.3757    
   111.0000       59994.00       244.9367    
   112.0000       61950.00       248.8976    
   113.0000       57840.00       240.4995    
   114.0000       57731.00       240.2728    
   115.0000       56424.00       237.5374    
   116.0000       57038.00       238.8263    
   117.0000       55603.00       235.8029    
   118.0000       52277.00       228.6416    
   119.0000       46102.00       214.7138    
   120.0000       59226.00       243.3639    
   121.0000       55033.00       234.5911    
   122.0000       58207.00       241.2613    
   123.0000       58972.00       242.8415    
   124.0000       56848.00       238.4282    
   125.0000       57051.00       238.8535    
   126.0000       57350.00       239.4786    
   127.0000       58465.00       241.7954    
   128.0000       55371.00       235.3104    
   129.0000       60076.00       245.1041    
   130.0000       54615.00       233.6985    
   131.0000       56449.00       237.5900    
   132.0000       58161.00       241.1659    
   133.0000       55567.00       235.7265    
   134.0000       55734.00       236.0805    
   135.0000       54747.00       233.9808    
   136.0000       56435.00       237.5605    
   137.0000       57471.00       239.7311    
   138.0000       54785.00       234.0620    
   139.0000       57221.00       239.2091    
   140.0000       53591.00       231.4973    
   141.0000       54517.00       233.4888    
   142.0000       55693.00       235.9936    
   143.0000       56676.00       238.0672    
   144.0000       56634.00       237.9790    
   145.0000       56482.00       237.6594    
   146.0000       55651.00       235.9046    
   147.0000       58021.00       240.8755    
   148.0000       55822.00       236.2668    
   149.0000       59178.00       243.2653    
   150.0000       54460.00       233.3667    
   151.0000       56548.00       237.7982    
   152.0000       57604.00       240.0083    
   153.0000       56760.00       238.2436    
   154.0000       56529.00       237.7583    
   155.0000       54781.00       234.0534    
   156.0000       56558.00       237.8193    
   157.0000       56811.00       238.3506    
   158.0000       52592.00       229.3295    
   159.0000       40068.00       200.1699    
   160.0000       58917.00       242.7282    
   161.0000       56605.00       237.9181    
   162.0000       57337.00       239.4515    
   163.0000       57279.00       239.3303    
   164.0000       57904.00       240.6325    
   165.0000       57568.00       239.9333    
   166.0000       57018.00       238.7844    
   167.0000       57889.00       240.6013    
   168.0000       54791.00       234.0748    
   169.0000       59308.00       243.5323    
   170.0000       55339.00       235.2424    
   171.0000       55023.00       234.5698    
   172.0000       57308.00       239.3909    
   173.0000       53850.00       232.0560    
   174.0000       53462.00       231.2185    
   175.0000       55561.00       235.7138    
   176.0000       57277.00       239.3261    
   177.0000       54569.00       233.6001    
   178.0000       52845.00       229.8804    
   179.0000       52475.00       229.0742    
   180.0000       56703.00       238.1239    
   181.0000       55859.00       236.3451    
   182.0000       56518.00       237.7352    
   183.0000       58069.00       240.9751    
   184.0000       57901.00       240.6263    
   185.0000       58665.00       242.2086    
   186.0000       56941.00       238.6231    
   187.0000       57376.00       239.5329    
   188.0000       55984.00       236.6094    
   189.0000       59396.00       243.7130    
   190.0000       54562.00       233.5851    
   191.0000       55450.00       235.4782    
   192.0000       56890.00       238.5163    
   193.0000       55380.00       235.3296    
   194.0000       55452.00       235.4825    
   195.0000       56274.00       237.2214    
   196.0000       55570.00       235.7329    
   197.0000       55757.00       236.1292    
   198.0000       55804.00       236.2287    
   199.0000       57006.00       238.7593    
   200.0000       52397.00       228.9039    
   201.0000       53120.00       230.4778    
   202.0000       55788.00       236.1948    
   203.0000       56572.00       237.8487    
   204.0000       55417.00       235.4082    
   205.0000       55326.00       235.2148    
   206.0000       54506.00       233.4652    
   207.0000       57148.00       239.0565    
   208.0000       54799.00       234.0919    
   209.0000       57877.00       240.5764    
   210.0000       52134.00       228.3287    
   211.0000       54073.00       232.5360    
   212.0000       57700.00       240.2082    
   213.0000       55767.00       236.1504    
   214.0000       54730.00       233.9444    
   215.0000       53607.00       231.5319    
   216.0000       55397.00       235.3657    
   217.0000       55504.00       235.5929    
   218.0000       52212.00       228.4995    
   219.0000       50132.00       223.9018    
   220.0000       57812.00       240.4413    
   221.0000       53936.00       232.2413    
   222.0000       53957.00       232.2865    
   223.0000       55000.00       234.5208    
   224.0000       54600.00       233.6664    
   225.0000       53811.00       231.9720    
   226.0000       54431.00       233.3045    
   227.0000       56129.00       236.9156    
   228.0000       54369.00       233.1716    
   229.0000       57598.00       239.9958    
   230.0000       51871.00       227.7521    
   231.0000       53558.00       231.4260    
   232.0000       55390.00       235.3508    
   233.0000       54909.00       234.3267    
   234.0000       54501.00       233.4545    
   235.0000       54946.00       234.4056    
   236.0000       55260.00       235.0745    
   237.0000       54614.00       233.6964    
   238.0000       53421.00       231.1298    
   239.0000       49418.00       222.3016    
   240.0000       57047.00       238.8451    
   241.0000       54613.00       233.6942    
   242.0000       56789.00       238.3044    
   243.0000       54943.00       234.3992    
   244.0000       54771.00       234.0320    
   245.0000       56043.00       236.7340    
   246.0000       54620.00       233.7092    
   247.0000       55842.00       236.3091    
   248.0000       53370.00       231.0195    
   249.0000       57369.00       239.5183    
   250.0000       52142.00       228.3462    
   251.0000       53623.00       231.5664    
   252.0000       54932.00       234.3758    
   253.0000       53299.00       230.8658    
   254.0000       54029.00       232.4414    
   255.0000       53024.00       230.2694    
   256.0000       54610.00       233.6878    
   257.0000       53019.00       230.2585    
   258.0000       50723.00       225.2177    
   259.0000       46050.00       214.5926    
   260.0000       55114.00       234.7637    
   261.0000       54934.00       234.3800    
   262.0000       53729.00       231.7952    
   263.0000       53820.00       231.9914    
   264.0000       53849.00       232.0539    
   265.0000       53530.00       231.3655    
   266.0000       54341.00       233.1116    
   267.0000       56616.00       237.9412    
   268.0000       53758.00       231.8577    
   269.0000       57324.00       239.4243    
   270.0000       51885.00       227.7828    
   271.0000       52147.00       228.3572    
   272.0000       54811.00       234.1175    
   273.0000       53931.00       232.2305    
   274.0000       53111.00       230.4582    
   275.0000       52810.00       229.8043    
   276.0000       54867.00       234.2371    
   277.0000       53153.00       230.5493    
   278.0000       51569.00       227.0881    
   279.0000       45167.00       212.5253    
   280.0000       54980.00       234.4781    
   281.0000       53520.00       231.3439    
   282.0000       54170.00       232.7445    
   283.0000       54872.00       234.2477    
   284.0000       53753.00       231.8469    
   285.0000       54515.00       233.4845    
   286.0000       53996.00       232.3704    
   287.0000       55184.00       234.9128    
   288.0000       52963.00       230.1369    
   289.0000       56243.00       237.1561    
   290.0000       51980.00       227.9912    
   291.0000       52749.00       229.6715    
   292.0000       54151.00       232.7037    
   293.0000       52657.00       229.4711    
   294.0000       52223.00       228.5235    
   295.0000       53280.00       230.8246    
   296.0000       53794.00       231.9353    
   297.0000       52042.00       228.1272    
   298.0000       50414.00       224.5306    
   299.0000       50755.00       225.2887    
   300.0000       55133.00       234.8042    
   301.0000       51560.00       227.0683    
   302.0000       52963.00       230.1369    
   303.0000       52971.00       230.1543    
   304.0000       52550.00       229.2379    
   305.0000       53391.00       231.0649    
   306.0000       52694.00       229.5517    
   307.0000       52601.00       229.3491    
   308.0000       51657.00       227.2818    
   309.0000       56146.00       236.9515    
   310.0000       50802.00       225.3930    
   311.0000       52658.00       229.4733    
   312.0000       54287.00       232.9957    
   313.0000       51942.00       227.9079    
   314.0000       52880.00       229.9565    
   315.0000       51878.00       227.7674    
   316.0000       52062.00       228.1710    
   317.0000       53710.00       231.7542    
   318.0000       51160.00       226.1858    
   319.0000       47928.00       218.9247    
   320.0000       49265.00       221.9572    
   321.0000       51462.00       226.8524    
   322.0000       53158.00       230.5602    
   323.0000       53181.00       230.6101    
   324.0000       52297.00       228.6854    
   325.0000       52920.00       230.0435    
   326.0000       52216.00       228.5082    
   327.0000       52630.00       229.4123    
   328.0000       50477.00       224.6709    
   329.0000       53944.00       232.2585    
   330.0000       49953.00       223.5017    
   331.0000       51527.00       226.9956    
   332.0000       52879.00       229.9543    
   333.0000       50630.00       225.0111    
   334.0000       51283.00       226.4575    
   335.0000       51350.00       226.6054    
   336.0000       50950.00       225.7211    
   337.0000       51814.00       227.6269    
   338.0000       50953.00       225.7277    
   339.0000       50155.00       223.9531    
   340.0000       54249.00       232.9142    
   341.0000       52040.00       228.1228    
   342.0000       53714.00       231.7628    
   343.0000       54565.00       233.5915    
   344.0000       55075.00       234.6806    
   345.0000       56639.00       237.9895    
   346.0000       54018.00       232.4177    
   347.0000       54584.00       233.6322    
   348.0000       54763.00       234.0150    
   349.0000       57462.00       239.7123    
   350.0000       51785.00       227.5632    
   351.0000       53831.00       232.0151    
   352.0000       55199.00       234.9447    
   353.0000       53253.00       230.7661    
   354.0000       53235.00       230.7271    
   355.0000       54062.00       232.5124    
   356.0000       56216.00       237.0991    
   357.0000       55213.00       234.9745    
   358.0000       54246.00       232.9077    
   359.0000       57459.00       239.7061    
   360.0000       56449.00       237.5900    
   361.0000       53460.00       231.2142    
   362.0000       54195.00       232.7982    
   363.0000       55296.00       235.1510    
   364.0000       55006.00       234.5336    
   365.0000       54633.00       233.7370    
   366.0000       53997.00       232.3725    
   367.0000       56103.00       236.8607    
   368.0000       54128.00       232.6543    
   369.0000       57322.00       239.4201    
   370.0000       51086.00       226.0221    
   371.0000       52394.00       228.8974    
   372.0000       56166.00       236.9937    
   373.0000       53518.00       231.3396    
   374.0000       53486.00       231.2704    
   375.0000       54058.00       232.5038    
   376.0000       54316.00       233.0579    
   377.0000       54550.00       233.5594    
   378.0000       52462.00       229.0459    
   379.0000       50588.00       224.9178    
   380.0000       54884.00       234.2733    
   381.0000       49763.00       223.0762    
   382.0000       52610.00       229.3687    
   383.0000       54518.00       233.4909    
   384.0000       54178.00       232.7617    
   385.0000       54148.00       232.6972    
   386.0000       54056.00       232.4995    
   387.0000       55669.00       235.9428    
   388.0000       52761.00       229.6976    
   389.0000       56346.00       237.3731    
   390.0000       51643.00       227.2510    
   391.0000       53974.00       232.3230    
   392.0000       53828.00       232.0086    
   393.0000       51805.00       227.6071    
   394.0000       54029.00       232.4414    
   395.0000       54357.00       233.1459    
   396.0000       53977.00       232.3295    
   397.0000       54682.00       233.8418    
   398.0000       52532.00       229.1986    
   399.0000       54827.00       234.1517    
   400.0000       53967.00       232.3080    
   401.0000       52792.00       229.7651    
   402.0000       53150.00       230.5428    
   403.0000       53581.00       231.4757    
   404.0000       54393.00       233.2231    
   405.0000       55743.00       236.0995    
   406.0000       53416.00       231.1190    
   407.0000       53294.00       230.8549    
   408.0000       52631.00       229.4145    
   409.0000       54369.00       233.1716    
   410.0000       49182.00       221.7702    
   411.0000       52828.00       229.8434    
   412.0000       53879.00       232.1185    
   413.0000       51821.00       227.6423    
   414.0000       53678.00       231.6851    
   415.0000       51950.00       227.9254    
   416.0000       52513.00       229.1572    
   417.0000       52412.00       228.9367    
   418.0000       49147.00       221.6912    
   419.0000       48815.00       220.9412    
   420.0000       53498.00       231.2963    
   421.0000       52319.00       228.7335    
   422.0000       54628.00       233.7263    
   423.0000       54437.00       233.3174    
   424.0000       52175.00       228.4185    
   425.0000       53913.00       232.1917    
   426.0000       53662.00       231.6506    
   427.0000       54529.00       233.5145    
   428.0000       52570.00       229.2815    
   429.0000       55315.00       235.1914    
   430.0000       50341.00       224.3680    
   431.0000       51589.00       227.1321    
   432.0000       53682.00       231.6938    
   433.0000       52106.00       228.2674    
   434.0000       52598.00       229.3425    
   435.0000       52078.00       228.2061    
   436.0000       52091.00       228.2345    
   437.0000       53541.00       231.3893    
   438.0000       52699.00       229.5626    
   439.0000       51257.00       226.4001    
   440.0000       54292.00       233.0064    
   441.0000       52548.00       229.2335    
   442.0000       51136.00       226.1327    
   443.0000       50726.00       225.2243    
   444.0000       51633.00       227.2290    
   445.0000       52723.00       229.6149    
   446.0000       52404.00       228.9192    
   447.0000       52697.00       229.5583    
   448.0000       51077.00       226.0022    
   449.0000       54847.00       234.1944    
   450.0000       50712.00       225.1933    
   451.0000       52065.00       228.1776    
   452.0000       52939.00       230.0848    
   453.0000       51375.00       226.6605    
   454.0000       51191.00       226.2543    
   455.0000       52070.00       228.1885    
   456.0000       52512.00       229.1550    
   457.0000       51809.00       227.6159    
   458.0000       51247.00       226.3780    
   459.0000       49013.00       221.3888    
   460.0000       59785.00       244.5097    
   461.0000       51298.00       226.4906    
   462.0000       52353.00       228.8078    
   463.0000       53426.00       231.1407    
   464.0000       53706.00       231.7455    
   465.0000       53635.00       231.5923    
   466.0000       52809.00       229.8021    
   467.0000       53905.00       232.1745    
   468.0000       52174.00       228.4163    
   469.0000       56086.00       236.8248    
   470.0000       52141.00       228.3440    
   471.0000       52123.00       228.3046    
   472.0000       51886.00       227.7850    
   473.0000       51992.00       228.0175    
   474.0000       51557.00       227.0617    
   475.0000       52286.00       228.6613    
   476.0000       54584.00       233.6322    
   477.0000       53311.00       230.8918    
   478.0000       51691.00       227.3566    
   479.0000       54105.00       232.6048    
   480.0000       49024.00       221.4136    
   481.0000       52987.00       230.1891    
   482.0000       53478.00       231.2531    
   483.0000       53476.00       231.2488    
   484.0000       51574.00       227.0991    
   485.0000       51908.00       227.8333    
   486.0000       53474.00       231.2445    
   487.0000       53948.00       232.2671    
   488.0000       52349.00       228.7990    
   489.0000       56389.00       237.4637    
   490.0000       51251.00       226.3868    
   491.0000       51766.00       227.5214    
   492.0000       54261.00       232.9399    
   493.0000       52789.00       229.7586    
   494.0000       53442.00       231.1753    
   495.0000       53090.00       230.4127    
   496.0000       53221.00       230.6968    
   497.0000       54725.00       233.9337    
   498.0000       52679.00       229.5191    
   499.0000       53149.00       230.5407    
   500.0000       52588.00       229.3207    
   501.0000       51829.00       227.6598    
   502.0000       52505.00       229.1397    
   503.0000       52295.00       228.6810    
   504.0000       53124.00       230.4864    
   505.0000       55385.00       235.3402    
   506.0000       54273.00       232.9657    
   507.0000       55134.00       234.8063    
   508.0000       52568.00       229.2771    
   509.0000       55814.00       236.2499    
   510.0000       51155.00       226.1747    
   511.0000       53767.00       231.8771    
   512.0000       53718.00       231.7714    
   513.0000       52039.00       228.1206    
   514.0000       53049.00       230.3237    
   515.0000       53879.00       232.1185    
   516.0000       54659.00       233.7926    
   517.0000       55076.00       234.6828    
   518.0000       53868.00       232.0948    
   519.0000       54608.00       233.6835    
   520.0000       57769.00       240.3518    
   521.0000       52414.00       228.9410    
   522.0000       53222.00       230.6989    
   523.0000       54497.00       233.4459    
   524.0000       53047.00       230.3193    
   525.0000       53485.00       231.2682    
   526.0000       54012.00       232.4048    
   527.0000       55393.00       235.3572    
   528.0000       52270.00       228.6263    
   529.0000       57376.00       239.5329    
   530.0000       52851.00       229.8934    
   531.0000       53897.00       232.1573    
   532.0000       54290.00       233.0022    
   533.0000       53489.00       231.2769    
   534.0000       53350.00       230.9762    
   535.0000       52543.00       229.2226    
   536.0000       56834.00       238.3988    
   537.0000       54781.00       234.0534    
   538.0000       52940.00       230.0869    
   539.0000       53554.00       231.4174    
   540.0000       54443.00       233.3302    
   541.0000       52313.00       228.7204    
   542.0000       53913.00       232.1917    
   543.0000       54684.00       233.8461    
   544.0000       54318.00       233.0622    
   545.0000       54199.00       232.8068    
   546.0000       54031.00       232.4457    
   547.0000       55543.00       235.6756    
   548.0000       53758.00       231.8577    
   549.0000       57140.00       239.0397    
   550.0000       53211.00       230.6751    
   551.0000       53565.00       231.4411    
   552.0000       54960.00       234.4355    
   553.0000       53824.00       232.0000    
   554.0000       54005.00       232.3898    
   555.0000       53325.00       230.9221    
   556.0000       54724.00       233.9316    
   557.0000       55138.00       234.8148    
   558.0000       52274.00       228.6351    
   559.0000       48488.00       220.1999    
   560.0000       52564.00       229.2684    
   561.0000       52688.00       229.5387    
   562.0000       52272.00       228.6307    
   563.0000       53145.00       230.5320    
   564.0000       53952.00       232.2757    
   565.0000       54813.00       234.1218    
   566.0000       54473.00       233.3945    
   567.0000       53729.00       231.7952    
   568.0000       51315.00       226.5281    
   569.0000       55535.00       235.6586    
   570.0000       50167.00       223.9799    
   571.0000       50823.00       225.4396    
   572.0000       53985.00       232.3467    
   573.0000       51909.00       227.8355    
   574.0000       52521.00       229.1746    
   575.0000       51785.00       227.5632    
   576.0000       52139.00       228.3397    
   577.0000       52602.00       229.3513    
   578.0000       50094.00       223.8169    
   579.0000       42306.00       205.6842    
   580.0000       50864.00       225.5305    
   581.0000       51216.00       226.3095    
   582.0000       51378.00       226.6672    
   583.0000       52750.00       229.6737    
   584.0000       52796.00       229.7738    
   585.0000       52176.00       228.4207    
   586.0000       50994.00       225.8185    
   587.0000       52879.00       229.9543    
   588.0000       49624.00       222.7645    
   589.0000       53798.00       231.9440    
   590.0000       48449.00       220.1113    
   591.0000       48132.00       219.3901    
   592.0000       50423.00       224.5507    
   593.0000       47662.00       218.3163    
   594.0000       48407.00       220.0159    
   595.0000       49677.00       222.8834    
   596.0000       49815.00       223.1927    
   597.0000       46689.00       216.0764    
   598.0000       47431.00       217.7866    
   599.0000       45183.00       212.5629    
   600.0000       49782.00       223.1188    
   601.0000       47257.00       217.3867    
   602.0000       46947.00       216.6726    
   603.0000       48950.00       221.2465    
   604.0000       48086.00       219.2852    
   605.0000       48040.00       219.1803    
   606.0000       46635.00       215.9514    
   607.0000       47758.00       218.5360    
   608.0000       47113.00       217.0553    
   609.0000       48573.00       220.3928    
   610.0000       45072.00       212.3017    
   611.0000       45954.00       214.3688    
   612.0000       46811.00       216.3585    
   613.0000       45118.00       212.4100    
   614.0000       44917.00       211.9363    
   615.0000       45198.00       212.5982    
   616.0000       45131.00       212.4406    
   617.0000       45883.00       214.2032    
   618.0000       52345.00       228.7903    
   619.0000       54124.00       232.6457    
   620.0000       64280.00       253.5350    
   621.0000       53690.00       231.7110    
   622.0000       54244.00       232.9034    
   623.0000       54999.00       234.5187    
   624.0000       53259.00       230.7791    
   625.0000       54906.00       234.3203    
   626.0000       53967.00       232.3080    
   627.0000       54559.00       233.5787    
   628.0000       52517.00       229.1659    
   629.0000       55064.00       234.6572    
   630.0000       50759.00       225.2976    
   631.0000       51414.00       226.7466    
   632.0000       53817.00       231.9849    
   633.0000       50856.00       225.5128    
   634.0000       51178.00       226.2256    
   635.0000       51306.00       226.5083    
   636.0000       52281.00       228.6504    
   637.0000       52908.00       230.0174    
   638.0000       51328.00       226.5568    
   639.0000       51973.00       227.9759    
