Vanadium rnace avelenght calibration                         25-11-07  2000.000K
   77.00000       55377.00       235.3232    
   78.00000       51695.00       227.3653    
   79.00000       44990.00       212.1085    
   80.00000       56076.00       236.8037    
   81.00000       55435.00       235.4464    
   82.00000       56029.00       236.7045    
   83.00000       56467.00       237.6279    
   84.00000       57009.00       238.7656    
   85.00000       56999.00       238.7446    
   86.00000       54962.00       234.4398    
   87.00000       56287.00       237.2488    
   88.00000       57163.00       239.0878    
   89.00000       59872.00       244.6876    
   90.00000       54067.00       232.5231    
   91.00000       55589.00       235.7732    
   92.00000       56428.00       237.5458    
   93.00000       55419.00       235.4124    
   94.00000       56267.00       237.2067    
   95.00000       55603.00       235.8029    
   96.00000       55655.00       235.9131    
   97.00000       57484.00       239.7582    
   98.00000       55873.00       236.3747    
   99.00000       52178.00       228.4250    
   100.0000       52657.00       229.4711    
   101.0000       54386.00       233.2081    
   102.0000       55112.00       234.7594    
   103.0000       57219.00       239.2049    
   104.0000       57537.00       239.8687    
   105.0000       57871.00       240.5639    
   106.0000       56308.00       237.2931    
   107.0000       57907.00       240.6387    
   108.0000       56951.00       238.6441    
   109.0000       61046.00       247.0749    
   110.0000       57257.00       239.2843    
   111.0000       59837.00       244.6160    
   112.0000       62005.00       249.0080    
   113.0000       57477.00       239.7436    
   114.0000       57480.00       239.7499    
   115.0000       56658.00       238.0294    
   116.0000       57009.00       238.7656    
   117.0000       55383.00       235.3359    
   118.0000       52186.00       228.4426    
   119.0000       46341.00       215.2696    
   120.0000       59411.00       243.7437    
   121.0000       55230.00       235.0106    
   122.0000       58137.00       241.1161    
   123.0000       58605.00       242.0847    
   124.0000       56904.00       238.5456    
   125.0000       56771.00       238.2667    
   126.0000       57349.00       239.4765    
   127.0000       58445.00       241.7540    
   128.0000       54987.00       234.4931    
   129.0000       60054.00       245.0592    
   130.0000       53967.00       232.3080    
   131.0000       55600.00       235.7965    
   132.0000       57974.00       240.7779    
   133.0000       55987.00       236.6157    
   134.0000       56726.00       238.1722    
   135.0000       55360.00       235.2871    
   136.0000       56494.00       237.6847    
   137.0000       57199.00       239.1631    
   138.0000       54548.00       233.5551    
   139.0000       56719.00       238.1575    
   140.0000       53419.00       231.1255    
   141.0000       54771.00       234.0320    
   142.0000       55803.00       236.2266    
   143.0000       56990.00       238.7258    
   144.0000       56833.00       238.3967    
   145.0000       56819.00       238.3674    
   146.0000       55812.00       236.2456    
   147.0000       57912.00       240.6491    
   148.0000       56140.00       236.9388    
   149.0000       59117.00       243.1399    
   150.0000       54246.00       232.9077    
   151.0000       55887.00       236.4043    
   152.0000       57816.00       240.4496    
   153.0000       56168.00       236.9979    
   154.0000       56374.00       237.4321    
   155.0000       54394.00       233.2252    
   156.0000       56528.00       237.7562    
   157.0000       57075.00       238.9037    
   158.0000       52208.00       228.4907    
   159.0000       39612.00       199.0276    
   160.0000       58972.00       242.8415    
   161.0000       56959.00       238.6608    
   162.0000       57004.00       238.7551    
   163.0000       57144.00       239.0481    
   164.0000       57742.00       240.2957    
   165.0000       57185.00       239.1339    
   166.0000       56886.00       238.5079    
   167.0000       57979.00       240.7883    
   168.0000       54654.00       233.7820    
   169.0000       59035.00       242.9712    
   170.0000       55643.00       235.8877    
   171.0000       55228.00       235.0064    
   172.0000       57358.00       239.4953    
   173.0000       53600.00       231.5167    
   174.0000       52945.00       230.0978    
   175.0000       55701.00       236.0106    
   176.0000       57095.00       238.9456    
   177.0000       54836.00       234.1709    
   178.0000       52933.00       230.0717    
   179.0000       52690.00       229.5430    
   180.0000       56713.00       238.1449    
   181.0000       55762.00       236.1398    
   182.0000       56861.00       238.4554    
   183.0000       57859.00       240.5390    
   184.0000       57914.00       240.6533    
   185.0000       58361.00       241.5802    
   186.0000       57445.00       239.6769    
   187.0000       57149.00       239.0586    
   188.0000       55945.00       236.5269    
   189.0000       59609.00       244.1496    
   190.0000       55052.00       234.6316    
   191.0000       55491.00       235.5653    
   192.0000       56460.00       237.6131    
   193.0000       54835.00       234.1687    
   194.0000       55113.00       234.7616    
   195.0000       56337.00       237.3542    
   196.0000       55719.00       236.0487    
   197.0000       55242.00       235.0362    
   198.0000       55369.00       235.3062    
   199.0000       56928.00       238.5959    
   200.0000       52378.00       228.8624    
   201.0000       52747.00       229.6671    
   202.0000       55427.00       235.4294    
   203.0000       56540.00       237.7814    
   204.0000       55392.00       235.3551    
   205.0000       55182.00       234.9085    
   206.0000       54818.00       234.1324    
   207.0000       57330.00       239.4368    
   208.0000       54947.00       234.4078    
   209.0000       57833.00       240.4849    
   210.0000       51227.00       226.3338    
   211.0000       53928.00       232.2240    
   212.0000       57532.00       239.8583    
   213.0000       55609.00       235.8156    
   214.0000       54595.00       233.6557    
   215.0000       53526.00       231.3569    
   216.0000       55493.00       235.5695    
   217.0000       55777.00       236.1716    
   218.0000       52075.00       228.1995    
   219.0000       50346.00       224.3792    
   220.0000       58049.00       240.9336    
   221.0000       53666.00       231.6592    
   222.0000       54371.00       233.1759    
   223.0000       55121.00       234.7786    
   224.0000       54393.00       233.2231    
   225.0000       54050.00       232.4866    
   226.0000       54701.00       233.8824    
   227.0000       56359.00       237.4005    
   228.0000       54554.00       233.5680    
   229.0000       57710.00       240.2291    
   230.0000       51756.00       227.4995    
   231.0000       53288.00       230.8419    
   232.0000       55380.00       235.3296    
   233.0000       54779.00       234.0491    
   234.0000       54302.00       233.0279    
   235.0000       54944.00       234.4014    
   236.0000       55807.00       236.2350    
   237.0000       54424.00       233.2895    
   238.0000       53794.00       231.9353    
   239.0000       49415.00       222.2948    
   240.0000       57311.00       239.3972    
   241.0000       54277.00       232.9742    
   242.0000       57045.00       238.8410    
   243.0000       54597.00       233.6600    
   244.0000       54824.00       234.1452    
   245.0000       56838.00       238.4072    
   246.0000       54740.00       233.9658    
   247.0000       56025.00       236.6960    
   248.0000       53835.00       232.0237    
   249.0000       57683.00       240.1729    
   250.0000       52484.00       229.0939    
   251.0000       53861.00       232.0797    
   252.0000       55249.00       235.0511    
   253.0000       53212.00       230.6773    
   254.0000       53882.00       232.1250    
   255.0000       53189.00       230.6274    
   256.0000       54504.00       233.4609    
   257.0000       53335.00       230.9437    
   258.0000       50665.00       225.0889    
   259.0000       46220.00       214.9884    
   260.0000       55061.00       234.6508    
   261.0000       54478.00       233.4052    
   262.0000       53616.00       231.5513    
   263.0000       53217.00       230.6881    
   264.0000       54046.00       232.4780    
   265.0000       54011.00       232.4027    
   266.0000       54571.00       233.6044    
   267.0000       56645.00       238.0021    
   268.0000       54094.00       232.5812    
   269.0000       57190.00       239.1443    
   270.0000       51660.00       227.2884    
   271.0000       52365.00       228.8340    
   272.0000       55064.00       234.6572    
   273.0000       54027.00       232.4371    
   274.0000       53684.00       231.6981    
   275.0000       52601.00       229.3491    
   276.0000       54792.00       234.0769    
   277.0000       53358.00       230.9935    
   278.0000       51240.00       226.3625    
   279.0000       45778.00       213.9579    
   280.0000       55235.00       235.0213    
   281.0000       53616.00       231.5513    
   282.0000       54178.00       232.7617    
   283.0000       54820.00       234.1367    
   284.0000       53575.00       231.4627    
   285.0000       54428.00       233.2981    
   286.0000       53835.00       232.0237    
   287.0000       55352.00       235.2701    
   288.0000       52714.00       229.5953    
   289.0000       56216.00       237.0991    
   290.0000       51993.00       228.0197    
   291.0000       53047.00       230.3193    
   292.0000       54390.00       233.2166    
   293.0000       52634.00       229.4210    
   294.0000       51867.00       227.7433    
   295.0000       53353.00       230.9827    
   296.0000       54135.00       232.6693    
   297.0000       52153.00       228.3703    
   298.0000       50166.00       223.9777    
   299.0000       49676.00       222.8811    
   300.0000       54921.00       234.3523    
   301.0000       52077.00       228.2039    
   302.0000       53073.00       230.3758    
   303.0000       53136.00       230.5125    
   304.0000       52451.00       229.0218    
   305.0000       53242.00       230.7423    
   306.0000       52899.00       229.9978    
   307.0000       52364.00       228.8318    
   308.0000       51595.00       227.1453    
   309.0000       55943.00       236.5227    
   310.0000       50359.00       224.4081    
   311.0000       53020.00       230.2607    
   312.0000       53711.00       231.7563    
   313.0000       51806.00       227.6093    
   314.0000       52882.00       229.9609    
   315.0000       51565.00       227.0793    
   316.0000       51952.00       227.9298    
   317.0000       53571.00       231.4541    
   318.0000       51167.00       226.2012    
   319.0000       47624.00       218.2292    
   320.0000       49019.00       221.4023    
   321.0000       51527.00       226.9956    
   322.0000       52717.00       229.6018    
   323.0000       53099.00       230.4322    
   324.0000       52632.00       229.4167    
   325.0000       52865.00       229.9239    
   326.0000       52547.00       229.2313    
   327.0000       52341.00       228.7816    
   328.0000       50693.00       225.1511    
   329.0000       54367.00       233.1673    
   330.0000       49732.00       223.0067    
   331.0000       51359.00       226.6252    
   332.0000       52501.00       229.1310    
   333.0000       50442.00       224.5930    
   334.0000       50999.00       225.8296    
   335.0000       51460.00       226.8480    
   336.0000       51003.00       225.8384    
   337.0000       51887.00       227.7872    
   338.0000       51192.00       226.2565    
   339.0000       50232.00       224.1250    
   340.0000       54442.00       233.3281    
   341.0000       52033.00       228.1074    
   342.0000       53034.00       230.2911    
   343.0000       54199.00       232.8068    
   344.0000       54941.00       234.3950    
   345.0000       56605.00       237.9181    
   346.0000       54236.00       232.8862    
   347.0000       54510.00       233.4738    
   348.0000       54448.00       233.3410    
   349.0000       56905.00       238.5477    
   350.0000       51792.00       227.5786    
   351.0000       53667.00       231.6614    
   352.0000       55236.00       235.0234    
   353.0000       53210.00       230.6729    
   354.0000       53539.00       231.3850    
   355.0000       54558.00       233.5765    
   356.0000       55987.00       236.6157    
   357.0000       55284.00       235.1255    
   358.0000       54511.00       233.4759    
   359.0000       57065.00       238.8828    
   360.0000       55910.00       236.4530    
   361.0000       53432.00       231.1536    
   362.0000       54862.00       234.2264    
   363.0000       55599.00       235.7944    
   364.0000       54851.00       234.2029    
   365.0000       55152.00       234.8446    
   366.0000       54825.00       234.1474    
   367.0000       55896.00       236.4234    
   368.0000       53912.00       232.1896    
   369.0000       57237.00       239.2426    
   370.0000       51122.00       226.1017    
   371.0000       52597.00       229.3404    
   372.0000       56198.00       237.0612    
   373.0000       53469.00       231.2336    
   374.0000       53199.00       230.6491    
   375.0000       54239.00       232.8927    
   376.0000       54030.00       232.4435    
   377.0000       54894.00       234.2947    
   378.0000       52495.00       229.1179    
   379.0000       50484.00       224.6864    
   380.0000       55217.00       234.9830    
   381.0000       50123.00       223.8817    
   382.0000       52579.00       229.3011    
   383.0000       54815.00       234.1260    
   384.0000       53600.00       231.5167    
   385.0000       54444.00       233.3324    
   386.0000       53961.00       232.2951    
   387.0000       55488.00       235.5589    
   388.0000       52764.00       229.7042    
   389.0000       56340.00       237.3605    
   390.0000       51904.00       227.8245    
   391.0000       53805.00       231.9590    
   392.0000       53492.00       231.2834    
   393.0000       51820.00       227.6401    
   394.0000       53948.00       232.2671    
   395.0000       54105.00       232.6048    
   396.0000       54636.00       233.7435    
   397.0000       54293.00       233.0086    
   398.0000       52597.00       229.3404    
   399.0000       54406.00       233.2509    
   400.0000       54057.00       232.5016    
   401.0000       53654.00       231.6333    
   402.0000       53925.00       232.2176    
   403.0000       53690.00       231.7110    
   404.0000       54155.00       232.7123    
   405.0000       55977.00       236.5946    
   406.0000       54051.00       232.4887    
   407.0000       53597.00       231.5103    
   408.0000       52181.00       228.4316    
   409.0000       54292.00       233.0064    
   410.0000       49224.00       221.8648    
   411.0000       52453.00       229.0262    
   412.0000       54043.00       232.4715    
   413.0000       52876.00       229.9478    
   414.0000       53185.00       230.6187    
   415.0000       52094.00       228.2411    
   416.0000       53043.00       230.3107    
   417.0000       52942.00       230.0913    
   418.0000       49534.00       222.5623    
   419.0000       48582.00       220.4133    
   420.0000       53076.00       230.3823    
   421.0000       51914.00       227.8464    
   422.0000       54076.00       232.5425    
   423.0000       53997.00       232.3725    
   424.0000       52154.00       228.3725    
   425.0000       53757.00       231.8556    
   426.0000       53800.00       231.9483    
   427.0000       54654.00       233.7820    
   428.0000       52579.00       229.3011    
   429.0000       55529.00       235.6459    
   430.0000       50434.00       224.5751    
   431.0000       51505.00       226.9471    
   432.0000       54061.00       232.5102    
   433.0000       52264.00       228.6132    
   434.0000       52738.00       229.6476    
   435.0000       52674.00       229.5082    
   436.0000       52136.00       228.3331    
   437.0000       52989.00       230.1934    
   438.0000       52824.00       229.8347    
   439.0000       51095.00       226.0420    
   440.0000       54216.00       232.8433    
   441.0000       52537.00       229.2095    
   442.0000       51223.00       226.3250    
   443.0000       50843.00       225.4839    
   444.0000       52034.00       228.1096    
   445.0000       52724.00       229.6171    
   446.0000       52719.00       229.6062    
   447.0000       52169.00       228.4053    
   448.0000       51494.00       226.9229    
   449.0000       55133.00       234.8042    
   450.0000       50668.00       225.0955    
   451.0000       51747.00       227.4797    
   452.0000       52872.00       229.9391    
   453.0000       51803.00       227.6027    
   454.0000       51434.00       226.7906    
   455.0000       51871.00       227.7521    
   456.0000       52435.00       228.9869    
   457.0000       52062.00       228.1710    
   458.0000       51471.00       226.8722    
   459.0000       49167.00       221.7363    
   460.0000       59915.00       244.7754    
   461.0000       51323.00       226.5458    
   462.0000       51684.00       227.3412    
   463.0000       54058.00       232.5038    
   464.0000       53439.00       231.1688    
   465.0000       53459.00       231.2120    
   466.0000       52699.00       229.5626    
   467.0000       54034.00       232.4521    
   468.0000       51995.00       228.0241    
   469.0000       55635.00       235.8707    
   470.0000       51966.00       227.9605    
   471.0000       52010.00       228.0570    
   472.0000       51775.00       227.5412    
   473.0000       51520.00       226.9802    
   474.0000       52038.00       228.1184    
   475.0000       52607.00       229.3622    
   476.0000       54755.00       233.9979    
   477.0000       52719.00       229.6062    
   478.0000       52012.00       228.0614    
   479.0000       53896.00       232.1551    
   480.0000       48541.00       220.3202    
   481.0000       53040.00       230.3042    
   482.0000       54028.00       232.4392    
   483.0000       52979.00       230.1717    
   484.0000       51926.00       227.8728    
   485.0000       51874.00       227.7587    
   486.0000       53302.00       230.8723    
   487.0000       53693.00       231.7175    
   488.0000       51812.00       227.6225    
   489.0000       56582.00       237.8697    
   490.0000       51675.00       227.3214    
   491.0000       51299.00       226.4928    
   492.0000       54536.00       233.5294    
   493.0000       52577.00       229.2968    
   494.0000       52942.00       230.0913    
   495.0000       52434.00       228.9847    
   496.0000       53485.00       231.2682    
   497.0000       54619.00       233.7071    
   498.0000       53133.00       230.5060    
   499.0000       52990.00       230.1956    
   500.0000       52912.00       230.0261    
   501.0000       52271.00       228.6285    
   502.0000       52291.00       228.6723    
   503.0000       51982.00       227.9956    
   504.0000       53337.00       230.9480    
   505.0000       54598.00       233.6622    
   506.0000       54318.00       233.0622    
   507.0000       55403.00       235.3784    
   508.0000       52491.00       229.1091    
   509.0000       55763.00       236.1419    
   510.0000       51526.00       226.9934    
   511.0000       53551.00       231.4109    
   512.0000       53939.00       232.2477    
   513.0000       52263.00       228.6110    
   514.0000       52958.00       230.1261    
   515.0000       53477.00       231.2509    
   516.0000       54578.00       233.6194    
   517.0000       54956.00       234.4270    
   518.0000       53590.00       231.4951    
   519.0000       54524.00       233.5038    
   520.0000       57808.00       240.4329    
   521.0000       52483.00       229.0917    
   522.0000       53094.00       230.4214    
   523.0000       54111.00       232.6177    
   524.0000       52908.00       230.0174    
   525.0000       53814.00       231.9785    
   526.0000       54615.00       233.6985    
   527.0000       55396.00       235.3636    
   528.0000       52210.00       228.4951    
   529.0000       56974.00       238.6923    
   530.0000       52341.00       228.7816    
   531.0000       53647.00       231.6182    
   532.0000       54392.00       233.2209    
   533.0000       53448.00       231.1882    
   534.0000       53042.00       230.3085    
   535.0000       52610.00       229.3687    
   536.0000       56384.00       237.4532    
   537.0000       55237.00       235.0255    
   538.0000       52483.00       229.0917    
   539.0000       53591.00       231.4973    
   540.0000       54638.00       233.7477    
   541.0000       52427.00       228.9694    
   542.0000       53688.00       231.7067    
   543.0000       54947.00       234.4078    
   544.0000       54127.00       232.6521    
   545.0000       54524.00       233.5038    
   546.0000       54638.00       233.7477    
   547.0000       55700.00       236.0085    
   548.0000       53372.00       231.0238    
   549.0000       57133.00       239.0251    
   550.0000       53161.00       230.5667    
   551.0000       53790.00       231.9267    
   552.0000       54813.00       234.1218    
   553.0000       53627.00       231.5750    
   554.0000       54307.00       233.0386    
   555.0000       53635.00       231.5923    
   556.0000       54416.00       233.2724    
   557.0000       55125.00       234.7871    
   558.0000       52255.00       228.5935    
   559.0000       48306.00       219.7863    
   560.0000       52270.00       228.6263    
   561.0000       51892.00       227.7982    
   562.0000       52556.00       229.2510    
   563.0000       52887.00       229.9717    
   564.0000       53695.00       231.7218    
   565.0000       54280.00       232.9807    
   566.0000       54291.00       233.0043    
   567.0000       54080.00       232.5511    
   568.0000       51135.00       226.1305    
   569.0000       55424.00       235.4230    
   570.0000       49991.00       223.5867    
   571.0000       51206.00       226.2874    
   572.0000       54263.00       232.9442    
   573.0000       51870.00       227.7499    
   574.0000       52539.00       229.2139    
   575.0000       51723.00       227.4269    
   576.0000       52140.00       228.3418    
   577.0000       52785.00       229.7499    
   578.0000       49951.00       223.4972    
   579.0000       42243.00       205.5310    
   580.0000       50856.00       225.5128    
   581.0000       51341.00       226.5855    
   582.0000       51464.00       226.8568    
   583.0000       52976.00       230.1652    
   584.0000       52798.00       229.7782    
   585.0000       52016.00       228.0702    
   586.0000       50991.00       225.8119    
   587.0000       52661.00       229.4798    
   588.0000       50378.00       224.4504    
   589.0000       53176.00       230.5992    
   590.0000       48435.00       220.0795    
   591.0000       48215.00       219.5791    
   592.0000       50776.00       225.3353    
   593.0000       47184.00       217.2188    
   594.0000       48114.00       219.3490    
   595.0000       50225.00       224.1093    
   596.0000       49723.00       222.9865    
   597.0000       46855.00       216.4602    
   598.0000       47177.00       217.2027    
   599.0000       45032.00       212.2074    
   600.0000       49745.00       223.0359    
   601.0000       46905.00       216.5756    
   602.0000       47548.00       218.0550    
   603.0000       49526.00       222.5444    
   604.0000       48589.00       220.4291    
   605.0000       47137.00       217.1106    
   606.0000       46548.00       215.7499    
   607.0000       47787.00       218.6024    
   608.0000       47111.00       217.0507    
   609.0000       48640.00       220.5448    
   610.0000       45218.00       212.6452    
   611.0000       46257.00       215.0744    
   612.0000       47368.00       217.6419    
   613.0000       45033.00       212.2098    
   614.0000       45048.00       212.2451    
   615.0000       45220.00       212.6499    
   616.0000       44884.00       211.8584    
   617.0000       45865.00       214.1611    
   618.0000       52695.00       229.5539    
   619.0000       53447.00       231.1861    
   620.0000       64154.00       253.2864    
   621.0000       53954.00       232.2800    
   622.0000       54330.00       233.0880    
   623.0000       55298.00       235.1553    
   624.0000       53643.00       231.6096    
   625.0000       54742.00       233.9701    
   626.0000       53987.00       232.3510    
   627.0000       54648.00       233.7691    
   628.0000       52509.00       229.1484    
   629.0000       55802.00       236.2245    
   630.0000       50673.00       225.1066    
   631.0000       51363.00       226.6341    
   632.0000       54057.00       232.5016    
   633.0000       51218.00       226.3139    
   634.0000       51312.00       226.5215    
   635.0000       51322.00       226.5436    
   636.0000       52379.00       228.8646    
   637.0000       52719.00       229.6062    
   638.0000       51789.00       227.5720    
   639.0000       51725.00       227.4313    
