Ni powder for wavelenght calibration                         25-11-07   200.000K
   77.00000       2110.000       45.93474    
   78.00000       1898.000       43.56604    
   79.00000       1651.000       40.63250    
   80.00000       2180.000       46.69047    
   81.00000       2079.000       45.59605    
   82.00000       2141.000       46.27094    
   83.00000       2124.000       46.08688    
   84.00000       2218.000       47.09565    
   85.00000       2237.000       47.29694    
   86.00000       2104.000       45.86938    
   87.00000       2198.000       46.88283    
   88.00000       2180.000       46.69047    
   89.00000       2358.000       48.55924    
   90.00000       2080.000       45.60702    
   91.00000       2109.000       45.92385    
   92.00000       2168.000       46.56179    
   93.00000       2090.000       45.71652    
   94.00000       2261.000       47.54997    
   95.00000       2228.000       47.20169    
   96.00000       2169.000       46.57253    
   97.00000       2233.000       47.25463    
   98.00000       2247.000       47.40253    
   99.00000       2153.000       46.40043    
   100.0000       2042.000       45.18850    
   101.0000       2147.000       46.33573    
   102.0000       2164.000       46.51881    
   103.0000       2390.000       48.88763    
   104.0000       2344.000       48.41488    
   105.0000       2444.000       49.43683    
   106.0000       2347.000       48.44585    
   107.0000       2455.000       49.54796    
   108.0000       2462.000       49.61855    
   109.0000       2567.000       50.66557    
   110.0000       2397.000       48.95917    
   111.0000       2648.000       51.45872    
   112.0000       3528.000       59.39697    
   113.0000       5737.000       75.74299    
   114.0000       11377.00       106.6630    
   115.0000       18023.00       134.2498    
   116.0000       22696.00       150.6519    
   117.0000       20940.00       144.7066    
   118.0000       11310.00       106.3485    
   119.0000       3878.000       62.27359    
   120.0000       3053.000       55.25396    
   121.0000       2631.000       51.29327    
   122.0000       2692.000       51.88449    
   123.0000       2719.000       52.14403    
   124.0000       2514.000       50.13980    
   125.0000       2640.000       51.38093    
   126.0000       2550.000       50.49752    
   127.0000       2724.000       52.19195    
   128.0000       3173.000       56.32939    
   129.0000       4843.000       69.59167    
   130.0000       7058.000       84.01190    
   131.0000       9814.000       99.06564    
   132.0000       11855.00       108.8807    
   133.0000       11573.00       107.5779    
   134.0000       9621.000       98.08669    
   135.0000       4949.000       70.34913    
   136.0000       2884.000       53.70288    
   137.0000       2591.000       50.90187    
   138.0000       2307.000       48.03124    
   139.0000       2525.000       50.24938    
   140.0000       2209.000       47.00000    
   141.0000       2329.000       48.25971    
   142.0000       2452.000       49.51767    
   143.0000       2438.000       49.37611    
   144.0000       2324.000       48.20788    
   145.0000       2348.000       48.45617    
   146.0000       2369.000       48.67237    
   147.0000       2405.000       49.04080    
   148.0000       2374.000       48.72371    
   149.0000       2497.000       49.96999    
   150.0000       2186.000       46.75468    
   151.0000       2242.000       47.34976    
   152.0000       2354.000       48.51804    
   153.0000       2309.000       48.05206    
   154.0000       2241.000       47.33920    
   155.0000       2237.000       47.29694    
   156.0000       2430.000       49.29503    
   157.0000       2255.000       47.48684    
   158.0000       2152.000       46.38965    
   159.0000       1605.000       40.06245    
   160.0000       2405.000       49.04080    
   161.0000       2285.000       47.80167    
   162.0000       2416.000       49.15282    
   163.0000       2409.000       49.08157    
   164.0000       2296.000       47.91660    
   165.0000       2360.000       48.57983    
   166.0000       2363.000       48.61070    
   167.0000       2342.000       48.39421    
   168.0000       2231.000       47.23346    
   169.0000       2463.000       49.62862    
   170.0000       2306.000       48.02083    
   171.0000       2317.000       48.13523    
   172.0000       2333.000       48.30114    
   173.0000       2254.000       47.47631    
   174.0000       2220.000       47.11687    
   175.0000       2452.000       49.51767    
   176.0000       2618.000       51.16640    
   177.0000       2930.000       54.12947    
   178.0000       3436.000       58.61740    
   179.0000       4280.000       65.42171    
   180.0000       6126.000       78.26877    
   181.0000       7079.000       84.13680    
   182.0000       7592.000       87.13208    
   183.0000       8251.000       90.83501    
   184.0000       8427.000       91.79869    
   185.0000       8234.000       90.74139    
   186.0000       6737.000       82.07923    
   187.0000       4194.000       64.76110    
   188.0000       2779.000       52.71622    
   189.0000       2791.000       52.82991    
   190.0000       2437.000       49.36598    
   191.0000       2440.000       49.39635    
   192.0000       2497.000       49.96999    
   193.0000       2422.000       49.21382    
   194.0000       2473.000       49.72927    
   195.0000       2514.000       50.13980    
   196.0000       2450.000       49.49747    
   197.0000       2421.000       49.20366    
   198.0000       2446.000       49.45705    
   199.0000       2511.000       50.10988    
   200.0000       2321.000       48.17676    
   201.0000       2416.000       49.15282    
   202.0000       2510.000       50.09990    
   203.0000       2590.000       50.89204    
   204.0000       2640.000       51.38093    
   205.0000       2662.000       51.59457    
   206.0000       3079.000       55.48874    
   207.0000       3760.000       61.31884    
   208.0000       4557.000       67.50555    
   209.0000       6195.000       78.70832    
   210.0000       6604.000       81.26500    
   211.0000       7710.000       87.80660    
   212.0000       8578.000       92.61749    
   213.0000       8930.000       94.49868    
   214.0000       9161.000       95.71311    
   215.0000       9214.000       95.98959    
   216.0000       9165.000       95.73401    
   217.0000       8762.000       93.60555    
   218.0000       6483.000       80.51708    
   219.0000       4004.000       63.27717    
   220.0000       4274.000       65.37584    
   221.0000       4153.000       64.44377    
   222.0000       4390.000       66.25707    
   223.0000       4421.000       66.49060    
   224.0000       4476.000       66.90292    
   225.0000       4337.000       65.85590    
   226.0000       4158.000       64.48256    
   227.0000       4022.000       63.41924    
   228.0000       2867.000       53.54437    
   229.0000       2619.000       51.17617    
   230.0000       2290.000       47.85394    
   231.0000       2380.000       48.78524    
   232.0000       2459.000       49.58831    
   233.0000       2423.000       49.22398    
   234.0000       2254.000       47.47631    
   235.0000       2312.000       48.08326    
   236.0000       2438.000       49.37611    
   237.0000       2271.000       47.65501    
   238.0000       2227.000       47.19110    
   239.0000       2133.000       46.18441    
   240.0000       2388.000       48.86717    
   241.0000       2402.000       49.01020    
   242.0000       2454.000       49.53786    
   243.0000       2280.000       47.74934    
   244.0000       2359.000       48.56954    
   245.0000       2461.000       49.60847    
   246.0000       2458.000       49.57822    
   247.0000       2523.000       50.22947    
   248.0000       2397.000       48.95917    
   249.0000       2649.000       51.46844    
   250.0000       2474.000       49.73932    
   251.0000       2717.000       52.12485    
   252.0000       2909.000       53.93515    
   253.0000       2880.000       53.66563    
   254.0000       3021.000       54.96362    
   255.0000       3025.000       55.00000    
   256.0000       3109.000       55.75841    
   257.0000       3063.000       55.34438    
   258.0000       2894.000       53.79591    
   259.0000       2680.000       51.76871    
   260.0000       3247.000       56.98245    
   261.0000       3202.000       56.58622    
   262.0000       3084.000       55.53378    
   263.0000       2735.000       52.29723    
   264.0000       2531.000       50.30904    
   265.0000       2357.000       48.54894    
   266.0000       2505.000       50.04998    
   267.0000       2631.000       51.29327    
   268.0000       2520.000       50.19960    
   269.0000       2645.000       51.42956    
   270.0000       2565.000       50.64583    
   271.0000       2732.000       52.26854    
   272.0000       3089.000       55.57877    
   273.0000       3281.000       57.28001    
   274.0000       3572.000       59.76621    
   275.0000       4036.000       63.52952    
   276.0000       4519.000       67.22351    
   277.0000       4611.000       67.90434    
   278.0000       4641.000       68.12489    
   279.0000       4256.000       65.23803    
   280.0000       5749.000       75.82216    
   281.0000       5960.000       77.20103    
   282.0000       6370.000       79.81228    
   283.0000       6662.000       81.62108    
   284.0000       6861.000       82.83115    
   285.0000       6829.000       82.63776    
   286.0000       6594.000       81.20345    
   287.0000       6191.000       78.68291    
   288.0000       5183.000       71.99306    
   289.0000       5233.000       72.33948    
   290.0000       4741.000       68.85492    
   291.0000       4877.000       69.83552    
   292.0000       4822.000       69.44062    
   293.0000       4569.000       67.59438    
   294.0000       4174.000       64.60650    
   295.0000       3613.000       60.10823    
   296.0000       2828.000       53.17894    
   297.0000       2604.000       51.02940    
   298.0000       2442.000       49.41660    
   299.0000       2437.000       49.36598    
   300.0000       2668.000       51.65269    
   301.0000       2524.000       50.23943    
   302.0000       2613.000       51.11751    
   303.0000       2568.000       50.67544    
   304.0000       2653.000       51.50728    
   305.0000       2604.000       51.02940    
   306.0000       2719.000       52.14403    
   307.0000       2816.000       53.06600    
   308.0000       2887.000       53.73081    
   309.0000       3525.000       59.37171    
   310.0000       3410.000       58.39521    
   311.0000       3556.000       59.63221    
   312.0000       3923.000       62.63386    
   313.0000       3676.000       60.63002    
   314.0000       3856.000       62.09670    
   315.0000       3843.000       61.99194    
   316.0000       4010.000       63.32456    
   317.0000       4183.000       64.67612    
   318.0000       3949.000       62.84107    
   319.0000       3658.000       60.48140    
   320.0000       3933.000       62.71363    
   321.0000       4097.000       64.00781    
   322.0000       4134.000       64.29619    
   323.0000       4073.000       63.82006    
   324.0000       3785.000       61.52235    
   325.0000       3402.000       58.32667    
   326.0000       2949.000       54.30470    
   327.0000       3039.000       55.12712    
   328.0000       3038.000       55.11805    
   329.0000       3542.000       59.51471    
   330.0000       3408.000       58.37808    
   331.0000       3578.000       59.81639    
   332.0000       3778.000       61.46544    
   333.0000       3802.000       61.66036    
   334.0000       3894.000       62.40192    
   335.0000       3859.000       62.12085    
   336.0000       3813.000       61.74949    
   337.0000       4064.000       63.74951    
   338.0000       4020.000       63.40347    
   339.0000       4004.000       63.27717    
   340.0000       4297.000       65.55151    
   341.0000       4076.000       63.84356    
   342.0000       4152.000       64.43601    
   343.0000       4382.000       66.19668    
   344.0000       4206.000       64.85368    
   345.0000       3892.000       62.38589    
   346.0000       3506.000       59.21149    
   347.0000       2986.000       54.64431    
   348.0000       2711.000       52.06726    
   349.0000       2746.000       52.40229    
   350.0000       2423.000       49.22398    
   351.0000       2489.000       49.88988    
   352.0000       2564.000       50.63596    
   353.0000       2589.000       50.88222    
   354.0000       2607.000       51.05879    
   355.0000       2589.000       50.88222    
   356.0000       2624.000       51.22499    
   357.0000       2631.000       51.29327    
   358.0000       2726.000       52.21111    
   359.0000       2926.000       54.09251    
   360.0000       2857.000       53.45091    
   361.0000       2737.000       52.31635    
   362.0000       2842.000       53.31041    
   363.0000       3002.000       54.79051    
   364.0000       2941.000       54.23099    
   365.0000       3102.000       55.69560    
   366.0000       3005.000       54.81788    
   367.0000       3006.000       54.82700    
   368.0000       3052.000       55.24491    
   369.0000       3283.000       57.29747    
   370.0000       2866.000       53.53503    
   371.0000       3111.000       55.77634    
   372.0000       3361.000       57.97413    
   373.0000       3215.000       56.70097    
   374.0000       3244.000       56.95612    
   375.0000       3413.000       58.42089    
   376.0000       3539.000       59.48949    
   377.0000       3629.000       60.24118    
   378.0000       3671.000       60.58878    
   379.0000       3600.000       60.00000    
   380.0000       3944.000       62.80127    
   381.0000       3799.000       61.63603    
   382.0000       3943.000       62.79331    
   383.0000       4323.000       65.74953    
   384.0000       4396.000       66.30234    
   385.0000       4490.000       67.00746    
   386.0000       4663.000       68.28616    
   387.0000       4907.000       70.04998    
   388.0000       4889.000       69.92139    
   389.0000       5332.000       73.02055    
   390.0000       5045.000       71.02816    
   391.0000       5213.000       72.20111    
   392.0000       5248.000       72.44308    
   393.0000       4875.000       69.82120    
   394.0000       5285.000       72.69801    
   395.0000       5371.000       73.28711    
   396.0000       5232.000       72.33257    
   397.0000       5210.000       72.18033    
   398.0000       5111.000       71.49126    
   399.0000       4896.000       69.97142    
   400.0000       4620.000       67.97058    
   401.0000       4196.000       64.77654    
   402.0000       3873.000       62.23343    
   403.0000       3851.000       62.05643    
   404.0000       3765.000       61.35960    
   405.0000       3773.000       61.42475    
   406.0000       3478.000       58.97457    
   407.0000       3293.000       57.38467    
   408.0000       3114.000       55.80323    
   409.0000       3294.000       57.39338    
   410.0000       2872.000       53.59105    
   411.0000       3197.000       56.54202    
   412.0000       3265.000       57.14018    
   413.0000       3105.000       55.72253    
   414.0000       3201.000       56.57738    
   415.0000       3161.000       56.22277    
   416.0000       3317.000       57.59340    
   417.0000       3169.000       56.29387    
   418.0000       3005.000       54.81788    
   419.0000       2998.000       54.75399    
   420.0000       3263.000       57.12268    
   421.0000       3443.000       58.67708    
   422.0000       3456.000       58.78775    
   423.0000       3445.000       58.69412    
   424.0000       3420.000       58.48077    
   425.0000       3524.000       59.36329    
   426.0000       3546.000       59.54830    
   427.0000       3771.000       61.40847    
   428.0000       3587.000       59.89157    
   429.0000       3719.000       60.98360    
   430.0000       3586.000       59.88322    
   431.0000       3561.000       59.67411    
   432.0000       3791.000       61.57110    
   433.0000       3533.000       59.43904    
   434.0000       3498.000       59.14389    
   435.0000       3456.000       58.78775    
   436.0000       3468.000       58.88973    
   437.0000       3517.000       59.30430    
   438.0000       3597.000       59.97499    
   439.0000       3539.000       59.48949    
   440.0000       3763.000       61.34330    
   441.0000       3565.000       59.70762    
   442.0000       3565.000       59.70762    
   443.0000       3489.000       59.06776    
   444.0000       3573.000       59.77458    
   445.0000       3619.000       60.15813    
   446.0000       3609.000       60.07495    
   447.0000       3665.000       60.53924    
   448.0000       3619.000       60.15813    
   449.0000       3744.000       61.18823    
   450.0000       3385.000       58.18075    
   451.0000       3484.000       59.02542    
   452.0000       3606.000       60.04998    
   453.0000       3183.000       56.41808    
   454.0000       3207.000       56.63038    
   455.0000       3217.000       56.71861    
   456.0000       3206.000       56.62155    
   457.0000       3030.000       55.04544    
   458.0000       2931.000       54.13871    
   459.0000       2769.000       52.62129    
   460.0000       3360.000       57.96551    
   461.0000       2633.000       51.31277    
   462.0000       2752.000       52.45951    
   463.0000       2882.000       53.68426    
   464.0000       2915.000       53.99074    
   465.0000       2938.000       54.20332    
   466.0000       2837.000       53.26350    
   467.0000       3034.000       55.08176    
   468.0000       2994.000       54.71746    
   469.0000       3213.000       56.68333    
   470.0000       2993.000       54.70832    
   471.0000       3150.000       56.12486    
   472.0000       3225.000       56.78908    
   473.0000       3093.000       55.61475    
   474.0000       3217.000       56.71861    
   475.0000       3254.000       57.04384    
   476.0000       3557.000       59.64059    
   477.0000       3546.000       59.54830    
   478.0000       3468.000       58.88973    
   479.0000       3614.000       60.11655    
   480.0000       3283.000       57.29747    
   481.0000       3663.000       60.52272    
   482.0000       3702.000       60.84406    
   483.0000       3800.000       61.64414    
   484.0000       3666.000       60.54750    
   485.0000       3709.000       60.90156    
   486.0000       3837.000       61.94352    
   487.0000       3860.000       62.12890    
   488.0000       3724.000       61.02459    
   489.0000       4055.000       63.67888    
   490.0000       3670.000       60.58052    
   491.0000       3698.000       60.81118    
   492.0000       4070.000       63.79655    
   493.0000       3949.000       62.84107    
   494.0000       3943.000       62.79331    
   495.0000       4025.000       63.44289    
   496.0000       4028.000       63.46653    
   497.0000       4162.000       64.51357    
   498.0000       4029.000       63.47440    
   499.0000       4011.000       63.33245    
   500.0000       4031.000       63.49016    
   501.0000       3999.000       63.23765    
   502.0000       3967.000       62.98412    
   503.0000       3961.000       62.93648    
   504.0000       3810.000       61.72520    
   505.0000       3773.000       61.42475    
   506.0000       3937.000       62.74552    
   507.0000       3672.000       60.59703    
   508.0000       3552.000       59.59866    
   509.0000       3887.000       62.34581    
   510.0000       3492.000       59.09315    
   511.0000       3571.000       59.75784    
   512.0000       3679.000       60.65476    
   513.0000       3385.000       58.18075    
   514.0000       3550.000       59.58187    
   515.0000       3662.000       60.51446    
   516.0000       3725.000       61.03278    
   517.0000       3982.000       63.10309    
   518.0000       3846.000       62.01613    
   519.0000       4033.000       63.50591    
   520.0000       4063.000       63.74166    
   521.0000       3831.000       61.89507    
   522.0000       4005.000       63.28507    
   523.0000       4138.000       64.32729    
   524.0000       4009.000       63.31667    
   525.0000       4013.000       63.34824    
   526.0000       4267.000       65.32228    
   527.0000       4342.000       65.89385    
   528.0000       4164.000       64.52906    
   529.0000       4456.000       66.75328    
   530.0000       4098.000       64.01562    
   531.0000       4226.000       65.00769    
   532.0000       4161.000       64.50581    
   533.0000       4072.000       63.81223    
   534.0000       4116.000       64.15606    
   535.0000       4027.000       63.45865    
   536.0000       4158.000       64.48256    
   537.0000       4118.000       64.17165    
   538.0000       3884.000       62.32175    
   539.0000       3831.000       61.89507    
   540.0000       3843.000       61.99194    
   541.0000       3648.000       60.39867    
   542.0000       3787.000       61.53860    
   543.0000       3875.000       62.24950    
   544.0000       3761.000       61.32699    
   545.0000       3856.000       62.09670    
   546.0000       3885.000       62.32977    
   547.0000       3961.000       62.93648    
   548.0000       3792.000       61.57922    
   549.0000       4085.000       63.91401    
   550.0000       3625.000       60.20797    
   551.0000       3647.000       60.39040    
   552.0000       3840.000       61.96774    
   553.0000       3733.000       61.09828    
   554.0000       3555.000       59.62382    
   555.0000       3487.000       59.05083    
   556.0000       3358.000       57.94825    
   557.0000       3449.000       58.72819    
   558.0000       3193.000       56.50664    
   559.0000       2842.000       53.31041    
   560.0000       3060.000       55.31727    
   561.0000       2898.000       53.83308    
   562.0000       3113.000       55.79427    
   563.0000       2979.000       54.58022    
   564.0000       3012.000       54.88169    
   565.0000       3037.000       55.10898    
   566.0000       3093.000       55.61475    
   567.0000       3109.000       55.75841    
   568.0000       3008.000       54.84524    
   569.0000       3243.000       56.94735    
   570.0000       2923.000       54.06478    
   571.0000       2943.000       54.24942    
   572.0000       3274.000       57.21888    
   573.0000       3159.000       56.20498    
   574.0000       3198.000       56.55086    
   575.0000       3095.000       55.63272    
   576.0000       3217.000       56.71861    
   577.0000       3199.000       56.55970    
   578.0000       3064.000       55.35341    
   579.0000       2646.000       51.43929    
   580.0000       3159.000       56.20498    
   581.0000       3151.000       56.13377    
   582.0000       3276.000       57.23635    
   583.0000       3260.000       57.09641    
   584.0000       3303.000       57.47173    
   585.0000       3342.000       57.81003    
   586.0000       3393.000       58.24946    
   587.0000       3315.000       57.57604    
   588.0000       3246.000       56.97368    
   589.0000       3438.000       58.63446    
   590.0000       3072.000       55.42562    
   591.0000       3020.000       54.95452    
   592.0000       3292.000       57.37595    
   593.0000       3031.000       55.05452    
   594.0000       3272.000       57.20140    
   595.0000       3283.000       57.29747    
   596.0000       3217.000       56.71861    
   597.0000       3049.000       55.21775    
   598.0000       3179.000       56.38262    
   599.0000       3021.000       54.96362    
   600.0000       3406.000       58.36095    
   601.0000       3196.000       56.53318    
   602.0000       3180.000       56.39149    
   603.0000       3319.000       57.61076    
   604.0000       3305.000       57.48913    
   605.0000       3269.000       57.17517    
   606.0000       3168.000       56.28499    
   607.0000       3300.000       57.44563    
   608.0000       3288.000       57.34108    
   609.0000       3300.000       57.44563    
   610.0000       3181.000       56.40036    
   611.0000       3375.000       58.09475    
   612.0000       3239.000       56.91221    
   613.0000       3213.000       56.68333    
   614.0000       3117.000       55.83010    
   615.0000       3012.000       54.88169    
   616.0000       3154.000       56.16048    
   617.0000       3156.000       56.17829    
   618.0000       3668.000       60.56401    
   619.0000       3555.000       59.62382    
   620.0000       4266.000       65.31462    
   621.0000       3573.000       59.77458    
   622.0000       3706.000       60.87693    
   623.0000       3694.000       60.77829    
   624.0000       3679.000       60.65476    
   625.0000       3742.000       61.17189    
   626.0000       3663.000       60.52272    
   627.0000       3740.000       61.15554    
   628.0000       3481.000       59.00000    
   629.0000       3662.000       60.51446    
   630.0000       3399.000       58.30095    
   631.0000       3441.000       58.66004    
   632.0000       3668.000       60.56401    
   633.0000       3431.000       58.57474    
   634.0000       3465.000       58.86425    
   635.0000       3431.000       58.57474    
   636.0000       3560.000       59.66574    
   637.0000       3553.000       59.60705    
   638.0000       3455.000       58.77925    
   639.0000       3527.000       59.38855    
