sample v-GeO2 1325K x4                                       25-11-07   500.000K
   77.00000       18549.00       136.1947    
   78.00000       17057.00       130.6024    
   79.00000       13974.00       118.2117    
   80.00000       17764.00       133.2817    
   81.00000       17656.00       132.8759    
   82.00000       17924.00       133.8805    
   83.00000       18069.00       134.4210    
   84.00000       17704.00       133.0564    
   85.00000       17658.00       132.8834    
   86.00000       17055.00       130.5948    
   87.00000       17312.00       131.5751    
   88.00000       17615.00       132.7215    
   89.00000       18460.00       135.8676    
   90.00000       16596.00       128.8255    
   91.00000       17010.00       130.4224    
   92.00000       17027.00       130.4875    
   93.00000       17089.00       130.7249    
   94.00000       17253.00       131.3507    
   95.00000       17271.00       131.4192    
   96.00000       17803.00       133.4279    
   97.00000       18143.00       134.6960    
   98.00000       17397.00       131.8977    
   99.00000       16007.00       126.5188    
   100.0000       17002.00       130.3917    
   101.0000       17614.00       132.7177    
   102.0000       17911.00       133.8320    
   103.0000       18895.00       137.4591    
   104.0000       18898.00       137.4700    
   105.0000       19007.00       137.8659    
   106.0000       18378.00       135.5655    
   107.0000       19822.00       140.7906    
   108.0000       19698.00       140.3496    
   109.0000       20632.00       143.6384    
   110.0000       18437.00       135.7829    
   111.0000       19922.00       141.1453    
   112.0000       18704.00       136.7626    
   113.0000       17834.00       133.5440    
   114.0000       18198.00       134.9000    
   115.0000       17891.00       133.7572    
   116.0000       17737.00       133.1803    
   117.0000       17252.00       131.3469    
   118.0000       16288.00       127.6245    
   119.0000       14027.00       118.4356    
   120.0000       18762.00       136.9745    
   121.0000       17259.00       131.3735    
   122.0000       19035.00       137.9674    
   123.0000       19746.00       140.5205    
   124.0000       19381.00       139.2157    
   125.0000       19334.00       139.0468    
   126.0000       18872.00       137.3754    
   127.0000       18240.00       135.0555    
   128.0000       17180.00       131.0725    
   129.0000       18887.00       137.4300    
   130.0000       17507.00       132.3140    
   131.0000       18008.00       134.1939    
   132.0000       18483.00       135.9522    
   133.0000       18006.00       134.1864    
   134.0000       18718.00       136.8137    
   135.0000       18723.00       136.8320    
   136.0000       19041.00       137.9891    
   137.0000       18932.00       137.5936    
   138.0000       18095.00       134.5177    
   139.0000       18546.00       136.1837    
   140.0000       17750.00       133.2291    
   141.0000       18115.00       134.5920    
   142.0000       18450.00       135.8308    
   143.0000       19338.00       139.0611    
   144.0000       19237.00       138.6975    
   145.0000       19644.00       140.1571    
   146.0000       19322.00       139.0036    
   147.0000       20059.00       141.6298    
   148.0000       19646.00       140.1642    
   149.0000       21207.00       145.6262    
   150.0000       19072.00       138.1014    
   151.0000       20052.00       141.6051    
   152.0000       20852.00       144.4022    
   153.0000       20402.00       142.8356    
   154.0000       20465.00       143.0559    
   155.0000       20051.00       141.6015    
   156.0000       20984.00       144.8586    
   157.0000       21277.00       145.8664    
   158.0000       19567.00       139.8821    
   159.0000       14963.00       122.3233    
   160.0000       23146.00       152.1381    
   161.0000       22533.00       150.1100    
   162.0000       22595.00       150.3163    
   163.0000       22151.00       148.8321    
   164.0000       22440.00       149.7999    
   165.0000       22364.00       149.5460    
   166.0000       22225.00       149.0805    
   167.0000       22262.00       149.2046    
   168.0000       21391.00       146.2566    
   169.0000       23123.00       152.0625    
   170.0000       21587.00       146.9252    
   171.0000       21766.00       147.5331    
   172.0000       22253.00       149.1744    
   173.0000       21098.00       145.2515    
   174.0000       21134.00       145.3754    
   175.0000       21980.00       148.2565    
   176.0000       22375.00       149.5827    
   177.0000       21288.00       145.9041    
   178.0000       20365.00       142.7060    
   179.0000       19806.00       140.7338    
   180.0000       21816.00       147.7024    
   181.0000       21180.00       145.5335    
   182.0000       21457.00       146.4821    
   183.0000       21627.00       147.0612    
   184.0000       22063.00       148.5362    
   185.0000       21622.00       147.0442    
   186.0000       20832.00       144.3329    
   187.0000       20707.00       143.8993    
   188.0000       20145.00       141.9331    
   189.0000       20916.00       144.6236    
   190.0000       19396.00       139.2695    
   191.0000       19239.00       138.7047    
   192.0000       19382.00       139.2193    
   193.0000       18705.00       136.7662    
   194.0000       18632.00       136.4991    
   195.0000       18825.00       137.2042    
   196.0000       18580.00       136.3085    
   197.0000       18364.00       135.5138    
   198.0000       18329.00       135.3846    
   199.0000       18354.00       135.4769    
   200.0000       17370.00       131.7953    
   201.0000       16931.00       130.1192    
   202.0000       17832.00       133.5365    
   203.0000       18398.00       135.6392    
   204.0000       17660.00       132.8909    
   205.0000       17514.00       132.3405    
   206.0000       17393.00       131.8825    
   207.0000       18225.00       135.0000    
   208.0000       17562.00       132.5217    
   209.0000       18363.00       135.5101    
   210.0000       16199.00       127.2753    
   211.0000       16913.00       130.0500    
   212.0000       18150.00       134.7219    
   213.0000       17825.00       133.5103    
   214.0000       17483.00       132.2233    
   215.0000       17082.00       130.6981    
   216.0000       17287.00       131.4800    
   217.0000       17743.00       133.2029    
   218.0000       16444.00       128.2342    
   219.0000       15859.00       125.9325    
   220.0000       18678.00       136.6675    
   221.0000       17233.00       131.2745    
   222.0000       17449.00       132.0947    
   223.0000       18006.00       134.1864    
   224.0000       17465.00       132.1552    
   225.0000       17296.00       131.5143    
   226.0000       17434.00       132.0379    
   227.0000       18282.00       135.2110    
   228.0000       17760.00       133.2666    
   229.0000       19033.00       137.9601    
   230.0000       16689.00       129.1859    
   231.0000       17324.00       131.6207    
   232.0000       17862.00       133.6488    
   233.0000       17922.00       133.8731    
   234.0000       17686.00       132.9887    
   235.0000       17693.00       133.0150    
   236.0000       18073.00       134.4359    
   237.0000       17411.00       131.9507    
   238.0000       17308.00       131.5599    
   239.0000       15787.00       125.6463    
   240.0000       18616.00       136.4405    
   241.0000       18010.00       134.2013    
   242.0000       18992.00       137.8115    
   243.0000       18148.00       134.7145    
   244.0000       18158.00       134.7516    
   245.0000       18964.00       137.7098    
   246.0000       18285.00       135.2220    
   247.0000       18781.00       137.0438    
   248.0000       18096.00       134.5214    
   249.0000       19500.00       139.6424    
   250.0000       17600.00       132.6650    
   251.0000       18304.00       135.2923    
   252.0000       18840.00       137.2589    
   253.0000       18209.00       134.9407    
   254.0000       18523.00       136.0992    
   255.0000       18379.00       135.5692    
   256.0000       18564.00       136.2498    
   257.0000       18579.00       136.3048    
   258.0000       17127.00       130.8702    
   259.0000       15521.00       124.5833    
   260.0000       19384.00       139.2264    
   261.0000       19180.00       138.4919    
   262.0000       18819.00       137.1824    
   263.0000       19106.00       138.2245    
   264.0000       18979.00       137.7643    
   265.0000       19206.00       138.5857    
   266.0000       19554.00       139.8356    
   267.0000       20228.00       142.2252    
   268.0000       19282.00       138.8596    
   269.0000       20745.00       144.0312    
   270.0000       18381.00       135.5766    
   271.0000       18784.00       137.0547    
   272.0000       19778.00       140.6343    
   273.0000       19181.00       138.4955    
   274.0000       19433.00       139.4023    
   275.0000       18845.00       137.2771    
   276.0000       19617.00       140.0607    
   277.0000       18848.00       137.2880    
   278.0000       18706.00       136.7699    
   279.0000       15615.00       124.9600    
   280.0000       19665.00       140.2319    
   281.0000       19038.00       137.9783    
   282.0000       19293.00       138.8992    
   283.0000       19915.00       141.1205    
   284.0000       19293.00       138.8992    
   285.0000       19089.00       138.1629    
   286.0000       19441.00       139.4310    
   287.0000       20009.00       141.4532    
   288.0000       19215.00       138.6182    
   289.0000       20192.00       142.0986    
   290.0000       18695.00       136.7297    
   291.0000       18900.00       137.4773    
   292.0000       19443.00       139.4382    
   293.0000       18720.00       136.8210    
   294.0000       18826.00       137.2079    
   295.0000       19082.00       138.1376    
   296.0000       19155.00       138.4016    
   297.0000       18803.00       137.1240    
   298.0000       18150.00       134.7219    
   299.0000       17896.00       133.7759    
   300.0000       19625.00       140.0893    
   301.0000       18718.00       136.8137    
   302.0000       18761.00       136.9708    
   303.0000       18923.00       137.5609    
   304.0000       19075.00       138.1123    
   305.0000       18920.00       137.5500    
   306.0000       18513.00       136.0625    
   307.0000       18551.00       136.2021    
   308.0000       18308.00       135.3071    
   309.0000       19912.00       141.1099    
   310.0000       18005.00       134.1827    
   311.0000       18847.00       137.2844    
   312.0000       19319.00       138.9928    
   313.0000       18294.00       135.2553    
   314.0000       18506.00       136.0368    
   315.0000       17955.00       133.9963    
   316.0000       18194.00       134.8851    
   317.0000       18543.00       136.1727    
   318.0000       17646.00       132.8382    
   319.0000       16304.00       127.6871    
   320.0000       17306.00       131.5523    
   321.0000       17911.00       133.8320    
   322.0000       18400.00       135.6466    
   323.0000       18482.00       135.9485    
   324.0000       18168.00       134.7887    
   325.0000       18508.00       136.0441    
   326.0000       18099.00       134.5325    
   327.0000       18319.00       135.3477    
   328.0000       17595.00       132.6461    
   329.0000       19030.00       137.9493    
   330.0000       17360.00       131.7574    
   331.0000       17877.00       133.7049    
   332.0000       17850.00       133.6039    
   333.0000       17321.00       131.6093    
   334.0000       17314.00       131.5827    
   335.0000       17493.00       132.2611    
   336.0000       17127.00       130.8702    
   337.0000       17727.00       133.1428    
   338.0000       17425.00       132.0038    
   339.0000       16953.00       130.2037    
   340.0000       18812.00       137.1568    
   341.0000       17707.00       133.0677    
   342.0000       17711.00       133.0827    
   343.0000       18255.00       135.1111    
   344.0000       18503.00       136.0257    
   345.0000       19153.00       138.3944    
   346.0000       18224.00       134.9963    
   347.0000       18301.00       135.2812    
   348.0000       18358.00       135.4917    
   349.0000       19322.00       139.0036    
   350.0000       17074.00       130.6675    
   351.0000       17887.00       133.7423    
   352.0000       18537.00       136.1507    
   353.0000       17799.00       133.4129    
   354.0000       17907.00       133.8170    
   355.0000       18239.00       135.0518    
   356.0000       18907.00       137.5027    
   357.0000       18388.00       135.6024    
   358.0000       18279.00       135.1999    
   359.0000       19114.00       138.2534    
   360.0000       18733.00       136.8685    
   361.0000       17698.00       133.0338    
   362.0000       18146.00       134.7071    
   363.0000       18329.00       135.3846    
   364.0000       18332.00       135.3957    
   365.0000       18390.00       135.6097    
   366.0000       18547.00       136.1874    
   367.0000       18559.00       136.2314    
   368.0000       17986.00       134.1119    
   369.0000       19256.00       138.7660    
   370.0000       17105.00       130.7861    
   371.0000       17345.00       131.7004    
   372.0000       18685.00       136.6931    
   373.0000       18023.00       134.2498    
   374.0000       17922.00       133.8731    
   375.0000       18179.00       134.8295    
   376.0000       18419.00       135.7166    
   377.0000       18576.00       136.2938    
   378.0000       17829.00       133.5253    
   379.0000       16935.00       130.1346    
   380.0000       18509.00       136.0478    
   381.0000       17116.00       130.8281    
   382.0000       17637.00       132.8044    
   383.0000       18593.00       136.3562    
   384.0000       18353.00       135.4733    
   385.0000       18434.00       135.7719    
   386.0000       18503.00       136.0257    
   387.0000       18976.00       137.7534    
   388.0000       18093.00       134.5102    
   389.0000       19345.00       139.0863    
   390.0000       17685.00       132.9850    
   391.0000       18289.00       135.2368    
   392.0000       18421.00       135.7240    
   393.0000       17730.00       133.1541    
   394.0000       18320.00       135.3514    
   395.0000       18442.00       135.8013    
   396.0000       18581.00       136.3121    
   397.0000       18730.00       136.8576    
   398.0000       18065.00       134.4061    
   399.0000       18619.00       136.4515    
   400.0000       18587.00       136.3342    
   401.0000       18430.00       135.7571    
   402.0000       18293.00       135.2516    
   403.0000       18721.00       136.8247    
   404.0000       18912.00       137.5209    
   405.0000       19410.00       139.3198    
   406.0000       18776.00       137.0255    
   407.0000       18630.00       136.4918    
   408.0000       18175.00       134.8147    
   409.0000       19048.00       138.0145    
   410.0000       17150.00       130.9580    
   411.0000       18294.00       135.2553    
   412.0000       19142.00       138.3546    
   413.0000       18234.00       135.0333    
   414.0000       18627.00       136.4808    
   415.0000       18351.00       135.4659    
   416.0000       18504.00       136.0294    
   417.0000       18253.00       135.1037    
   418.0000       17233.00       131.2745    
   419.0000       17020.00       130.4607    
   420.0000       18797.00       137.1022    
   421.0000       18442.00       135.8013    
   422.0000       19068.00       138.0869    
   423.0000       19029.00       137.9456    
   424.0000       18193.00       134.8814    
   425.0000       19032.00       137.9565    
   426.0000       18809.00       137.1459    
   427.0000       19317.00       138.9856    
   428.0000       18602.00       136.3891    
   429.0000       19571.00       139.8964    
   430.0000       17617.00       132.7290    
   431.0000       18088.00       134.4916    
   432.0000       18953.00       137.6699    
   433.0000       18288.00       135.2331    
   434.0000       18392.00       135.6171    
   435.0000       18640.00       136.5284    
   436.0000       18500.00       136.0147    
   437.0000       18621.00       136.4588    
   438.0000       18755.00       136.9489    
   439.0000       17900.00       133.7909    
   440.0000       19134.00       138.3257    
   441.0000       18417.00       135.7092    
   442.0000       18097.00       134.5251    
   443.0000       18013.00       134.2125    
   444.0000       18322.00       135.3588    
   445.0000       18727.00       136.8466    
   446.0000       18560.00       136.2351    
   447.0000       18929.00       137.5827    
   448.0000       17999.00       134.1604    
   449.0000       19567.00       139.8821    
   450.0000       17675.00       132.9474    
   451.0000       17951.00       133.9813    
   452.0000       18255.00       135.1111    
   453.0000       18109.00       134.5697    
   454.0000       17964.00       134.0298    
   455.0000       18113.00       134.5845    
   456.0000       18449.00       135.8271    
   457.0000       18248.00       135.0852    
   458.0000       17896.00       133.7759    
   459.0000       16810.00       129.6534    
   460.0000       21124.00       145.3410    
   461.0000       17812.00       133.4616    
   462.0000       17905.00       133.8096    
   463.0000       18793.00       137.0876    
   464.0000       18494.00       135.9926    
   465.0000       18842.00       137.2662    
   466.0000       18266.00       135.1518    
   467.0000       18873.00       137.3790    
   468.0000       18167.00       134.7850    
   469.0000       19431.00       139.3951    
   470.0000       18055.00       134.3689    
   471.0000       18112.00       134.5808    
   472.0000       17971.00       134.0560    
   473.0000       18091.00       134.5028    
   474.0000       17985.00       134.1082    
   475.0000       18096.00       134.5214    
   476.0000       19205.00       138.5821    
   477.0000       18512.00       136.0588    
   478.0000       17937.00       133.9291    
   479.0000       18246.00       135.0778    
   480.0000       16630.00       128.9574    
   481.0000       18210.00       134.9444    
   482.0000       18427.00       135.7461    
   483.0000       18183.00       134.8444    
   484.0000       17737.00       133.1803    
   485.0000       17979.00       134.0858    
   486.0000       18121.00       134.6143    
   487.0000       18553.00       136.2094    
   488.0000       17744.00       133.2066    
   489.0000       19510.00       139.6782    
   490.0000       17585.00       132.6084    
   491.0000       17794.00       133.3941    
   492.0000       18350.00       135.4622    
   493.0000       18063.00       134.3987    
   494.0000       18286.00       135.2257    
   495.0000       18159.00       134.7553    
   496.0000       18214.00       134.9593    
   497.0000       18684.00       136.6894    
   498.0000       18064.00       134.4024    
   499.0000       18018.00       134.2311    
   500.0000       17982.00       134.0970    
   501.0000       17840.00       133.5665    
   502.0000       17826.00       133.5140    
   503.0000       17714.00       133.0939    
   504.0000       18300.00       135.2775    
   505.0000       18787.00       137.0657    
   506.0000       18371.00       135.5397    
   507.0000       18725.00       136.8393    
   508.0000       18016.00       134.2237    
   509.0000       19100.00       138.2027    
   510.0000       17408.00       131.9394    
   511.0000       18323.00       135.3625    
   512.0000       18404.00       135.6613    
   513.0000       17444.00       132.0757    
   514.0000       18370.00       135.5360    
   515.0000       18345.00       135.4437    
   516.0000       18556.00       136.2204    
   517.0000       18500.00       136.0147    
   518.0000       18321.00       135.3551    
   519.0000       18426.00       135.7424    
   520.0000       19700.00       140.3567    
   521.0000       17650.00       132.8533    
   522.0000       18304.00       135.2923    
   523.0000       18372.00       135.5434    
   524.0000       18233.00       135.0296    
   525.0000       18232.00       135.0259    
   526.0000       18473.00       135.9154    
   527.0000       18706.00       136.7699    
   528.0000       17574.00       132.5670    
   529.0000       19141.00       138.3510    
   530.0000       18064.00       134.4024    
   531.0000       18151.00       134.7256    
   532.0000       18303.00       135.2886    
   533.0000       18077.00       134.4507    
   534.0000       18075.00       134.4433    
   535.0000       17971.00       134.0560    
   536.0000       19009.00       137.8731    
   537.0000       18591.00       136.3488    
   538.0000       17906.00       133.8133    
   539.0000       17899.00       133.7871    
   540.0000       18811.00       137.1532    
   541.0000       18190.00       134.8703    
   542.0000       18356.00       135.4843    
   543.0000       18549.00       136.1947    
   544.0000       18555.00       136.2167    
   545.0000       18379.00       135.5692    
   546.0000       18744.00       136.9087    
   547.0000       18873.00       137.3790    
   548.0000       18158.00       134.7516    
   549.0000       19653.00       140.1892    
   550.0000       18048.00       134.3428    
   551.0000       18151.00       134.7256    
   552.0000       18688.00       136.7041    
   553.0000       18309.00       135.3108    
   554.0000       18581.00       136.3121    
   555.0000       18031.00       134.2796    
   556.0000       18474.00       135.9191    
   557.0000       18945.00       137.6408    
   558.0000       17700.00       133.0414    
   559.0000       16358.00       127.8984    
   560.0000       17947.00       133.9664    
   561.0000       17877.00       133.7049    
   562.0000       17915.00       133.8469    
   563.0000       18268.00       135.1592    
   564.0000       18266.00       135.1518    
   565.0000       18511.00       136.0551    
   566.0000       18724.00       136.8357    
   567.0000       18340.00       135.4253    
   568.0000       17542.00       132.4462    
   569.0000       19018.00       137.9058    
   570.0000       17101.00       130.7708    
   571.0000       17379.00       131.8294    
   572.0000       18484.00       135.9559    
   573.0000       18007.00       134.1902    
   574.0000       17849.00       133.6001    
   575.0000       17660.00       132.8909    
   576.0000       17857.00       133.6301    
   577.0000       18058.00       134.3801    
   578.0000       17184.00       131.0878    
   579.0000       14001.00       118.3258    
   580.0000       17624.00       132.7554    
   581.0000       17827.00       133.5178    
   582.0000       18074.00       134.4396    
   583.0000       18214.00       134.9593    
   584.0000       18108.00       134.5660    
   585.0000       18202.00       134.9148    
   586.0000       17646.00       132.8382    
   587.0000       18026.00       134.2609    
   588.0000       17308.00       131.5599    
   589.0000       18498.00       136.0074    
   590.0000       16543.00       128.6196    
   591.0000       16529.00       128.5652    
   592.0000       17582.00       132.5971    
   593.0000       16331.00       127.7928    
   594.0000       16674.00       129.1278    
   595.0000       17131.00       130.8855    
   596.0000       17465.00       132.1552    
   597.0000       16155.00       127.1023    
   598.0000       16399.00       128.0586    
   599.0000       15393.00       124.0685    
   600.0000       17404.00       131.9242    
   601.0000       16277.00       127.5813    
   602.0000       16294.00       127.6480    
   603.0000       16803.00       129.6264    
   604.0000       16555.00       128.6662    
   605.0000       16197.00       127.2674    
   606.0000       16079.00       126.8030    
   607.0000       16677.00       129.1395    
   608.0000       16390.00       128.0234    
   609.0000       16970.00       130.2690    
   610.0000       15398.00       124.0887    
   611.0000       16001.00       126.4951    
   612.0000       16376.00       127.9687    
   613.0000       15625.00       125.0000    
   614.0000       15539.00       124.6555    
   615.0000       15649.00       125.0960    
   616.0000       15560.00       124.7397    
   617.0000       15874.00       125.9921    
   618.0000       17921.00       133.8693    
   619.0000       18500.00       136.0147    
   620.0000       22409.00       149.6964    
   621.0000       18533.00       136.1360    
   622.0000       18793.00       137.0876    
   623.0000       18938.00       137.6154    
   624.0000       18670.00       136.6382    
   625.0000       18809.00       137.1459    
   626.0000       18539.00       136.1580    
   627.0000       19156.00       138.4052    
   628.0000       18062.00       134.3949    
   629.0000       19448.00       139.4561    
   630.0000       17305.00       131.5485    
   631.0000       17495.00       132.2687    
   632.0000       18634.00       136.5064    
   633.0000       17647.00       132.8420    
   634.0000       17907.00       133.8170    
   635.0000       17685.00       132.9850    
   636.0000       18126.00       134.6328    
   637.0000       18369.00       135.5323    
   638.0000       17929.00       133.8992    
   639.0000       17855.00       133.6226    
