 Q (1/Ang),Si-Si,Si-O ,O-O  
   3.80000 ,    -0.114686809917626E+01 ,    -0.107236657051311E+00 ,     0.162736463002010E+00 , 
   4.00000 ,    -0.184975203180292E+00 ,    -0.417010626473531E+00 ,     0.233480700894422E+00 , 
   4.20000 ,     0.383754797713744E+00 ,    -0.903717252547755E-01 ,    -0.192618579968939E+00 , 
   4.40000 ,     0.802819311995665E+00 ,     0.505917077800593E+00 ,    -0.656247677242016E+00 , 
   4.60000 ,     0.114673051619480E+01 ,     0.838101552524415E+00 ,    -0.784701337859516E+00 , 
   4.80000 ,     0.105649083058344E+01 ,     0.774978577759440E+00 ,    -0.538251157531129E+00 , 
   5.00000 ,     0.333762227813696E+00 ,     0.603859356919204E+00 ,    -0.570758917237619E-01 , 
   5.20000 ,    -0.584051194577007E+00 ,     0.590507282749224E+00 ,     0.487902800928286E+00 , 
   5.40000 ,    -0.100697485976130E+01 ,     0.655255218569868E+00 ,     0.876231731786863E+00 , 
   5.60000 ,    -0.741657326125437E+00 ,     0.524305052975827E+00 ,     0.877706715332911E+00 , 
   5.80000 ,    -0.232532292335458E+00 ,     0.123801533809295E+00 ,     0.465496928565031E+00 , 
   6.00000 ,     0.389040229771608E-01 ,    -0.287918035548703E+00 ,    -0.710110307570794E-01 , 
   6.20000 ,     0.802821254224650E-01 ,    -0.416496181379248E+00 ,    -0.369108391446760E+00 , 
   6.40000 ,     0.205751322186972E+00 ,    -0.293524893690407E+00 ,    -0.366456938354398E+00 , 
   6.60000 ,     0.485996273511354E+00 ,    -0.250530003727640E+00 ,    -0.329804017538285E+00 , 
   6.80000 ,     0.609350079762125E+00 ,    -0.510518374560261E+00 ,    -0.468477682695116E+00 , 
   7.00000 ,     0.316814376185985E+00 ,    -0.875389345279282E+00 ,    -0.620332991322216E+00 , 
   7.20000 ,    -0.204108830306319E+00 ,    -0.905360554645320E+00 ,    -0.436271425225714E+00 , 
   7.40000 ,    -0.500557308955510E+00 ,    -0.420279052882321E+00 ,     0.150264066435421E+00 , 
   7.60000 ,    -0.374021564438947E+00 ,     0.246389258676340E+00 ,     0.765077949732042E+00 , 
   7.80000 ,    -0.806112306494144E-01 ,     0.557904554173175E+00 ,     0.956657712032371E+00 , 
   8.00000 ,     0.126463098568245E-01 ,     0.328218947619543E+00 ,     0.641288047696731E+00 , 
   8.20000 ,    -0.135901054045802E+00 ,    -0.919038624339173E-01 ,     0.117439519031307E+00 , 
   8.40000 ,    -0.231711987499142E+00 ,    -0.202618564031421E+00 ,    -0.297050588861905E+00 , 
   8.60000 ,    -0.236006359856530E-01 ,     0.120526222429182E+00 ,    -0.517277634335006E+00 , 
   8.80000 ,     0.398132763149059E+00 ,     0.541225073076541E+00 ,    -0.584653343680731E+00 , 
   9.00000 ,     0.691575124777423E+00 ,     0.673490117143621E+00 ,    -0.473751072037406E+00 , 
   9.20000 ,     0.584108899418754E+00 ,     0.487638274162398E+00 ,    -0.148685655066799E+00 , 
   9.40000 ,     0.851194136144471E-01 ,     0.259926833200847E+00 ,     0.239205549102841E+00 , 
   9.60000 ,    -0.539797496308872E+00 ,     0.184031025558552E+00 ,     0.391725255536583E+00 , 
   9.80000 ,    -0.929335499614535E+00 ,     0.148992571702925E+00 ,     0.193190319546722E+00 , 
  10.00000 ,    -0.812334584930042E+00 ,    -0.593302397885444E-01 ,    -0.936473234891570E-01 , 
  10.20000 ,    -0.184733234108168E+00 ,    -0.421076442098770E+00 ,    -0.955698075732507E-01 , 
  10.40000 ,     0.606539886424126E+00 ,    -0.655388448114576E+00 ,     0.212358322347663E+00 , 
  10.60000 ,     0.102359337053368E+01 ,    -0.543175665136995E+00 ,     0.441992238926294E+00 , 
  10.80000 ,     0.736131449216095E+00 ,    -0.196297388703943E+00 ,     0.251162203432855E+00 , 
  11.00000 ,    -0.505263840790568E-01 ,     0.577412075235621E-01 ,    -0.220577554760826E+00 , 
  11.20000 ,    -0.704872410033536E+00 ,     0.294054866851250E-01 ,    -0.495715429442381E+00 , 
  11.40000 ,    -0.703520703544737E+00 ,    -0.162187570788291E+00 ,    -0.324567961681334E+00 , 
  11.60000 ,    -0.112967107001466E+00 ,    -0.271801885814693E+00 ,     0.249494007232664E-01 , 
  11.80000 ,     0.468880335302556E+00 ,    -0.203297394431861E+00 ,     0.115714967009628E+00 , 
  12.00000 ,     0.481674306643184E+00 ,    -0.491659472056568E-01 ,    -0.110008552452213E+00 , 
  12.20000 ,    -0.652629559826489E-01 ,     0.932946902430166E-01 ,    -0.270108742365142E+00 , 
  12.40000 ,    -0.612801732510644E+00 ,     0.240595917711229E+00 ,    -0.413151552764911E-01 , 
  12.60000 ,    -0.592910844605558E+00 ,     0.424547000005482E+00 ,     0.412791012472021E+00 , 
  12.80000 ,     0.352079539956233E-01 ,     0.554739151473889E+00 ,     0.617709760416110E+00 , 
  13.00000 ,     0.747115233555634E+00 ,     0.479000164279759E+00 ,     0.344247131689147E+00 , 
  13.20000 ,     0.923232918449627E+00 ,     0.189709358476137E+00 ,    -0.136800468334907E+00 , 
  13.40000 ,     0.387809425300987E+00 ,    -0.107904638518111E+00 ,    -0.388244909840510E+00 , 
  13.60000 ,    -0.449112848733384E+00 ,    -0.192943084423017E+00 ,    -0.292888320786614E+00 , 
  13.80000 ,    -0.944774183896870E+00 ,    -0.698891607942919E-01 ,    -0.110664039946674E+00 , 
  14.00000 ,    -0.752750833626654E+00 ,     0.449038369295304E-01 ,    -0.934363606346217E-01 , 
  14.20000 ,    -0.815816361710894E-01 ,    -0.196817248188901E-01 ,    -0.178222621143733E+00 , 
  14.40000 ,     0.517973332633277E+00 ,    -0.201722376089491E+00 ,    -0.126032260985142E+00 , 
  14.60000 ,     0.631974846799958E+00 ,    -0.307502636301288E+00 ,     0.119476920517106E+00 , 
  14.80000 ,     0.300975246567826E+00 ,    -0.256849966387685E+00 ,     0.337309859526064E+00 , 
  15.00000 ,    -0.902682099973639E-01 ,    -0.160230352094458E+00 ,     0.308647010249796E+00 , 
  15.20000 ,    -0.212283741857456E+00 ,    -0.148695262015949E+00 ,     0.928155128155002E-01 , 
  15.40000 ,    -0.764704066850195E-01 ,    -0.196131237302499E+00 ,    -0.558329725934836E-01 , 
  15.60000 ,     0.547608297352143E-01 ,    -0.165642926932787E+00 ,    -0.122794940730438E-01 , 
  15.80000 ,    -0.531452592226770E-02 ,    -0.536308826835810E-02 ,     0.731343310492664E-01 , 
  16.00000 ,    -0.174700983996547E+00 ,     0.174040640070966E+00 ,    -0.138775417556176E-01 , 
  16.20000 ,    -0.233472929085166E+00 ,     0.240315579503621E+00 ,    -0.258150628251203E+00 , 
  16.40000 ,    -0.940957815754726E-01 ,     0.205122800351058E+00 ,    -0.409212355873906E+00 , 
  16.60000 ,     0.110272239465342E+00 ,     0.192097569587881E+00 ,    -0.269225001213188E+00 , 
  16.80000 ,     0.199719743582254E+00 ,     0.254263409388729E+00 ,     0.731825661403438E-01 , 
  17.00000 ,     0.150707736427513E+00 ,     0.291034100540176E+00 ,     0.333038436342572E+00 , 
  17.20000 ,     0.848875473819307E-01 ,     0.182804201724516E+00 ,     0.325922353148828E+00 , 
  17.40000 ,     0.833463879248963E-01 ,    -0.309467256275788E-01 ,     0.132987709022445E+00 , 
  17.60000 ,     0.787636740186853E-01 ,    -0.170227233383627E+00 ,    -0.249166254772126E-01 , 
  17.80000 ,    -0.373229518434389E-01 ,    -0.120810241458408E+00 ,    -0.307495452608606E-01 , 
  18.00000 ,    -0.237802023406625E+00 ,     0.245253895092161E-01 ,     0.384038520221119E-01 , 
  18.20000 ,    -0.349218363029880E+00 ,     0.679490755179705E-01 ,     0.377802285715830E-01 , 
  18.40000 ,    -0.233448654932100E+00 ,    -0.682756659484120E-01 ,    -0.748455767546294E-01 , 
  18.60000 ,     0.509284500552226E-01 ,    -0.260695464778410E+00 ,    -0.207228656730467E+00 , 
  18.80000 ,     0.296098586129968E+00 ,    -0.334076796068525E+00 ,    -0.241088546704851E+00 , 
  19.00000 ,     0.343238671894963E+00 ,    -0.252222068581779E+00 ,    -0.144053855368233E+00 , 
  19.20000 ,     0.209851184393370E+00 ,    -0.128313878759895E+00 ,     0.186116746779807E-01 , 
  19.40000 ,     0.275193601657605E-01 ,    -0.658572434221543E-01 ,     0.153127418350303E+00 , 
  19.60000 ,    -0.105934567975477E+00 ,    -0.402509200339360E-01 ,     0.204225965884220E+00 , 
  19.80000 ,    -0.184374068251069E+00 ,     0.400707132792046E-01 ,     0.172631496814105E+00 , 
  20.00000 ,    -0.226487166895118E+00 ,     0.186789027957938E+00 ,     0.951818875481145E-01 , 
  20.20000 ,    -0.205709260801307E+00 ,     0.293089225213483E+00 ,     0.164737703507619E-01 , 
  20.40000 ,    -0.812166457589120E-01 ,     0.253695699326962E+00 ,    -0.349200935627243E-01 , 
  20.60000 ,     0.114419685145697E+00 ,     0.967505104590986E-01 ,    -0.598656682711151E-01 , 
  20.80000 ,     0.258557297467255E+00 ,    -0.315746392998736E-01 ,    -0.810057916266664E-01 , 
  21.00000 ,     0.237869547537063E+00 ,    -0.144485618629198E-01 ,    -0.113135414931749E+00 , 
  21.20000 ,     0.658034087497622E-01 ,     0.118609400225385E+00 ,    -0.137370274817911E+00 , 
  21.40000 ,    -0.113404009629305E+00 ,     0.225230376859486E+00 ,    -0.112375325335775E+00 , 
  21.60000 ,    -0.152055681050807E+00 ,     0.188826749169462E+00 ,    -0.208922706497113E-01 , 
  21.80000 ,    -0.386307750509987E-01 ,     0.184864499680303E-01 ,     0.958805537909508E-01 , 
  22.00000 ,     0.881996024817592E-01 ,    -0.174690760991022E+00 ,     0.162223516875237E+00 , 
  22.20000 ,     0.723872032298616E-01 ,    -0.280436123247881E+00 ,     0.136924148044922E+00 , 
  22.40000 ,    -0.995825124212539E-01 ,    -0.267317314261186E+00 ,     0.572598532911012E-01 , 
  22.60000 ,    -0.265790379056042E+00 ,    -0.180898704483753E+00 ,     0.367303207422499E-02 , 
  22.80000 ,    -0.228565626479583E+00 ,    -0.895011447546016E-01 ,     0.141993148394386E-01 , 
  23.00000 ,     0.492829459846667E-01 ,    -0.363007672149537E-01 ,     0.404386568115571E-01 , 
  23.20000 ,     0.376269744629219E+00 ,    -0.269275440133503E-01 ,     0.101458755813168E-02 , 
  23.40000 ,     0.475438096982271E+00 ,    -0.413503898485470E-01 ,    -0.118119300814293E+00 , 
  23.60000 ,     0.227674562608079E+00 ,    -0.488879335424589E-01 ,    -0.228206997862237E+00 , 
  23.80000 ,    -0.204633542119905E+00 ,    -0.208101924280275E-01 ,    -0.216593746002062E+00 , 
  24.00000 ,    -0.498526836913718E+00 ,     0.540680934740655E-01 ,    -0.634425185050270E-01 , 
  24.20000 ,    -0.437983435807114E+00 ,     0.154314797208723E+00 ,     0.129213699887620E+00 , 
  24.40000 ,    -0.903375586172762E-01 ,     0.228559497811746E+00 ,     0.230729883343249E+00 , 
  24.60000 ,     0.263013226710167E+00 ,     0.226998557566214E+00 ,     0.198992673495575E+00 , 
  24.80000 ,     0.369904767381424E+00 ,     0.144296305765099E+00 ,     0.995624262165181E-01 , 
  25.00000 ,     0.203067142834375E+00 ,     0.342410469826383E-01 ,     0.184024148119513E-01 , 
  25.20000 ,    -0.515807009172116E-01 ,    -0.276667769276245E-01 ,    -0.235325071669383E-01 , 
  25.40000 ,    -0.177227489864139E+00 ,    -0.880355021224860E-02 ,    -0.616008013591320E-01 , 
  25.60000 ,    -0.104578500743717E+00 ,     0.481130757871382E-01 ,    -0.114328165377002E+00 , 
  25.80000 ,     0.567237437948582E-01 ,     0.612102680571445E-01 ,    -0.148833366566406E+00 , 
  26.00000 ,     0.134960237892187E+00 ,    -0.147373912509469E-01 ,    -0.125585648841471E+00 , 
  26.20000 ,     0.478977044382171E-01 ,    -0.144350973723236E+00 ,    -0.540541905096691E-01 , 
  26.40000 ,    -0.132460046740409E+00 ,    -0.242054072202666E+00 ,     0.193909860265283E-01 , 
  26.60000 ,    -0.244084733276833E+00 ,    -0.246114680211398E+00 ,     0.710832036432732E-01 , 
  26.80000 ,    -0.172320295387535E+00 ,    -0.164937828120788E+00 ,     0.117912887834973E+00 , 
  27.00000 ,     0.492933448287938E-01 ,    -0.577438924699476E-01 ,     0.164687396765636E+00 , 
  27.20000 ,     0.259420409303308E+00 ,     0.207141912147290E-01 ,     0.161842333593376E+00 , 
  27.40000 ,     0.299629759586949E+00 ,     0.542183356335620E-01 ,     0.546897362794341E-01 , 
  27.60000 ,     0.146106126811286E+00 ,     0.560479032392037E-01 ,    -0.120851221709929E+00 , 
  27.80000 ,    -0.760718967643467E-01 ,     0.438964897347852E-01 ,    -0.229533074191563E+00 , 
  28.00000 ,    -0.209242211200167E+00 ,     0.316435899873462E-01 ,    -0.162587449670522E+00 , 
  28.20000 ,    -0.196711297069247E+00 ,     0.362482068255282E-01 ,     0.286912180893132E-01 , 
  28.40000 ,    -0.105165259471950E+00 ,     0.742314242215664E-01 ,     0.159390019888323E+00 , 
  28.60000 ,    -0.274967005646271E-01 ,     0.140442222875673E+00 ,     0.961036798423087E-01 , 
  28.80000 ,     0.157338043411199E-01 ,     0.195181743356531E+00 ,    -0.937555185037925E-01 , 
  29.00000 ,     0.674562614649278E-01 ,     0.186643580440000E+00 ,    -0.202606390585453E+00 , 
  29.20000 ,     0.143160895915835E+00 ,     0.973459327267555E-01 ,    -0.992161215423693E-01 , 
  29.40000 ,     0.182482852112765E+00 ,    -0.304779681870565E-01 ,     0.131279671268570E+00 , 
  29.60000 ,     0.112847286098986E+00 ,    -0.122408813674999E+00 ,     0.275357114664743E+00 , 
  29.80000 ,    -0.485167449542319E-01 ,    -0.133128433575561E+00 ,     0.208407307513144E+00 , 
  30.00000 ,    -0.184211488857908E+00 ,    -0.852823321234445E-01 ,     0.762521165522748E-02 , 
  30.20000 ,    -0.185088120075627E+00 ,    -0.468729689599428E-01 ,    -0.147042747768121E+00 , 
  30.40000 ,    -0.625009398782140E-01 ,    -0.658871548678457E-01 ,    -0.158595637070371E+00 , 
  30.60000 ,     0.623064772694478E-01 ,    -0.123943867107028E+00 ,    -0.838876157064594E-01 , 
  30.80000 ,     0.832712830022822E-01 ,    -0.155105558153110E+00 ,    -0.361968974663822E-01 , 
  31.00000 ,     0.138697712158185E-01 ,    -0.113048572221317E+00 ,    -0.512834932520516E-01 , 
  31.20000 ,    -0.392542619276382E-01 ,    -0.198008213124391E-01 ,    -0.658333170308696E-01 , 
  31.40000 ,     0.124311455100477E-02 ,     0.549658985516998E-01 ,    -0.115825520527256E-01 , 
  31.60000 ,     0.996424817750542E-01 ,     0.645100788622433E-01 ,     0.971087441152589E-01 , 
  31.80000 ,     0.147255318953962E+00 ,     0.317548280080450E-01 ,     0.177344576617181E+00 , 
  32.00000 ,     0.765433588763958E-01 ,     0.215222773859312E-01 ,     0.164150621120352E+00 , 
  32.20000 ,    -0.714969051251782E-01 ,     0.679148059585874E-01 ,     0.691414745227761E-01 , 
  32.40000 ,    -0.188067401027791E+00 ,     0.136916523938191E+00 ,    -0.413364857725266E-01 , 
  32.60000 ,    -0.193825428124532E+00 ,     0.165322336715300E+00 ,    -0.110018062381396E+00 , 
  32.80000 ,    -0.955346529562255E-01 ,     0.130076056813309E+00 ,    -0.125118879447233E+00 , 
  33.00000 ,     0.386684566031943E-01 ,     0.677983607684928E-01 ,    -0.106077890971568E+00 , 
  33.20000 ,     0.141928954093183E+00 ,     0.248572810207387E-01 ,    -0.709994494773090E-01 , 
  33.40000 ,     0.183155414786452E+00 ,     0.222524521232254E-02 ,    -0.244041095728564E-01 , 
  33.60000 ,     0.156796697273259E+00 ,    -0.359502542479286E-01 ,     0.306439301823857E-01 , 
  33.80000 ,     0.657221566165250E-01 ,    -0.102668431456935E+00 ,     0.797463569504501E-01 , 
  34.00000 ,    -0.688603395129253E-01 ,    -0.156556786805692E+00 ,     0.102062555837178E+00 , 
  34.20000 ,    -0.187761982694097E+00 ,    -0.144314263455461E+00 ,     0.873459710326247E-01 , 
  34.40000 ,    -0.211461422621080E+00 ,    -0.687763316128728E-01 ,     0.459083527695023E-01 , 
  34.60000 ,    -0.104762942374510E+00 ,     0.262612566698057E-02 ,     0.509849240751166E-03 , 
  34.80000 ,     0.697514384432645E-01 ,     0.520246999029528E-02 ,    -0.318156944370598E-01 , 
  35.00000 ,     0.181586009992880E+00 ,    -0.549874892435180E-01 ,    -0.497088854823548E-01 , 
  35.20000 ,     0.142166427121758E+00 ,    -0.108998548473500E+00 ,    -0.598103064859366E-01 , 
  35.40000 ,    -0.415128893629321E-02 ,    -0.964379414480356E-01 ,    -0.618616335679289E-01 , 
  35.60000 ,    -0.110551213013159E+00 ,    -0.188431371408979E-01 ,    -0.463164126210980E-01 , 
  35.80000 ,    -0.683318989525927E-01 ,     0.760243141467847E-01 ,    -0.990962967199737E-02 , 
  36.00000 ,     0.770076135968760E-01 ,     0.145903655981197E+00 ,     0.297628450388758E-01 , 
  36.20000 ,     0.161435365692299E+00 ,     0.177843279892373E+00 ,     0.439653263025419E-01 , 
  36.40000 ,     0.677871420630796E-01 ,     0.171254330039068E+00 ,     0.232984405921624E-01 , 
  36.60000 ,    -0.143275807763723E+00 ,     0.122521697944927E+00 ,    -0.469443691519705E-02 , 
  36.80000 ,    -0.277889286195003E+00 ,     0.394084507127192E-01 ,     0.175499657196805E-02 , 
  37.00000 ,    -0.193954068397898E+00 ,    -0.416385812076224E-01 ,     0.516788848061159E-01 , 
  37.20000 ,     0.566136084449307E-01 ,    -0.744427315141774E-01 ,     0.100270855856013E+00 , 
  37.40000 ,     0.271610845142645E+00 ,    -0.470272622545993E-01 ,     0.843142490332098E-01 , 
  37.60000 ,     0.283696242071001E+00 ,     0.241902710361083E-02 ,    -0.138940345546608E-01 , 
  37.80000 ,     0.103955858367760E+00 ,     0.215445034085259E-01 ,    -0.137666450071515E+00 , 
  38.00000 ,    -0.107496645668287E+00 ,    -0.805087268398258E-02 ,    -0.196042984102600E+00 , 
  38.20000 ,    -0.197701043967295E+00 ,    -0.638760919569724E-01 ,    -0.139785883978725E+00 , 
  38.40000 ,    -0.143546120390370E+00 ,    -0.115559112692377E+00 ,    -0.406527714231524E-02 , 
  38.60000 ,    -0.365726693316182E-01 ,    -0.148873208000185E+00 ,     0.120452364098453E+00 , 
  38.80000 ,     0.271845999432916E-01 ,    -0.154621210522316E+00 ,     0.160683703278664E+00 , 
  39.00000 ,     0.299277393086007E-01 ,    -0.113660367035956E+00 ,     0.113726036395121E+00 , 
  39.20000 ,     0.186861865163103E-01 ,    -0.163233199492459E-01 ,     0.367658556268212E-01 , 
  39.40000 ,     0.344972312197705E-01 ,     0.102399259316677E+00 ,    -0.108247352082245E-01 , 
  39.60000 ,     0.677809894987328E-01 ,     0.169722670792308E+00 ,    -0.183030311878119E-01 , 
  39.80000 ,     0.771482648857165E-01 ,     0.138356571689722E+00 ,    -0.220465880948555E-01 , 
  40.00000 ,     0.386505379317061E-01 ,     0.424269683821517E-01 ,    -0.560766152632796E-01 , 
  40.20000 ,    -0.286751274850034E-01 ,    -0.255347037110845E-01 ,    -0.105556436672585E+00 , 
  40.40000 ,    -0.808705126087821E-01 ,    -0.310020434162323E-02 ,    -0.114276963028912E+00 , 
  40.60000 ,    -0.873521728683669E-01 ,     0.806377758927239E-01 ,    -0.447630590355916E-01 , 
  40.80000 ,    -0.534001971516026E-01 ,     0.137537052632432E+00 ,     0.691678337494965E-01 , 
  41.00000 ,    -0.102009256894006E-01 ,     0.109943347304829E+00 ,     0.139784182242878E+00 , 
  41.20000 ,     0.155258285663475E-01 ,     0.208753946420214E-01 ,     0.106934556549377E+00 , 
  41.40000 ,     0.242344192456548E-01 ,    -0.606846413941365E-01 ,     0.357948531705452E-02 , 
  41.60000 ,     0.373893498271489E-01 ,    -0.902954757001367E-01 ,    -0.698673672052487E-01 , 
  41.80000 ,     0.672406189208804E-01 ,    -0.778462441648892E-01 ,    -0.455066747707079E-01 , 
  42.00000 ,     0.928646475967249E-01 ,    -0.595609405340833E-01 ,     0.401352635399735E-01 , 
  42.20000 ,     0.720934624468199E-01 ,    -0.582011803933100E-01 ,     0.831378091332805E-01 , 
  42.40000 ,    -0.143660528663866E-01 ,    -0.727397103467258E-01 ,     0.235356847921127E-01 , 
  42.60000 ,    -0.127843889151446E+00 ,    -0.906479802903577E-01 ,    -0.882690055639600E-01 , 
  42.80000 ,    -0.187513812904493E+00 ,    -0.957816332603008E-01 ,    -0.143538084456848E+00 , 
  43.00000 ,    -0.133935814788215E+00 ,    -0.698209669791572E-01 ,    -0.891521302887890E-01 , 
  43.20000 ,     0.130375135082400E-01 ,    -0.478971059794915E-02 ,     0.210867256096560E-01 , 
  43.40000 ,     0.158427647616600E+00 ,     0.769722704861499E-01 ,     0.901086532558120E-01 , 
  43.60000 ,     0.202131680312649E+00 ,     0.126523185714405E+00 ,     0.793795790645560E-01 , 
  43.80000 ,     0.117838372788217E+00 ,     0.108984281681361E+00 ,     0.350348614217067E-01 , 
  44.00000 ,    -0.268377789297669E-01 ,     0.441053989855417E-01 ,     0.186603628480407E-01 , 
