 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
   1.66600 ,     0.803861261136773E+01 ,    -0.152463662563855E+02 ,    -0.568723548491569E+01 ,     0.806130468123200E+01 ,     0.484425262731782E+01 ,    -0.101709063289778E+01 , 
   1.68600 ,     0.661400912297083E+01 ,    -0.123021136313826E+02 ,    -0.537335766796073E+01 ,     0.663634733752356E+01 ,     0.371442207549533E+01 ,    -0.130578007114059E+01 , 
   1.70600 ,     0.516251855743365E+01 ,    -0.917395215510826E+01 ,    -0.490785916349833E+01 ,     0.518482853945601E+01 ,     0.256652704780184E+01 ,    -0.150156854020260E+01 , 
   1.72600 ,     0.373211154328156E+01 ,    -0.607281644315693E+01 ,    -0.430343521450165E+01 ,     0.375442972858539E+01 ,     0.147692856975094E+01 ,    -0.159561278573097E+01 , 
   1.74600 ,     0.235148688863222E+01 ,    -0.319858163747073E+01 ,    -0.358031144354817E+01 ,     0.237346891038921E+01 ,     0.513593348261970E+00 ,    -0.159077871685165E+01 , 
   1.76600 ,     0.103127326484955E+01 ,    -0.725087098152377E+00 ,    -0.276575323491290E+01 ,     0.105214597924048E+01 ,    -0.268679331483844E+00 ,    -0.150097347467495E+01 , 
   1.78600 ,    -0.232479086991927E+00 ,     0.121257137040366E+01 ,    -0.189310051913412E+01 ,    -0.213912652495543E+00 ,    -0.831877772621859E+00 ,    -0.134936904562882E+01 , 
   1.80600 ,    -0.145302943701851E+01 ,     0.252750863136052E+01 ,    -0.100034552091441E+01 ,    -0.143832790202780E+01 ,    -0.115700816471431E+01 ,    -0.116569955073732E+01 , 
   1.82600 ,    -0.264659798491544E+01 ,     0.318657396182805E+01 ,    -0.128307789392396E+00 ,    -0.263756357917921E+01 ,    -0.124481242969538E+01 ,    -0.982902817007002E+00 , 
   1.84600 ,    -0.382574535610972E+01 ,     0.321155196565135E+01 ,     0.681503117363612E+00 ,    -0.382425729824259E+01 ,    -0.111497061956862E+01 ,    -0.833439675743653E+00 , 
   1.86600 ,    -0.499331308299471E+01 ,     0.267601140893182E+01 ,     0.138921483745153E+01 ,    -0.500112518589953E+01 ,    -0.803900194543852E+00 ,    -0.745655811653420E+00 , 
   1.88600 ,    -0.613769600679372E+01 ,     0.169812114291556E+01 ,     0.195896190657791E+01 ,    -0.615621595774624E+01 ,    -0.361366795933482E+00 ,    -0.740547976530529E+00 , 
   1.90600 ,    -0.723007482659320E+01 ,     0.430070483021935E+00 ,     0.236113556076268E+01 ,    -0.726014583232964E+01 ,     0.153797008310699E+00 ,    -0.829259209676702E+00 , 
   1.92600 ,    -0.822402784435754E+01 ,    -0.955006207690024E+00 ,     0.257434828606641E+01 ,    -0.826573479476943E+01 ,     0.678512549768157E+00 ,    -0.101155973615011E+01 , 
   1.94600 ,    -0.905768605643360E+01 ,    -0.227751517799586E+01 ,     0.258695802784212E+01 ,    -0.911020780745399E+01 ,     0.115043610663764E+01 ,    -0.127547763555989E+01 , 
   1.96600 ,    -0.965832035493332E+01 ,    -0.336611861088198E+01 ,     0.239802055149779E+01 ,    -0.971984710056038E+01 ,     0.151272378925463E+01 ,    -0.159813465056763E+01 , 
   1.98600 ,    -0.994898102825405E+01 ,    -0.407150131418098E+01 ,     0.201757424936550E+01 ,    -0.100167111513736E+02 ,     0.171823513040244E+01 ,    -0.194772760374819E+01 , 
   2.00600 ,    -0.985657475566483E+01 ,    -0.427810848871166E+01 ,     0.146620747246867E+01 ,    -0.992679933136585E+01 ,     0.173288606957103E+01 ,    -0.228648538848063E+01 , 
   2.02600 ,    -0.932058655543397E+01 ,    -0.391295850364591E+01 ,     0.773910970759660E+00 ,    -0.938886230831730E+01 ,     0.153793698562407E+01 ,    -0.257433561985718E+01 , 
   2.04600 ,    -0.830155199822352E+01 ,    -0.295088852200713E+01 ,    -0.217267960119519E-01 ,    -0.836295559532166E+01 ,     0.113108890125291E+01 ,    -0.277294272740007E+01 , 
   2.06600 ,    -0.678836965403582E+01 ,    -0.141589234744879E+01 ,    -0.877870376420256E+00 ,    -0.683781843534604E+01 ,     0.526353696148656E+00 ,    -0.284973740902983E+01 , 
   2.08600 ,    -0.480361820839704E+01 ,     0.621466703316681E+00 ,    -0.174917607993512E+01 ,    -0.483623552617427E+01 ,    -0.247245149266230E+00 ,    -0.278155009856101E+01 , 
   2.10600 ,    -0.240620142624733E+01 ,     0.305026689526260E+01 ,    -0.259072460706934E+01 ,    -0.241769934802526E+01 ,    -0.114800281545452E+01 ,    -0.255748948107688E+01 , 
   2.12600 ,     0.309126452236187E+00 ,     0.572847541567174E+01 ,    -0.336093154433273E+01 ,     0.322077661882175E+00 ,    -0.212468840568814E+01 ,    -0.218076896592441E+01 , 
   2.14600 ,     0.321552270086004E+01 ,     0.849441219450014E+01 ,    -0.402421467109164E+01 ,     0.325496976619113E+01 ,    -0.312027028451280E+01 ,    -0.166927420482095E+01 , 
   2.16600 ,     0.616096897235097E+01 ,     0.111794512538750E+02 ,    -0.455320997197830E+01 ,     0.622742508877051E+01 ,    -0.407592881193132E+01 ,    -0.105477544220569E+01 , 
   2.18600 ,     0.897789760359283E+01 ,     0.136209060510770E+02 ,    -0.493035884863606E+01 ,     0.907019137628594E+01 ,    -0.493506796171558E+01 ,    -0.380810013638514E+00 , 
   2.20600 ,     0.114948245990637E+02 ,     0.156740596877861E+02 ,    -0.514873540274061E+01 ,     0.116100667404244E+02 ,    -0.564705245314186E+01 ,     0.300618090241552E+00 , 
   2.22600 ,     0.135490704635294E+02 ,     0.172224010562631E+02 ,    -0.521204149783407E+01 ,     0.136827477896589E+02 ,    -0.617043065466525E+01 ,     0.933263874162165E+00 , 
   2.24600 ,     0.149995159796184E+02 ,     0.181853035795108E+02 ,    -0.513376406537007E+01 ,     0.151457122502486E+02 ,    -0.647545192474509E+01 ,     0.146144450688007E+01 , 
   2.26600 ,     0.157382977941960E+02 ,     0.185226175921631E+02 ,    -0.493555839863763E+01 ,     0.158900305168428E+02 ,    -0.654574568019352E+01 ,     0.183501145304304E+01 , 
   2.28600 ,     0.157004039313111E+02 ,     0.182359193621212E+02 ,    -0.464498714730901E+01 ,     0.158500562748664E+02 ,    -0.637909333968867E+01 ,     0.201405708373159E+01 , 
   2.30600 ,     0.148702789315894E+02 ,     0.173664452826966E+02 ,    -0.429280162209036E+01 ,     0.150100972376811E+02 ,    -0.598728838996664E+01 ,     0.197293308526216E+01 , 
   2.32600 ,     0.132847804811765E+02 ,     0.159900142516912E+02 ,    -0.390999465400385E+01 ,     0.134074013130325E+02 ,    -0.539513956387943E+01 ,     0.170320705202738E+01 , 
   2.34600 ,     0.110321247916313E+02 ,     0.142094815811796E+02 ,    -0.352487848648055E+01 ,     0.111310916564477E+02 ,    -0.463872361980860E+01 ,     0.121526624685797E+01 , 
   2.36600 ,     0.824679136502093E+01 ,     0.121454543072320E+02 ,    -0.316044432128507E+01 ,     0.831702060970709E+01 ,    -0.376303454837475E+01 ,     0.538386952744705E+00 , 
   2.38600 ,     0.510070017850838E+01 ,     0.992611595895234E+01 ,    -0.283224123951873E+01 ,     0.513885825518396E+01 ,    -0.281920338643766E+01 ,    -0.280784965037671E+00 , 
   2.40600 ,     0.179129568665928E+01 ,     0.767705043838153E+01 ,    -0.254697220673205E+01 ,     0.179605589786536E+01 ,    -0.186147651472024E+01 ,    -0.118126243398455E+01 , 
   2.42600 ,    -0.147255612853604E+01 ,     0.551191825844918E+01 ,    -0.230194654246021E+01 ,    -0.150040055924213E+01 ,    -0.944140762479379E+00 ,    -0.209204479371226E+01 , 
   2.44600 ,    -0.448575350485670E+01 ,     0.352472943113641E+01 ,    -0.208545607016149E+01 ,    -0.454333228229160E+01 ,    -0.118572188193531E+00 ,    -0.293742068454642E+01 , 
   2.46600 ,    -0.706201732829722E+01 ,     0.178428746124699E+01 ,    -0.187806199453847E+01 ,    -0.714458187237687E+01 ,     0.569435873373270E+00 ,    -0.364283344472799E+01 , 
   2.48600 ,    -0.904760823118402E+01 ,     0.331164914744560E+00 ,    -0.165469809618526E+01 ,    -0.914887386294947E+01 ,     0.108193845325683E+01 ,    -0.414084081836023E+01 , 
   2.50600 ,    -0.103325877274828E+02 ,    -0.822666897576083E+00 ,    -0.138742013365139E+01 ,    -0.104451948810120E+02 ,     0.139060427656578E+01 ,    -0.437668376852210E+01 , 
   2.52600 ,    -0.108587035776358E+02 ,    -0.169167163411222E+01 ,    -0.104856817053968E+01 ,    -0.109747635631917E+02 ,     0.147792157869147E+01 ,    -0.431300247368847E+01 , 
   2.54600 ,    -0.106232536341223E+02 ,    -0.231238327958565E+01 ,    -0.614063796823594E+00 ,    -0.107349370032658E+02 ,     0.133781930698503E+01 ,    -0.393329962783508E+01 , 
   2.56600 ,    -0.967861251793618E+01 ,    -0.273736363273627E+01 ,    -0.665423716727011E-01 ,    -0.977873392394948E+01 ,     0.975709951390954E+00 ,    -0.324384715131086E+01 , 
   2.58600 ,    -0.812746346009815E+01 ,    -0.302813094351233E+01 ,     0.601975885567354E+00 ,    -0.821001649103849E+01 ,     0.407987343845126E+00 ,    -0.227385464857850E+01 , 
   2.60600 ,    -0.611413285647216E+01 ,    -0.324777355411156E+01 ,     0.138814238746200E+01 ,    -0.617473175800928E+01 ,    -0.338965301255018E+00 ,    -0.107385646918984E+01 , 
   2.62600 ,    -0.381274705839178E+01 ,    -0.345395957794586E+01 ,     0.227627663962287E+01 ,    -0.384893934696019E+01 ,    -0.123018541114896E+01 ,     0.287582329140712E+00 , 
   2.64600 ,    -0.141319203869612E+01 ,    -0.369298547313717E+01 ,     0.323844060543652E+01 ,    -0.142461620407748E+01 ,    -0.222387638866289E+01 ,     0.172860428662820E+01 , 
   2.66600 ,     0.893965515508982E+00 ,    -0.399538104958770E+01 ,     0.423563983159667E+01 ,     0.905590511062964E+00 ,    -0.327339927138757E+01 ,     0.315988697897476E+01 , 
   2.68600 ,     0.293235755436489E+01 ,    -0.437341925423241E+01 ,     0.522010370695896E+01 ,     0.296341047563663E+01 ,    -0.432941955553971E+01 ,     0.449111419377796E+01 , 
   2.70600 ,     0.455328168422607E+01 ,    -0.482068299869910E+01 ,     0.613850140976110E+01 ,     0.459857047886019E+01 ,    -0.534211902434639E+01 ,     0.563759078575773E+01 , 
   2.72600 ,     0.564667086101874E+01 ,    -0.531363740788799E+01 ,     0.693586320631479E+01 ,     0.569989003566649E+01 ,    -0.626338575248552E+01 ,     0.652648667362350E+01 , 
   2.74600 ,     0.614869962638935E+01 ,    -0.581496354374247E+01 ,     0.755990653369284E+01 ,     0.620297547256256E+01 ,    -0.704890041806437E+01 ,     0.710222244206982E+01 , 
   2.76600 ,     0.604545149968826E+01 ,    -0.627824674729426E+01 ,     0.796541926321935E+01 ,     0.609392947248945E+01 ,    -0.766004315459915E+01 ,     0.733057535695145E+01 , 
   2.78600 ,     0.537240943120517E+01 ,    -0.665349394647390E+01 ,     0.811833343819282E+01 ,     0.540883416404458E+01 ,    -0.806555217855400E+01 ,     0.720118491507620E+01 , 
   2.80600 ,     0.420988581789481E+01 ,    -0.689288983299190E+01 ,     0.799913409549243E+01 ,     0.422912462356730E+01 ,    -0.824287333269926E+01 ,     0.672826316687837E+01 , 
   2.82600 ,     0.267484989507450E+01 ,    -0.695619660422759E+01 ,     0.760528948163451E+01 ,     0.267331518382148E+01 ,    -0.817914868145662E+01 ,     0.594945669737118E+01 , 
   2.84600 ,     0.909909089083178E+00 ,    -0.681525515772277E+01 ,     0.695245844045193E+01 ,     0.885843589148874E+00 ,    -0.787180268278578E+01 ,     0.492295280352795E+01 , 
   2.86600 ,    -0.929568237099940E+00 ,    -0.645715082265300E+01 ,     0.607432293697534E+01 ,    -0.975967920706283E+00 ,    -0.732869655789890E+01 ,     0.372306024560140E+01 , 
   2.88600 ,    -0.268905760996401E+01 ,    -0.588575265024610E+01 ,     0.502100148933303E+01 ,    -0.275568968426314E+01 ,    -0.656783551323116E+01 ,     0.243461384024338E+01 , 
   2.90600 ,    -0.422803505509570E+01 ,    -0.512150696428636E+01 ,     0.385611410464001E+01 ,    -0.431110912968815E+01 ,    -0.561662948488526E+01 ,     0.114664256864342E+01 , 
   2.92600 ,    -0.543156673135368E+01 ,    -0.419954603421809E+01 ,     0.265268174596934E+01 ,    -0.552596926487130E+01 ,    -0.451072586550151E+01 ,    -0.542043646232275E-01 , 
   2.94600 ,    -0.621936570218577E+01 ,    -0.316634353086572E+01 ,     0.148814395751361E+01 ,    -0.631914207375651E+01 ,    -0.329245173133332E+01 ,    -0.108996417003969E+01 , 
   2.96600 ,    -0.655158444167885E+01 ,    -0.207529313902974E+01 ,     0.438858375642787E+00 ,    -0.665049491679780E+01 ,    -0.200892260544330E+01 ,    -0.189691630777680E+01 , 
   2.98600 ,    -0.643090655839699E+01 ,    -0.981691331854192E+00 ,    -0.425501694905486E+00 ,    -0.652300655714697E+01 ,    -0.709893696532498E+00 ,    -0.242996822113239E+01 , 
   3.00600 ,    -0.590083021744178E+01 ,     0.623401001827922E-01 ,    -0.104721565413888E+01 ,    -0.598102271855734E+01 ,     0.554553427524373E+00 ,    -0.266554870206350E+01 , 
   3.02600 ,    -0.504036982609929E+01 ,     0.101245661605044E+01 ,    -0.138502916069473E+01 ,    -0.510487973578782E+01 ,     0.173638199739688E+01 ,    -0.260280832223483E+01 , 
   3.04600 ,    -0.395571252319534E+01 ,     0.183573847888612E+01 ,    -0.141754184729061E+01 ,    -0.400243928934692E+01 ,     0.279191309351907E+01 ,    -0.226306263782187E+01 , 
   3.06600 ,    -0.276962506379518E+01 ,     0.251300704559276E+01 ,    -0.114517908698721E+01 ,    -0.279834021794355E+01 ,     0.368396117944902E+01 ,    -0.168755354225750E+01 , 
   3.08600 ,    -0.160959271939772E+01 ,     0.303957564665021E+01 ,    -0.590563742491576E+00 ,    -0.162196251980300E+01 ,     0.438367582415437E+01 ,    -0.933735856981758E+00 , 
   3.10600 ,    -0.595769328895125E+00 ,     0.342436697372230E+01 ,     0.202773209157778E+00 ,    -0.595198113247555E+00 ,     0.487198348316890E+01 ,    -0.704094522905390E-01 , 
   3.12600 ,     0.170180943706899E+00 ,     0.368750225755842E+01 ,     0.117327416598146E+01 ,     0.178875041642970E+00 ,     0.514054038040006E+01 ,     0.827897046416453E+00 , 
   3.14600 ,     0.614363339890008E+00 ,     0.385663079636868E+01 ,     0.224563272707017E+01 ,     0.625413406318749E+00 ,     0.519213114528967E+01 ,     0.168683315709847E+01 , 
   3.16600 ,     0.697246575496705E+00 ,     0.396240514001468E+01 ,     0.333615905551488E+01 ,     0.704502668569021E+00 ,     0.504047681875201E+01 ,     0.243795218952278E+01 , 
   3.18600 ,     0.417012933577685E+00 ,     0.403360354197259E+01 ,     0.435883410951026E+01 ,     0.414558826956570E+00 ,     0.470944857327251E+01 ,     0.302380801658368E+01 , 
   3.20600 ,    -0.190598555939481E+00 ,     0.409244714708458E+01 ,     0.523159498298135E+01 ,    -0.207832870102134E+00 ,     0.423171804245229E+01 ,     0.340203525925836E+01 , 
   3.22600 ,    -0.105590337922241E+01 ,     0.415064965687071E+01 ,     0.588237047159891E+01 ,    -0.109158933497287E+01 ,     0.364690931693734E+01 ,     0.354811531164875E+01 , 
   3.24600 ,    -0.208197734997708E+01 ,     0.420667217768198E+01 ,     0.625440110263956E+01 ,    -0.213794723093665E+01 ,     0.299934913876136E+01 ,     0.345664311448041E+01 , 
   3.26600 ,    -0.315382467528375E+01 ,     0.424454129610408E+01 ,     0.631043039737122E+01 ,    -0.322978551649584E+01 ,     0.233553839700235E+01 ,     0.314103482706003E+01 , 
   3.28600 ,    -0.414916229985002E+01 ,     0.423443473422689E+01 ,     0.603544014539930E+01 ,    -0.424259409173737E+01 ,     0.170148772980162E+01 ,     0.263174406510097E+01 , 
   3.30600 ,    -0.494983788339280E+01 ,     0.413506073905655E+01 ,     0.543771524486709E+01 ,    -0.505609014930055E+01 ,     0.114007131756869E+01 ,     0.197317366482653E+01 , 
   3.32600 ,    -0.545285044392948E+01 ,     0.389767175375483E+01 ,     0.454815422785548E+01 ,    -0.556543397360931E+01 ,     0.688554796412331E+00 ,     0.121957135627086E+01 , 
   3.34600 ,    -0.557998616736395E+01 ,     0.347137796449253E+01 ,     0.341787944598813E+01 ,    -0.569103935846961E+01 ,     0.376445247239668E+00 ,     0.430273275777404E+00 , 
   3.36600 ,    -0.528521246124475E+01 ,     0.280927932404489E+01 ,     0.211433487014427E+01 ,    -0.538610587298981E+01 ,     0.223793716753461E+00 ,    -0.335296805386286E+00 , 
   3.38600 ,    -0.455917870465629E+01 ,     0.187483051995459E+01 ,     0.716178651328344E+00 ,    -0.464120848013809E+01 ,     0.240054661072506E+00 ,    -0.102245531743848E+01 , 
   3.40600 ,    -0.343043352578190E+01 ,     0.647803124041836E+00 ,    -0.692627745080793E+00 ,    -0.348554547828517E+01 ,     0.423573639369940E+00 ,    -0.158552191632581E+01 , 
   3.42600 ,    -0.196326227020518E+01 ,    -0.870781075505187E+00 ,    -0.202906964131656E+01 ,    -0.198474450090209E+01 ,     0.761736597147192E+00 ,    -0.199118303743882E+01 , 
   3.44600 ,    -0.252348408976988E+00 ,    -0.265530129374916E+01 ,    -0.321717932533303E+01 ,    -0.235431756889991E+00 ,     0.123177360232145E+01 ,    -0.222070500655434E+01 , 
   3.46600 ,     0.158525753453402E+01 ,    -0.465420369484559E+01 ,    -0.419351163127092E+01 ,     0.164294514923410E+01 ,     0.180216956064126E+01 ,    -0.227084837089700E+01 , 
   3.48600 ,     0.342014287294860E+01 ,    -0.679094188436373E+01 ,    -0.491157298499091E+01 ,     0.351831056542539E+01 ,     0.243459687715557E+01 ,    -0.215344773470394E+01 , 
   3.50600 ,     0.512162277603170E+01 ,    -0.896725150415016E+01 ,    -0.534486859733689E+01 ,     0.525726614554317E+01 ,     0.308625270899795E+01 ,    -0.189373435912737E+01 , 
   3.52600 ,     0.656893621663378E+01 ,    -0.110686062494696E+02 ,    -0.548834582281536E+01 ,     0.673651090998353E+01 ,     0.371245848654708E+01 ,    -0.152758263235379E+01 , 
   3.54600 ,     0.766156489759846E+01 ,    -0.129714977826432E+02 ,    -0.535814237680899E+01 ,     0.785337390285369E+01 ,     0.426936338851256E+01 ,    -0.109794769153734E+01 , 
   3.56600 ,     0.832777487548227E+01 ,    -0.145520035739231E+02 ,    -0.498968532174017E+01 ,     0.853454056765654E+01 ,     0.471658746469505E+01 ,    -0.650823086792021E+00 , 
   3.58600 ,     0.853064167188719E+01 ,    -0.156949715562691E+02 ,    -0.443431917274322E+01 ,     0.874221723574395E+01 ,     0.501964446517617E+01 ,    -0.231079718891122E+00 , 
   3.60600 ,     0.827104436209189E+01 ,    -0.163030718355390E+02 ,    -0.375475824496667E+01 ,     0.847720647496785E+01 ,     0.515199882939971E+01 ,     0.121451788354032E+00 , 
   3.62600 ,     0.758738221611022E+01 ,    -0.163049517947601E+02 ,    -0.301974991611901E+01 ,     0.777863894587819E+01 ,     0.509663473093953E+01 ,     0.375323054492693E+00 , 
   3.64600 ,     0.655205508577718E+01 ,    -0.156617842441570E+02 ,    -0.229839439682818E+01 ,     0.672040060408523E+01 ,     0.484704600027969E+01 ,     0.509959669231101E+00 , 
   3.66600 ,     0.526503054199447E+01 ,    -0.143716152101807E+02 ,    -0.165458823220091E+01 ,     0.540458175579206E+01 ,     0.440759212554841E+01 ,     0.517108021044903E+00 , 
   3.68600 ,     0.384507217765489E+01 ,    -0.124710891411667E+02 ,    -0.114204158585821E+01 ,     0.395253152354651E+01 ,     0.379320499810416E+01 ,     0.401137524668875E+00 , 
   3.70600 ,     0.241940281048013E+01 ,    -0.100343403458161E+02 ,    -0.800265126148996E+00 ,     0.249430552575934E+01 ,     0.302847109568666E+01 ,     0.178200148817632E+00 , 
