 Q (1/Ang),S-S  ,S-F  ,F-F  
  11.31007 ,     0.636947237356360E-01 ,    -0.275547248558820E+00 ,    -0.487680261383892E-01 , 
  11.33007 ,     0.668064415279669E-01 ,    -0.269472721536095E+00 ,    -0.440819273946904E-01 , 
  11.35007 ,     0.688126712540522E-01 ,    -0.262797343075772E+00 ,    -0.391626791415838E-01 , 
  11.37007 ,     0.697360590012922E-01 ,    -0.255585068162110E+00 ,    -0.340265535591677E-01 , 
  11.39007 ,     0.696223678881423E-01 ,    -0.247912517517776E+00 ,    -0.286934345563630E-01 , 
  11.41007 ,     0.685384627779846E-01 ,    -0.239866950384737E+00 ,    -0.231864982830754E-01 , 
  11.43007 ,     0.665697472974117E-01 ,    -0.231543876441440E+00 ,    -0.175318159465847E-01 , 
  11.45007 ,     0.638171359718055E-01 ,    -0.223044375837430E+00 ,    -0.117578882254686E-01 , 
  11.47007 ,     0.603936577019169E-01 ,    -0.214472205891044E+00 ,    -0.589512242530049E-02 , 
  11.49008 ,     0.564186943159469E-01 ,    -0.205926534121779E+00 ,     0.277037074976780E-04 , 
  11.51008 ,     0.520224055837653E-01 ,    -0.197515954307322E+00 ,     0.597216882905284E-02 , 
  11.53008 ,     0.473298764150040E-01 ,    -0.189329783683315E+00 ,     0.119086058218143E-01 , 
  11.55008 ,     0.424651092562151E-01 ,    -0.181452365784995E+00 ,     0.178048857251156E-01 , 
  11.57008 ,     0.375456132886871E-01 ,    -0.173956163759290E+00 ,     0.236299647557649E-01 , 
  11.59008 ,     0.326791597595175E-01 ,    -0.166899457933658E+00 ,     0.293544525628012E-01 , 
  11.61008 ,     0.279609400539580E-01 ,    -0.160324433928325E+00 ,     0.349511355881498E-01 , 
  11.63008 ,     0.234712093396532E-01 ,    -0.154255723528482E+00 ,     0.403954421648941E-01 , 
  11.65008 ,     0.192734827930039E-01 ,    -0.148699447599658E+00 ,     0.456658374620299E-01 , 
  11.67008 ,     0.154133335853525E-01 ,    -0.143642795830999E+00 ,     0.507441381924327E-01 , 
  11.69008 ,     0.119178225187021E-01 ,    -0.139054162452127E+00 ,     0.556157390929251E-01 , 
  11.71008 ,     0.879556905835993E-02 ,    -0.134883840749487E+00 ,     0.602697455069505E-01 , 
  11.73008 ,     0.603745313896406E-02 ,    -0.131065262690021E+00 ,     0.646990088897562E-01 , 
  11.75008 ,     0.361791715329959E-02 ,    -0.127516753733415E+00 ,     0.689000646461935E-01 , 
  11.77008 ,     0.149681858841911E-02 ,    -0.124143757462164E+00 ,     0.728729743319724E-01 , 
  11.79008 ,    -0.378233562846899E-03 ,    -0.120841470442985E+00 ,     0.766210768287031E-01 , 
  11.81008 ,    -0.206914067935082E-02 ,    -0.117497815180612E+00 ,     0.801506555701113E-01 , 
  11.83008 ,    -0.364426932208544E-02 ,    -0.113996668514422E+00 ,     0.834705311829383E-01 , 
  11.85008 ,    -0.517520320114935E-02 ,    -0.110221254659624E+00 ,     0.865915909470773E-01 , 
  11.87008 ,    -0.673340280744205E-02 ,    -0.106057606558647E+00 ,     0.895262682179260E-01 , 
  11.89008 ,    -0.838688601473073E-02 ,    -0.101397996459592E+00 ,     0.922879863400603E-01 , 
  11.91008 ,    -0.101970421831686E-01 ,    -0.961442367697813E-01 ,     0.948905825751579E-01 , 
  11.93009 ,    -0.122167566230421E-01 ,    -0.902076060838063E-01 ,     0.973489225333725E-01 , 
  11.95009 ,    -0.144836656685323E-01 ,    -0.835238156458511E-01 ,     0.996734917593031E-01 , 
  11.97009 ,    -0.170240120936237E-01 ,    -0.760376238822096E-01 ,     0.101877217786303E+00 , 
  11.99009 ,    -0.198470770234118E-01 ,    -0.677162112049013E-01 ,     0.103969995110759E+00 , 
  12.01009 ,    -0.229450382346588E-01 ,    -0.585477574995924E-01 ,     0.105959510476690E+00 , 
  12.03009 ,    -0.262924839942768E-01 ,    -0.485422411332593E-01 ,     0.107850874213593E+00 , 
  12.05009 ,    -0.298465580113933E-01 ,    -0.377316421698619E-01 ,     0.109646331956929E+00 , 
  12.07009 ,    -0.335477375357813E-01 ,    -0.261695397268542E-01 ,     0.111345065081458E+00 , 
  12.09009 ,    -0.373212263378683E-01 ,    -0.139301106434515E-01 ,     0.112943085743164E+00 , 
  12.11009 ,    -0.410789245045826E-01 ,    -0.110655372543658E-02 ,     0.114433229823245E+00 , 
  12.13009 ,    -0.447219182933242E-01 ,     0.121910197158267E-01 ,     0.115805248369420E+00 , 
  12.15009 ,    -0.481434162821014E-01 ,     0.258381729791136E-01 ,     0.117045995410389E+00 , 
  12.17009 ,    -0.512320432651340E-01 ,     0.396991389255937E-01 ,     0.118139707354068E+00 , 
  12.19009 ,    -0.538753912304172E-01 ,     0.536301411501166E-01 ,     0.119068366643413E+00 , 
  12.21009 ,    -0.559637176981053E-01 ,     0.674829502671678E-01 ,     0.119812140005984E+00 , 
  12.23009 ,    -0.573936759827699E-01 ,     0.811085773105706E-01 ,     0.120349879560089E+00 , 
  12.25009 ,    -0.580719597535246E-01 ,     0.943610021421355E-01 ,     0.120659673289401E+00 , 
  12.27009 ,    -0.579187456819436E-01 ,     0.107100833574882E+00 ,     0.120719430018326E+00 , 
  12.29009 ,    -0.568708229570531E-01 ,     0.119198799677897E+00 ,     0.120507483050813E+00 , 
  12.31009 ,    -0.548843068697685E-01 ,     0.130538971393607E+00 ,     0.120003196102831E+00 , 
  12.33009 ,    -0.519368452817679E-01 ,     0.141021630030956E+00 ,     0.119187555078421E+00 , 
  12.35009 ,    -0.480292412549600E-01 ,     0.150565699186325E+00 ,     0.118043729613149E+00 , 
  12.37010 ,    -0.431837838971602E-01 ,     0.159114689118496E+00 ,     0.116556758462592E+00 , 
  12.39010 ,    -0.374547084695776E-01 ,     0.166621484548839E+00 ,     0.114717149887083E+00 , 
  12.41010 ,    -0.309132185351527E-01 ,     0.173074788131167E+00 ,     0.112516815965285E+00 , 
  12.43010 ,    -0.236556078205941E-01 ,     0.178481667729093E+00 ,     0.109952168646222E+00 , 
  12.45010 ,    -0.157992676772573E-01 ,     0.182871631846101E+00 ,     0.107023675002536E+00 , 
  12.47010 ,    -0.748024257497348E-02 ,     0.186295575806682E+00 ,     0.103735972736382E+00 , 
  12.49010 ,     0.114979608588923E-02 ,     0.188824156000408E+00 ,     0.100097886373391E+00 , 
  12.51010 ,     0.992707899711248E-02 ,     0.190545639258373E+00 ,     0.961223437646124E-01 , 
  12.53010 ,     0.186796764398568E-01 ,     0.191563289098515E+00 ,     0.918261952228301E-01 , 
  12.55010 ,     0.272317370818645E-01 ,     0.191992363451996E+00 ,     0.872299402537312E-01 , 
  12.57010 ,     0.354079111726193E-01 ,     0.191956809200784E+00 ,     0.823573693306566E-01 , 
  12.59010 ,     0.430378348905376E-01 ,     0.191585747113195E+00 ,     0.772351304348642E-01 , 
  12.61010 ,     0.499605498321915E-01 ,     0.191009846328233E+00 ,     0.718922320785329E-01 , 
  12.63010 ,     0.560287325399573E-01 ,     0.190357690257716E+00 ,     0.663594961901018E-01 , 
  12.65010 ,     0.611126135230291E-01 ,     0.189752235577229E+00 ,     0.606689755257479E-01 , 
  12.67010 ,     0.651034733114325E-01 ,     0.189307462876948E+00 ,     0.548533511421790E-01 , 
  12.69010 ,     0.679166144632340E-01 ,     0.189125311639571E+00 ,     0.489453259018779E-01 , 
  12.71010 ,     0.694937227940736E-01 ,     0.189292983683696E+00 ,     0.429770299719959E-01 , 
  12.73010 ,     0.698045480006066E-01 ,     0.189880688311741E+00 ,     0.369794538246812E-01 , 
  12.75010 ,     0.688478528154635E-01 ,     0.190939889453814E+00 ,     0.309819233645689E-01 , 
  12.77010 ,     0.666516003106006E-01 ,     0.192502100483523E+00 ,     0.250116305254550E-01 , 
  12.79010 ,     0.632723703638076E-01 ,     0.194578256525964E+00 ,     0.190932310310268E-01 , 
  12.81011 ,     0.587915211081061E-01 ,     0.197160089635321E+00 ,     0.132456183789419E-01 , 
  12.83011 ,     0.533226469111190E-01 ,     0.200215256549513E+00 ,     0.749333592758259E-02 , 
  12.85011 ,     0.469953242261157E-01 ,     0.203696219584967E+00 ,     0.184887734329582E-02 , 
  12.87011 ,     0.399602429957352E-01 ,     0.207536973471053E+00 ,    -0.367563452241229E-02 , 
  12.89011 ,     0.323833962776600E-01 ,     0.211656336188506E+00 ,    -0.907135736379918E-02 , 
  12.91011 ,     0.244418408501373E-01 ,     0.215960487543541E+00 ,    -0.143326072545598E-01 , 
  12.93011 ,     0.163191718023868E-01 ,     0.220345845097373E+00 ,    -0.194566521170318E-01 , 
  12.95011 ,     0.820083467429521E-02 ,     0.224702192051564E+00 ,    -0.244434282114618E-01 , 
  12.97011 ,     0.269403139089569E-03 ,     0.228915965050712E+00 ,    -0.292951891124117E-01 , 
  12.99011 ,    -0.730004898660545E-02 ,     0.232873605920829E+00 ,    -0.340160984363878E-01 , 
  13.01011 ,    -0.143443554833222E-01 ,     0.236464880214779E+00 ,    -0.386117790474031E-01 , 
  13.03011 ,    -0.207163257218368E-01 ,     0.239586067104297E+00 ,    -0.430888325563165E-01 , 
  13.05011 ,    -0.262883632016874E-01 ,     0.242142929578174E+00 ,    -0.474543436173886E-01 , 
  13.07011 ,    -0.309555377948555E-01 ,     0.244053380935488E+00 ,    -0.517153837951666E-01 , 
  13.09011 ,    -0.346380304176204E-01 ,     0.245249772983207E+00 ,    -0.558785296222060E-01 , 
  13.11011 ,    -0.372828866577282E-01 ,     0.245680742872613E+00 ,    -0.599494089011619E-01 , 
  13.13011 ,    -0.388650354102773E-01 ,     0.245312568792363E+00 ,    -0.639322883430486E-01 , 
  13.15011 ,    -0.393875492580301E-01 ,     0.244129999381769E+00 ,    -0.678297143078651E-01 , 
  13.17011 ,    -0.388811445733664E-01 ,     0.242136537302350E+00 ,    -0.716422167653819E-01 , 
  13.19011 ,    -0.374029405098181E-01 ,     0.239354173450497E+00 ,    -0.753680846727072E-01 , 
  13.21011 ,    -0.350345165854508E-01 ,     0.235822584339084E+00 ,    -0.790032188287903E-01 , 
  13.23011 ,    -0.318793278553094E-01 ,     0.231597820753679E+00 ,    -0.825410659774657E-01 , 
  13.25012 ,    -0.280575004302916E-01 ,     0.226747964490196E+00 ,    -0.859743229631795E-01 , 
  13.27012 ,    -0.237101943054285E-01 ,     0.221360957803792E+00 ,    -0.892882235036717E-01 , 
  13.29012 ,    -0.189840442385989E-01 ,     0.215527468358627E+00 ,    -0.924710181309545E-01 , 
  13.31012 ,    -0.140342918659093E-01 ,     0.209347522941691E+00 ,    -0.955073016683212E-01 , 
  13.33012 ,    -0.901864410289532E-02 ,     0.202925257962224E+00 ,    -0.983800711577995E-01 , 
  13.35012 ,    -0.409287306799934E-02 ,     0.196365853153516E+00 ,    -0.101071096410036E+00 , 
  13.37012 ,     0.593475076103958E-03 ,     0.189772465164703E+00 ,    -0.103561335476709E+00 , 
  13.39012 ,     0.490114442896210E-02 ,     0.183243251645609E+00 ,    -0.105831382974703E+00 , 
  13.41012 ,     0.870489633312918E-02 ,     0.176868573154446E+00 ,    -0.107861938369173E+00 , 
  13.43012 ,     0.118967990778162E-01 ,     0.170728454401876E+00 ,    -0.109634280879121E+00 , 
  13.45012 ,     0.143889936306997E-01 ,     0.164890378170028E+00 ,    -0.111130737612774E+00 , 
  13.47012 ,     0.161158642919175E-01 ,     0.159407474963511E+00 ,    -0.112335131868139E+00 , 
  13.49012 ,     0.170355606188184E-01 ,     0.154317159374179E+00 ,    -0.113233199232575E+00 , 
  13.51012 ,     0.171308357739453E-01 ,     0.149640250635731E+00 ,    -0.113812960159584E+00 , 
  13.53012 ,     0.164091860515710E-01 ,     0.145380600311643E+00 ,    -0.114065039056753E+00 , 
  13.55012 ,     0.149022961711672E-01 ,     0.141525234932203E+00 ,    -0.113982921542754E+00 , 
  13.57012 ,     0.126648144196467E-01 ,     0.138045006120046E+00 ,    -0.113563143373161E+00 , 
  13.59012 ,     0.977250032310609E-02 ,     0.134895725767638E+00 ,    -0.112805406538123E+00 , 
  13.61012 ,     0.631980470986265E-02 ,     0.132019749592431E+00 ,    -0.111712620139449E+00 , 
  13.63012 ,     0.241695731215503E-02 ,     0.129347959309880E+00 ,    -0.110290865797832E+00 , 
  13.65012 ,    -0.181334997350211E-02 ,     0.126802082109571E+00 ,    -0.108549289459723E+00 , 
  13.67013 ,    -0.624182519532434E-02 ,     0.124296019599720E+00 ,    -0.106498824182474E+00 , 
  13.69013 ,    -0.107274364280841E-01 ,     0.121743602392221E+00 ,    -0.104156203153803E+00 , 
  13.71013 ,    -0.151347072457884E-01 ,     0.119054020766091E+00 ,    -0.101537502012650E+00 , 
  13.73013 ,    -0.193287752061628E-01 ,     0.116139698989400E+00 ,    -0.986617458204170E-01 , 
  13.75013 ,    -0.231813283569992E-01 ,     0.112917865655376E+00 ,    -0.955495770586358E-01 , 
  13.77013 ,    -0.265741320631027E-01 ,     0.109313225957925E+00 ,    -0.922228460895900E-01 , 
  13.79013 ,    -0.294022257077036E-01 ,     0.105260401139088E+00 ,    -0.887041866652646E-01 , 
  13.81013 ,    -0.315767041357046E-01 ,     0.100706062914064E+00 ,    -0.850165881414424E-01 , 
  13.83013 ,    -0.330270117028523E-01 ,     0.956106999585892E-01 ,    -0.811829758919727E-01 , 
  13.85013 ,    -0.337026916754046E-01 ,     0.899499646376206E-01 ,    -0.772258109251671E-01 , 
  13.87013 ,    -0.335745500355715E-01 ,     0.837155607308367E-01 ,    -0.731667189003749E-01 , 
  13.89013 ,    -0.326352099989616E-01 ,     0.769156465949992E-01 ,    -0.690261576573679E-01 , 
  13.91013 ,    -0.308990512308546E-01 ,     0.695747425907261E-01 ,    -0.648231310416358E-01 , 
  13.93013 ,    -0.284015453415666E-01 ,     0.617331462678864E-01 ,    -0.605749552792267E-01 , 
  13.95013 ,    -0.251980162400334E-01 ,     0.534458733197914E-01 ,    -0.562970824748677E-01 , 
  13.97013 ,    -0.213618698456659E-01 ,     0.447811562579907E-01 ,    -0.520029840300908E-01 , 
  13.99013 ,    -0.169823520559892E-01 ,     0.358185457218219E-01 ,    -0.477040949593267E-01 , 
  14.01013 ,    -0.121619063465637E-01 ,     0.266466709454351E-01 ,    -0.434098182772030E-01 , 
  14.03013 ,    -0.701321260657237E-02 ,     0.173607258262881E-01 ,    -0.391275868940000E-01 , 
  14.05013 ,    -0.165599652504258E-02 ,     0.805975499038698E-02 ,    -0.348629788398442E-01 , 
  14.07013 ,     0.378629614708783E-02 ,    -0.115617999349848E-02 ,    -0.306198801885846E-01 , 
  14.09013 ,     0.918986392930412E-02 ,    -0.101888706950273E-01 ,    -0.264006888104472E-01 , 
  14.11014 ,     0.144364192451459E-01 ,    -0.189490776681408E-01 ,    -0.222044603404099E-01 , 
  14.13014 ,     0.194059306808579E-01 ,    -0.273418436640914E-01 ,    -0.180355447223386E-01 , 
  14.15014 ,     0.239953627606877E-01 ,    -0.352953069597482E-01 ,    -0.138912801730399E-01 , 
  14.17014 ,     0.281106451794561E-01 ,    -0.427451952059976E-01 ,    -0.977067682117137E-02 , 
  14.19014 ,     0.316715687036299E-01 ,    -0.496411291371317E-01 ,    -0.567259279912244E-02 , 
  14.21014 ,     0.346135720376234E-01 ,    -0.559480693416044E-01 ,    -0.159600206771342E-02 , 
  14.23014 ,     0.368890498431410E-01 ,    -0.616473180071838E-01 ,     0.245975738875853E-02 , 
  14.25014 ,     0.384681550264874E-01 ,    -0.667370458177818E-01 ,     0.649476207127436E-02 , 
  14.27014 ,     0.393390835914287E-01 ,    -0.712323279206440E-01 ,     0.105083141438158E-01 , 
  14.29014 ,     0.395078456018733E-01 ,    -0.751646870547354E-01 ,     0.144987899768200E-01 , 
  14.31014 ,     0.389975406604931E-01 ,    -0.785811561242511E-01 ,     0.184635293696587E-01 , 
  14.33014 ,     0.378471703560829E-01 ,    -0.815428863070048E-01 ,     0.223987673144292E-01 , 
  14.35014 ,     0.361100329647283E-01 ,    -0.841233398108504E-01 ,     0.262996086936317E-01 , 
  14.37014 ,     0.338517569509155E-01 ,    -0.864061182617437E-01 ,     0.301600448645765E-01 , 
  14.39014 ,     0.311480391999975E-01 ,    -0.884824880891329E-01 ,     0.339730097206126E-01 , 
  14.41014 ,     0.280821611790739E-01 ,    -0.904486728770654E-01 ,     0.377304715771462E-01 , 
  14.43014 ,     0.247423611923553E-01 ,    -0.924029892345335E-01 ,     0.414235561480583E-01 , 
  14.45014 ,     0.212191434634968E-01 ,    -0.944429071269464E-01 ,     0.450426949887128E-01 , 
  14.47014 ,     0.176026049084174E-01 ,    -0.966621176871166E-01 ,     0.485777931116552E-01 , 
  14.49014 ,     0.139798581979298E-01 ,    -0.991476912403901E-01 ,     0.520184090489530E-01 , 
  14.51014 ,     0.104326251606657E-01 ,    -0.101977405654045E+00 ,     0.553539404514203E-01 , 
  14.53014 ,     0.703506792007724E-02 ,    -0.105217320241979E+00 ,     0.585738083815651E-01 , 
  14.55015 ,     0.385038814112169E-02 ,    -0.108921637108565E+00 ,     0.616691474642876E-01 , 
  14.57015 ,     0.935559638321595E-03 ,    -0.113123323420979E+00 ,     0.646268432656538E-01 , 
  14.59015 ,    -0.166940573513462E-02 ,    -0.117843873812621E+00 ,     0.674389647760572E-01 , 
  14.61015 ,    -0.393568561142795E-02 ,    -0.123085305599216E+00 ,     0.700966279486243E-01 , 
  14.63015 ,    -0.584761304962173E-02 ,    -0.128831516098416E+00 ,     0.725916684235841E-01 , 
  14.65015 ,    -0.740257263966829E-02 ,    -0.135048402040441E+00 ,     0.749167062412193E-01 , 
  14.67015 ,    -0.861049001636682E-02 ,    -0.141684470028259E+00 ,     0.770651809418303E-01 , 
  14.69015 ,    -0.949293989601527E-02 ,    -0.148671921587904E+00 ,     0.790313574333786E-01 , 
  14.71015 ,    -0.100819087379740E-01 ,    -0.155928183355903E+00 ,     0.808103042189919E-01 , 
  14.73015 ,    -0.104182578266315E-01 ,    -0.163357840849414E+00 ,     0.823978467134546E-01 , 
  14.75015 ,    -0.105499407010228E-01 ,    -0.170854923388371E+00 ,     0.837904993988564E-01 , 
  14.77015 ,    -0.105300352158544E-01 ,    -0.178305478383240E+00 ,     0.849853814376055E-01 , 
  14.79015 ,    -0.104146549426263E-01 ,    -0.185590365616743E+00 ,     0.859801210441705E-01 , 
  14.81015 ,    -0.102608070174380E-01 ,    -0.192588196530769E+00 ,     0.867727543898656E-01 , 
  14.83015 ,    -0.101242638802890E-01 ,    -0.199178340021047E+00 ,     0.873616250595924E-01 , 
  14.85015 ,    -0.100575146590392E-01 ,    -0.205243914921157E+00 ,     0.877452900856499E-01 , 
  14.87015 ,    -0.101078583200808E-01 ,    -0.210674690241446E+00 ,     0.879224383496068E-01 , 
  14.89015 ,    -0.103156952840700E-01 ,    -0.215369817271512E+00 ,     0.878918266754583E-01 , 
  14.91015 ,    -0.107130671868412E-01 ,    -0.219240322751659E+00 ,     0.876522382506180E-01 , 
  14.93015 ,    -0.113224860949810E-01 ,    -0.222211299306222E+00 ,     0.872024671283576E-01 , 
  14.95015 ,    -0.121560850404850E-01 ,    -0.224223737995932E+00 ,     0.865413315157271E-01 , 
  14.97015 ,    -0.132151115243122E-01 ,    -0.225235957928424E+00 ,     0.856677173705594E-01 , 
  14.99016 ,    -0.144904632444612E-01 ,    -0.225224335824745E+00 ,     0.845800555043905E-01 , 
  15.01016 ,    -0.159602272427334E-01 ,    -0.224184381150999E+00 ,     0.832787062518090E-01 , 
  15.03016 ,    -0.175940652329962E-01 ,    -0.222130770654754E+00 ,     0.817628294961833E-01 , 
  15.05016 ,    -0.193516324605816E-01 ,    -0.219096451836180E+00 ,     0.800326059254335E-01 , 
  15.07016 ,    -0.211843250333309E-01 ,    -0.215132045762707E+00 ,     0.780889198233388E-01 , 
  15.09016 ,    -0.230366983426621E-01 ,    -0.210304576423237E+00 ,     0.759335447816159E-01 , 
  15.11016 ,    -0.248480965464026E-01 ,    -0.204695815906643E+00 ,     0.735693354970205E-01 , 
  15.13016 ,    -0.265544429366295E-01 ,    -0.198400293071414E+00 ,     0.710004182966530E-01 , 
  15.15016 ,    -0.280901371856310E-01 ,    -0.191523021568289E+00 ,     0.682323726301836E-01 , 
  15.17016 ,    -0.293900033057520E-01 ,    -0.184177009626408E+00 ,     0.652723956238881E-01 , 
  15.19016 ,    -0.303912316993212E-01 ,    -0.176480618758984E+00 ,     0.621294419202028E-01 , 
  15.21016 ,    -0.310352598864249E-01 ,    -0.168554841383661E+00 ,     0.588143314311399E-01 , 
  15.23016 ,    -0.312695393036529E-01 ,    -0.160520568237148E+00 ,     0.553398183083620E-01 , 
  15.25016 ,    -0.310491398429545E-01 ,    -0.152495915401507E+00 ,     0.517206153620963E-01 , 
  15.27016 ,    -0.303381493811183E-01 ,    -0.144593677813248E+00 ,     0.479733693216149E-01 , 
  15.29016 ,    -0.291108322366222E-01 ,    -0.136918971411216E+00 ,     0.441165836900735E-01 , 
  15.31016 ,    -0.273525180528441E-01 ,    -0.129567119758291E+00 ,     0.401704874671321E-01 , 
  15.33016 ,    -0.250602007950728E-01 ,    -0.122621833251124E+00 ,     0.361568496490973E-01 , 
  15.35016 ,    -0.222428361018147E-01 ,    -0.116153720153493E+00 ,     0.320987411186641E-01 , 
  15.37016 ,    -0.189213338825156E-01 ,    -0.110219158923160E+00 ,     0.280202472519562E-01 , 
  15.39016 ,    -0.151282515430379E-01 ,    -0.104859550940322E+00 ,     0.239461362450357E-01 , 
  15.41016 ,    -0.109072012982862E-01 ,    -0.100100962090631E+00 ,     0.199014897412534E-01 , 
  15.43017 ,    -0.630961142364111E-02 ,    -0.959522305417047E-01 ,     0.159093264178904E-01 , 
  15.45017 ,    -0.140301668866142E-02 ,    -0.924133513966448E-01 ,     0.119981373699075E-01 , 
  15.47017 ,     0.374407492879740E-02 ,    -0.894637944870990E-01 ,     0.818946737195875E-02 , 
  15.49017 ,     0.905461158314506E-02 ,    -0.870721812441280E-01 ,     0.450550802545138E-02 , 
  15.51017 ,     0.144467993781515E-01 ,    -0.851954151489700E-01 ,     0.966670203585745E-03 , 
  15.53017 ,     0.198357787111130E-01 ,    -0.837802751096586E-01 ,    -0.240880913716292E-02 , 
  15.55017 ,     0.251353408723058E-01 ,    -0.827651947440094E-01 ,    -0.560522534845190E-02 , 
  15.57017 ,     0.302596422767152E-01 ,    -0.820821735842139E-01 ,    -0.860971907550536E-02 , 
  15.59017 ,     0.351248755421388E-01 ,    -0.816587643296952E-01 ,    -0.114125341483979E-01 , 
  15.61017 ,     0.396508595516432E-01 ,    -0.814200800173057E-01 ,    -0.140072119202420E-01 , 
  15.63017 ,     0.437625145119189E-01 ,    -0.812907663188218E-01 ,    -0.163907151014248E-01 , 
  15.65017 ,     0.473911926797079E-01 ,    -0.811968870367653E-01 ,    -0.185634758872922E-01 , 
  15.67017 ,     0.504758406947853E-01 ,    -0.810676751299703E-01 ,    -0.205293651184763E-01 , 
  15.69017 ,     0.529639751356723E-01 ,    -0.808371071009108E-01 ,    -0.222955812950830E-01 , 
  15.71017 ,     0.548124588040503E-01 ,    -0.804452651257302E-01 ,    -0.238724604298218E-01 , 
  15.73017 ,     0.559880711471953E-01 ,    -0.798394586868634E-01 ,    -0.252732099089415E-01 , 
  15.75017 ,     0.564678719546132E-01 ,    -0.789750854392356E-01 ,    -0.265135716700794E-01 , 
  15.77017 ,     0.562393628393147E-01 ,    -0.778162193544108E-01 ,    -0.276114220395436E-01 , 
  15.79017 ,     0.553004558796026E-01 ,    -0.763359225884434E-01 ,    -0.285863174370760E-01 , 
  15.81017 ,     0.536592630222814E-01 ,    -0.745162857575150E-01 ,    -0.294589967966699E-01 , 
  15.83017 ,     0.513337233293602E-01 ,    -0.723482091403394E-01 ,    -0.302508529162743E-01 , 
  15.85017 ,     0.483510878153660E-01 ,    -0.698309445350288E-01 ,    -0.309833859932869E-01 , 
  15.87018 ,     0.447453331651118E-01 ,    -0.669699105489616E-01 ,    -0.316779942562427E-01 , 
  15.89018 ,     0.405639519799159E-01 ,    -0.637817330287296E-01 ,    -0.323540658539769E-01 , 
  15.91018 ,     0.358562975726588E-01 ,    -0.602846564195283E-01 ,    -0.330305309923031E-01 , 
  15.93018 ,     0.306796403942709E-01 ,    -0.565029913878974E-01 ,    -0.337239892402678E-01 , 
  15.95018 ,     0.250966208467900E-01 ,    -0.524645967637437E-01 ,    -0.344486384146141E-01 , 
  15.97018 ,     0.191743374835854E-01 ,    -0.481996809419870E-01 ,    -0.352159111060821E-01 , 
  15.99018 ,     0.129834367232777E-01 ,    -0.437396177523721E-01 ,    -0.360341838032487E-01 , 
  16.01018 ,     0.659721745542209E-02 ,    -0.391158148530736E-01 ,    -0.369085667182954E-01 , 
  16.03018 ,     0.907609530223581E-04 ,    -0.343586695072140E-01 ,    -0.378407802937628E-01 , 
  16.05018 ,    -0.645990649853478E-02 ,    -0.294966424071122E-01 ,    -0.388291220554165E-01 , 
  16.07018 ,    -0.129786137523984E-01 ,    -0.245554751756235E-01 ,    -0.398685250379438E-01 , 
  16.09018 ,    -0.193898059004536E-01 ,    -0.195575714766631E-01 ,    -0.409507065156632E-01 , 
  16.11018 ,    -0.256192668150886E-01 ,    -0.145215555033549E-01 ,    -0.420644032904994E-01 , 
  16.13018 ,    -0.315948054982117E-01 ,    -0.946201518817892E-02 ,    -0.431956873949770E-01 , 
  16.15018 ,    -0.372469099515551E-01 ,    -0.438943100432409E-02 ,    -0.443283538280511E-01 , 
  16.17018 ,    -0.425093730552645E-01 ,     0.689715092389148E-03 ,    -0.454443699213564E-01 , 
  16.19018 ,    -0.473198951168031E-01 ,     0.577266199887786E-02 ,    -0.465243741923057E-01 , 
  16.21018 ,    -0.516206673347135E-01 ,     0.108599399281164E-01 ,    -0.475482111301687E-01 , 
  16.23018 ,    -0.553589394451389E-01 ,     0.159548105878462E-01 ,    -0.484954873243786E-01 , 
  16.25018 ,    -0.584875733429060E-01 ,     0.210626025668291E-01 ,    -0.493461337129588E-01 , 
  16.27018 ,    -0.609655825768571E-01 ,     0.261899703861824E-01 ,    -0.500809585237188E-01 , 
  16.29018 ,    -0.627586554150500E-01 ,     0.313441076239916E-01 ,    -0.506821757101201E-01 , 
  16.31018 ,    -0.638396567795363E-01 ,     0.365319454155930E-01 ,    -0.511338943433627E-01 , 
  16.33018 ,    -0.641891018943720E-01 ,     0.417593674621057E-01 ,    -0.514225554956473E-01 , 
  16.35019 ,    -0.637952086754057E-01 ,     0.470331183424674E-01 ,    -0.515373170419395E-01 , 
  16.37019 ,    -0.626554455644450E-01 ,     0.523495742434709E-01 ,    -0.514702092574975E-01 , 
  16.39019 ,    -0.607756760138685E-01 ,     0.577099893308109E-01 ,    -0.512166997093351E-01 , 
  16.41019 ,    -0.581708151686658E-01 ,     0.631095313765859E-01 ,    -0.507754974692304E-01 , 
  16.43019 ,    -0.548649711687704E-01 ,     0.685395963131781E-01 ,    -0.501486890562831E-01 , 
  16.45019 ,    -0.508914876937634E-01 ,     0.739876457653662E-01 ,    -0.493416802416034E-01 , 
  16.47019 ,    -0.462928621218452E-01 ,     0.794371980498767E-01 ,    -0.483630472924738E-01 , 
  16.49019 ,    -0.411205255495615E-01 ,     0.848679733442682E-01 ,    -0.472243021923717E-01 , 
  16.51019 ,    -0.354344730442426E-01 ,     0.902561883740300E-01 ,    -0.459395788203165E-01 , 
  16.53019 ,    -0.293027353557944E-01 ,     0.955749908349641E-01 ,    -0.445252493223932E-01 , 
  16.55019 ,    -0.228006868394717E-01 ,     0.100795019021871E+00 ,    -0.429994818943960E-01 , 
  16.57019 ,    -0.160101884482587E-01 ,     0.105885067924194E+00 ,    -0.413817528590492E-01 , 
  16.59019 ,    -0.901856922694030E-02 ,     0.110812839505329E+00 ,    -0.396923272150908E-01 , 
