Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
050902.056    74031483    87868149
050914.056    74101145    87951455
050926.065    74181180    88047491
050938.065    74244998    88123893
050950.057    74331263    88226074
051002.084    74401142    88308904
051014.055    74466538    88386606
051026.055    74551227    88487349
051038.054    74618059    88566300
051050.055    74682471    88642499
051102.071    74770067    88746291
051114.084    74828716    88816283
051126.057    74909457    88912493
051138.056    74946424    88956772
051150.062    75013987    89037097
051202.056    75093169    89131229
051214.060    75148906    89197398
051226.056    75216851    89278229
051238.055    75318837    89398792
051250.060    75381449    89473306
051302.056    75444395    89548277
051314.057    75526807    89646103
051326.065    75599257    89732382
051338.057    75674134    89821485
051350.059    75751649    89914623
051402.057    75804601    89977557
051414.076    75875157    90061355
051426.062    75935938    90133550
051438.057    75999535    90209300
051450.056    76072209    90295491
051502.070    76122883    90355664
051514.067    76162476    90402529
051526.087    76231887    90484845
051538.056    76293232    90557600
051550.072    76334710    90607200
051602.055    76390166    90673577
051614.063    76471657    90770395
051626.061    76540913    90852734
051638.058    76605562    90929100
051650.058    76700624    91041878
051702.057    76768970    91122801
051714.057    76837440    91204350
051726.063    76896573    91274660
051738.076    76971020    91363402
051750.061    77038760    91444000
051802.056    77076582    91488838
051814.063    77138476    91562146
051826.069    77233706    91675904
051838.059    77294111    91747400
051850.057    77355357    91820704
051902.062    77427032    91905901
051914.063    77522959    92019230
051926.064    77599528    92110396
051938.057    77650014    92170560
051950.064    77720099    92253799
052002.056    77795980    92344013
052014.069    77866138    92427409
052026.056    77925790    92498299
052038.070    77979373    92562422
052050.071    78061975    92660502
052102.090    78138836    92751504
052114.056    78216356    92843504
052126.082    78272153    92909701
052138.056    78327345    92975445
052150.087    78394873    93056066
052202.056    78460811    93134190
052214.073    78534607    93222301
052226.074    78589431    93287401
052238.078    78649246    93358702
052250.056    78731690    93456405
052302.067    78800071    93537232
052314.056    78870717    93621167
052326.063    78944335    93708708
052338.061    79015790    93793900
052350.057    79079643    93870158
052402.056    79155558    93960399
052414.063    79226164    94044470
052426.059    79306698    94140188
052438.056    79359911    94203336
052450.059    79431010    94287173
052502.097    79521514    94394802
052514.059    79583028    94467587
052526.061    79659109    94558296
052538.085    79719144    94629801
052550.058    79806826    94733691
052602.056    79896540    94839829
052614.056    79968101    94924412
052626.056    80030264    94998601
052638.056    80116200    95101213
052650.083    80199935    95200604
052702.056    80280485    95296063
052714.054    80347740    95376343
052726.056    80419459    95461642
052738.061    80473872    95526190
052750.056    80527585    95589658
052802.061    80586150    95659130
052814.056    80639228    95722161
052826.056    80687028    95779224
052838.056    80790111    95901733
052850.056    80870452    95997335
052902.056    80940244    96079961
052914.059    81004461    96156300
052926.056    81085889    96253165
052938.073    81142977    96321211
052950.056    81219295    96411789
053002.054    81268067    96469692
053014.076    81325291    96537611
053026.059    81386099    96609773
053038.056    81467996    96706765
053050.055    81535788    96787445
053102.061    81584200    96845087
053114.056    81640559    96911927
053126.084    81704480    96987876
053138.061    81782648    97080780
053150.056    81861426    97174809
053202.057    81948869    97279033
053214.082    82022161    97366424
053226.057    82095334    97454001
053238.057    82160847    97531786
053250.056    82227476    97611090
053302.071    82286835    97681446
053314.058    82345000    97750756
053326.057    82403429    97820603
053338.080    82447855    97873143
053350.057    82500513    97935522
053402.056    82568776    98016708
053414.057    82634335    98095256
053426.056    82700544    98174298
053438.056    82773627    98261535
053450.065    82839013    98339607
053502.076    82911762    98426110
053514.061    82980370    98507965
053526.056    83038194    98576751
053538.062    83088047    98636600
053550.059    83149511    98710025
053602.057    83218739    98792377
053614.057    83280514    98865372
053626.056    83342187    98938931
053638.074    83437587    99052371
053650.081    83511400    99139597
053702.060    83579850    99220801
053714.080    83652770    99307039
053726.056    83707106    99371452
053738.058    83791421    99472206
053750.061    83842045    99532310
053802.062    83938705    99647043
053814.067    83991598    99709791
053826.061    84063544    99794900
053838.058    84156664    99905022
053850.057    84227774    99989342
053902.056    84271268   100041299
053914.056    84351902   100137227
053926.056    84397050   100191022
053938.056    84472001   100280004
053950.077    84528497   100347303
054002.074    84586637   100416606
054014.063    84675127   100521200
054026.057    84745655   100605143
054038.059    84826171   100701401
054050.075    84887807   100774803
054102.056    84956117   100855894
054114.073    84998843   100906702
054126.057    85085100   101009693
054138.056    85142186   101077239
054150.064    85209567   101157200
054202.056    85244010   101197841
054214.061    85276245   101236201
054226.057    85351947   101326380
054238.061    85421020   101408600
054250.059    85484051   101483741
054302.062    85553871   101567168
054314.056    85635714   101664426
054326.058    85711648   101754491
054338.092    85769749   101823310
054350.056    85863706   101935399
054402.068    85931056   102015559
054414.057    86014185   102114757
054426.069    86063595   102173501
054438.060    86108325   102226531
054450.068    86170589   102300457
054502.060    86246715   102390806
054514.056    86309989   102466129
054526.056    86405118   102578783
054538.069    86489326   102679301
054550.057    86548135   102749048
054602.056    86612989   102825802
054614.061    86660007   102881500
054626.076    86714112   102945401
054638.056    86804557   103052332
054650.057    86879285   103140683
054702.056    86935272   103207003
054714.066    87009756   103295348
054726.074    87097961   103400030
054738.066    87177037   103493908
054750.083    87251817   103582159
054802.057    87339732   103686003
054814.057    87418461   103780502
054826.056    87496783   103873410
054838.056    87561984   103951020
054850.058    87606994   104004455
054902.062    87681247   104093274
054914.057    87710702   104128601
054926.055    87788530   104221573
054938.056    87857176   104303101
054950.079    87922058   104380016
055002.062    88000985   104474101
055014.056    88085014   104573768
055026.069    88163557   104666997
055038.067    88244794   104763429
055050.078    88316967   104849137
055102.058    88399193   104946602
055114.077    88476717   105038491
055126.073    88513482   105082006
055138.065    88583092   105164656
055150.086    88651667   105246115
055202.060    88697533   105301435
055214.081    88787394   105408466
055226.055    88831110   105460234
055238.066    88900040   105542043
055250.057    88964806   105618801
055302.061    89040354   105708675
055314.060    89093207   105771374
055326.056    89150173   105839008
055338.070    89230036   105933601
055350.072    89282793   105996153
055402.074    89374403   106105397
055414.074    89463345   106210918
055426.086    89508165   106264202
055438.059    89581497   106351089
055450.056    89671147   106457621
055502.064    89732717   106530819
055514.056    89819516   106633693
055526.056    89893567   106721997
055538.056    89958666   106799400
055550.079    90027746   106881507
055602.065    90084542   106949603
055614.058    90174194   107056337
055626.057    90256752   107154234
055638.056    90293960   107198180
055650.063    90374391   107293690
055702.082    90445127   107377808
055714.074    90528417   107476796
055726.056    90586403   107545694
055738.055    90645169   107615602
055750.060    90697808   107678223
055802.056    90761005   107753590
055814.056    90833684   107840281
055826.065    90919047   107941701
055838.061    90994046   108031200
055850.056    91077356   108130014
055902.057    91139740   108203957
055914.063    91216222   108294713
055926.057    91286985   108378372
055938.083    91363567   108469697
055950.055    91424129   108541248
060002.056    91507037   108639062
060014.057    91574193   108718300
060026.060    91618157   108770000
060038.069    91674293   108836296
060050.055    91768960   108948387
060102.060    91827920   109018367
060114.060    91873352   109072092
060126.090    91943560   109154473
060138.056    92041496   109270289
060150.061    92128765   109373895
060202.057    92208537   109469069
060214.065    92297880   109575200
060226.064    92357937   109646501
060238.056    92413997   109712862
060250.056    92506581   109822312
060302.061    92580072   109909372
060314.058    92646549   109988303
060326.060    92717969   110073100
060338.056    92803142   110174649
060350.090    92867306   110251108
060402.055    92951627   110351273
060414.063    93031000   110445548
060426.061    93089455   110514901
060438.057    93156605   110594479
060450.057    93210204   110658111
060502.059    93273182   110733001
060514.063    93330172   110800872
060526.070    93397583   110880595
060538.066    93467405   110962903
060550.056    93550727   111062191
060602.057    93621340   111146102
060614.086    93687083   111223994
060626.056    93742360   111289723
060638.056    93800048   111358078
060650.057    93858592   111427585
060702.057    93931718   111514501
060714.055    93996956   111592254
060726.057    94083742   111695796
060738.061    94173811   111802408
060750.061    94227541   111866300
060802.061    94290864   111941192
060814.071    94340007   111999120
060826.054    94426499   112101748
060838.061    94501547   112190700
060850.056    94566023   112267521
060902.060    94650624   112368328
060914.061    94709065   112437700
060926.075    94772407   112512628
060938.056    94857914   112614080
060950.056    94930817   112700366
061002.069    94999821   112781786
061014.064    95083327   112880434
061026.056    95162798   112975197
061038.090    95228392   113052825
061050.057    95285818   113120999
061102.061    95349993   113197473
061114.057    95417467   113277468
061126.069    95489690   113363415
061138.079    95563648   113450891
061150.057    95633756   113534452
061202.069    95733006   113651346
061214.075    95809676   113741770
061226.060    95865870   113807890
061238.073    95929022   113883121
061250.056    96004524   113972341
061302.056    96077787   114059512
061314.062    96133292   114124988
061326.055    96205228   114210273
061338.056    96271049   114288212
061350.062    96310815   114335400
061402.056    96351108   114382865
061414.058    96419902   114464403
061426.083    96503710   114563274
061438.064    96582479   114656592
061450.056    96643503   114728818
061502.056    96739071   114842298
061514.057    96818835   114936901
061526.061    96863681   114990030
061538.075    96933827   115072801
061550.056    97013741   115167683
061602.061    97080782   115246867
061614.068    97152952   115332216
061626.093    97222467   115414772
061638.057    97272178   115473483
061650.056    97351595   115567565
061702.055    97418212   115646931
061714.062    97486456   115727847
061726.058    97558025   115813066
061738.055    97633137   115902141
061750.066    97700913   115982617
061802.058    97766811   116061077
061814.061    97838497   116146903
061826.057    97901285   116221313
061838.062    97950567   116279566
061850.062    98025681   116368689
061902.055    98108228   116466785
061914.058    98168789   116539051
061926.056    98249542   116635250
061938.057    98328909   116730002
061950.056    98416487   116834148
062002.056    98504985   116939100
062014.057    98551809   116994880
062026.056    98643543   117104179
062038.063    98732118   117209340
062050.061    98806547   117297659
062102.066    98874309   117377655
062114.084    98953852   117471807
062126.057    99026034   117557137
062138.058    99099480   117644095
062150.078    99165117   117722602
062202.055    99221156   117789191
062214.061    99310709   117895514
062226.057    99369901   117966104
062238.057    99446692   118057301
062250.059    99522579   118146970
062302.057    99586060   118221801
062314.061    99644262   118290396
062326.060    99723678   118384468
062338.057    99779731   118451631
062350.065    99855520   118541302
062402.078    99925157   118623913
062414.056    99980248   118689483
062426.057   100036113   118755869
062438.081   100112810   118846885
062450.061   100171418   118916537
062502.056   100242773   119000905
062514.056   100328645   119102462
062526.062   100394996   119181388
062538.060   100463012   119262346
062550.057   100531163   119343590
062602.061   100634204   119465506
062614.063   100692601   119534479
062626.061   100755260   119608801
062638.056   100839370   119708998
062650.091   100913095   119796339
062702.064   101011382   119913089
062714.056   101089925   120006704
062726.056   101162247   120092809
062738.057   101209980   120149213
062750.055   101275469   120226937
062802.056   101388775   120361205
062814.060   101445636   120428971
062826.056   101516898   120514086
062838.065   101592039   120603201
062850.056   101681820   120710366
062902.058   101733323   120771334
062914.055   101799989   120850363
062926.062   101862414   120924447
062938.056   101925637   120999317
062950.057   102023689   121115292
063002.056   102115674   121224630
063014.057   102188857   121310939
063026.056   102223237   121351685
063038.057   102302160   121445291
063050.058   102348448   121500300
063102.055   102421890   121587418
063114.056   102507238   121688633
063126.057   102570753   121763426
063138.056   102632195   121835526
063150.056   102717823   121937071
063202.066   102780734   122011184
063214.057   102849223   122092201
063226.061   102923572   122180312
063238.056   102983636   122251385
063250.056   103049759   122329470
063302.056   103135043   122430404
063314.055   103218236   122528780
063326.056   103290380   122614437
063338.082   103349450   122684490
063350.056   103405990   122751684
063402.056   103480026   122839610
063414.084   103539195   122909802
063426.065   103602334   122984600
063438.060   103700032   123100847
063450.056   103762979   123175310
063502.069   103840006   123267006
063514.079   103906334   123345879
063526.065   103961239   123411168
063538.060   104033061   123496016
063550.066   104107695   123584248
063602.056   104172464   123660776
063614.056   104227804   123726377
063626.056   104279901   123788694
063638.063   104362761   123886922
063650.056   104446290   123985401
063702.055   104516834   124069206
063714.056   104578735   124143118
063726.061   104640477   124216599
063738.056   104697496   124284273
063750.059   104745720   124341661
063802.056   104796234   124401434
063814.057   104876725   124496986
063826.057   104949938   124583913
063838.056   104984282   124624546
063850.056   105051797   124704705
063902.058   105132749   124800412
063914.056   105216215   124899324
063926.054   105282772   124978536
063938.056   105338948   125045340
063950.065   105404998   125123432
064002.078   105479632   125211709
064014.057   105562592   125309653
064026.062   105621311   125379000
064038.056   105700423   125472641
064050.058   105767126   125552094
064102.056   105842867   125642164
064114.066   105893112   125701900
064126.062   105961422   125782712
064138.058   106026392   125859228
064150.056   106104069   125950878
064202.056   106178223   126038633
064214.088   106264042   126140097
064226.071   106325900   126213453
064238.055   106388825   126288288
064250.056   106454984   126366838
064302.056   106535147   126462363
064314.056   106641738   126588754
064326.056   106697871   126655200
064338.056   106762653   126731842
064350.057   106797762   126773520
064402.063   106878709   126869110
064414.057   106937573   126939061
064426.091   107010952   127026190
064438.057   107088128   127116839
064450.089   107167965   127211579
064502.057   107261443   127322305
064514.061   107347142   127423729
064526.086   107415044   127503918
064538.056   107482825   127584363
064550.059   107547770   127661917
064602.056   107597015   127720290
064614.056   107669530   127806051
064626.056   107753899   127905931
064638.056   107822311   127987139
064650.062   107895208   128073684
064702.062   107949015   128137799
064714.056   108030365   128234278
064726.093   108079661   128292552
064738.065   108159434   128386897
064750.057   108235179   128476544
064802.056   108322203   128579576
064814.056   108417413   128691945
064826.056   108506694   128798040
064838.073   108576836   128880502
064850.056   108642415   128958382
064902.058   108694494   129020031
064914.073   108772000   129111482
064926.056   108843629   129196309
064938.064   108890688   129252059
064950.063   108932471   129301448
065002.062   109020939   129406038
065014.060   109106533   129507101
065026.057   109179247   129593201
065038.060   109247295   129673479
065050.055   109286098   129719229
065102.057   109369960   129817601
065114.059   109437749   129897401
065126.061   109484752   129952531
065138.058   109561825   130043303
065150.057   109646303   130143085
065202.060   109747944   130263516
065214.057   109798052   130322662
065226.056   109861101   130397179
065238.071   109927565   130475848
065250.056   109969950   130526213
065302.056   110048098   130618843
065314.057   110136104   130723396
065326.056   110198541   130797709
065338.056   110288749   130905038
065350.064   110348550   130975593
065402.056   110380362   131013059
065414.075   110457595   131105222
065426.055   110528834   131189472
065438.056   110611852   131287348
065450.057   110694048   131385101
065502.056   110732421   131430577
065514.056   110804071   131515594
065526.056   110884581   131611519
065538.059   110967761   131710401
065550.058   111020223   131772710
065602.055   111101153   131869428
065614.056   111176354   131958401
065626.082   111252707   132049320
065638.067   111313029   132120889
065650.057   111398574   132221500
065702.069   111440119   132270899
065714.056   111517165   132362203
065726.057   111607803   132469340
065738.056   111669837   132543091
065750.085   111746798   132634201
065802.056   111805640   132704113
065814.079   111876737   132787957
065826.065   111934246   132856100
065838.056   111998352   132932438
065850.093   112070678   133018554
065902.065   112126112   133084100
065914.056   112206343   133178523
065926.056   112250844   133231335
065938.063   112315442   133307960
065950.061   112354497   133354211
070002.061   112420847   133432595
070014.057   112502264   133529185
070026.079   112568089   133607802
070038.057   112659282   133716725
070050.074   112707369   133773806
070102.062   112789443   133871574
070114.056   112886893   133987196
070126.057   112975665   134093007
070138.064   113024715   134151440
070150.062   113099418   134240443
070202.056   113161772   134314273
070214.061   113220565   134384003
070226.080   113287926   134463831
070238.055   113358683   134547564
070250.063   113407684   134605680
070302.057   113485078   134697140
070314.056   113552968   134777712
070326.077   113606835   134841604
070338.056   113669229   134914884
070350.079   113732636   134989609
070402.056   113782822   135048990
070414.057   113835287   135110986
070426.098   113885462   135170246
070438.055   113965943   135264806
070450.057   114049590   135364377
070502.058   114107421   135432993
070514.066   114158081   135493304
070526.056   114248381   135600839
070538.060   114293320   135654570
070550.056   114345186   135716357
070602.057   114402863   135784611
070614.083   114484965   135881981
070626.056   114517760   135920616
070638.056   114577552   135991437
070650.067   114637934   136063182
070702.067   114691857   136126802
070714.056   114777988   136228531
070726.077   114834802   136295618
070738.064   114900635   136373415
070750.057   114958453   136441294
070802.080   115025729   136520901
070814.056   115091009   136598860
070826.062   115144849   136662518
070838.074   115207118   136736523
070850.061   115284708   136828118
070902.065   115351998   136907385
070914.058   115415011   136982086
070926.065   115496506   137078502
070938.064   115577724   137174651
070950.056   115629521   137235645
071002.063   115684342   137300445
071014.063   115771909   137404159
071026.057   115837605   137481968
071038.058   115897281   137552701
071050.056   115954197   137619991
071102.060   116026536   137706032
071114.063   116103346   137797404
071126.085   116171389   137877860
071138.056   116235555   137954122
071150.056   116293847   138023185
071202.056   116375639   138120206
071214.067   116456550   138216163
071226.069   116512340   138282011
071238.056   116591223   138374796
071250.057   116635977   138427908
071302.057   116698631   138502150
071314.057   116787097   138607549
071326.056   116825701   138653130
071338.057   116868850   138704444
071350.070   116961732   138814401
071402.056   117040742   138907993
071414.061   117094060   138971100
071426.056   117182145   139075939
071438.055   117261298   139169797
071450.056   117362079   139289097
071502.056   117457832   139402882
071514.056   117500544   139453802
071526.080   117568901   139534610
071538.056   117629480   139606412
071550.065   117689646   139677300
071602.086   117746100   139743789
071614.056   117834720   139849344
071626.070   117882523   139906401
071638.059   117947049   139983312
071650.066   118002965   140049778
071702.062   118054881   140111236
071714.056   118138637   140210946
071726.085   118216533   140303112
071738.061   118292927   140393749
071750.057   118366360   140480869
071802.084   118442799   140572041
071814.062   118519775   140663186
071826.064   118570875   140723574
071838.061   118631681   140796227
071850.067   118700841   140878401
071902.062   118756927   140945301
071914.059   118826563   141027820
071926.066   118902897   141118635
071938.063   118978114   141208241
071950.060   119016981   141254636
072002.058   119053567   141298107
072014.057   119110241   141365507
072026.073   119184764   141454178
072038.057   119252179   141534657
072050.063   119338547   141636955
072102.057   119390316   141698301
072114.066   119464947   141787194
072126.077   119535657   141871212
072138.056   119612874   141962684
072150.056   119683610   142046297
072202.066   119781742   142162674
072214.056   119843197   142236097
072226.058   119940651   142351200
072238.088   119994855   142415402
072250.056   120051443   142482464
072302.056   120123130   142567259
072314.064   120219122   142681296
072326.056   120257651   142726953
072338.057   120309615   142788467
072350.057   120398572   142894400
072402.064   120464675   142972755
072414.079   120550116   143074320
072426.073   120605692   143140201
072438.056   120684000   143233068
072450.073   120756178   143318705
072502.088   120825170   143401031
072514.071   120910866   143503202
072526.074   120982869   143589202
072538.061   121046035   143664401
072550.056   121129552   143763838
072602.064   121181409   143825501
072614.063   121248329   143905441
072626.066   121302058   143969188
072638.057   121361239   144039190
072650.062   121445498   144138806
072702.056   121521632   144228806
072714.070   121590753   144310581
072726.078   121649220   144379809
072738.063   121726159   144471101
072750.079   121804434   144563396
072802.055   121873623   144645250
072814.067   121937284   144720566
072826.060   122004827   144800516
072838.056   122094486   144906484
072850.056   122198610   145029818
072902.056   122273306   145118701
072914.058   122340165   145197902
072926.064   122423462   145296938
072938.056   122483249   145367837
072950.068   122549395   145446807
073002.060   122631729   145544985
073014.061   122708796   145636549
073026.074   122776383   145716953
073038.084   122841985   145794764
073050.056   122930873   145900496
073102.054   123002432   145985936
073114.062   123080611   146078344
073126.074   123144206   146153374
073138.057   123228481   146252725
073150.062   123284595   146318853
073202.056   123352182   146398700
073214.056   123430054   146490904
073226.077   123506066   146580541
073238.058   123546982   146629100
073250.061   123616069   146711455
073302.069   123694186   146804436
073314.066   123747727   146867801
073326.065   123839768   146976715
073338.057   123928875   147082100
073350.095   123981713   147144777
073402.081   124064187   147243126
073414.057   124140407   147333581
073426.057   124211502   147417904
073438.063   124271920   147489521
073450.057   124338881   147569207
073502.056   124395086   147635501
073514.060   124466269   147720905
073526.056   124544320   147814084
073538.056   124628581   147914652
073550.057   124694478   147993476
073602.061   124752416   148062759
073614.085   124838497   148165065
073626.064   124907492   148247601
073638.056   124959727   148309741
073650.059   125007906   148367025
073702.063   125089315   148464252
073714.059   125174542   148565301
073726.056   125256392   148662788
073738.056   125310681   148727183
073750.073   125384907   148815209
073802.066   125451345   148894395
073814.065   125515382   148970200
073826.056   125592255   149061500
073838.056   125652357   149132521
073850.071   125731724   149226846
073902.056   125795185   149302187
073914.056   125853716   149372156
073926.057   125931588   149464690
073938.056   126000727   149546813
073950.062   126081915   149643518
074002.070   126151523   149726000
074014.056   126201831   149786403
074026.056   126252442   149846623
074038.068   126326099   149934202
074050.056   126386333   150006291
074102.067   126472669   150109138
074114.061   126518295   150163310
074126.073   126577994   150234508
074138.056   126656591   150327902
074150.068   126763212   150454865
074202.065   126824148   150527508
074214.056   126887414   150602725
074226.085   126961344   150690366
074238.061   127040197   150783903
074250.057   127117143   150874975
074302.057   127193263   150964901
074314.059   127272273   151059157
074326.073   127331942   151130301
074338.055   127407151   151220075
074350.060   127468215   151292751
074402.057   127562063   151404315
074414.060   127654163   151514400
074426.064   127735036   151610200
074438.088   127818209   151708940
074450.056   127906571   151813517
074502.057   127975508   151895501
074514.059   128039392   151971771
074526.059   128121803   152069700
074538.055   128177572   152135920
074550.057   128243534   152214350
074602.073   128326359   152312411
074614.056   128389676   152387667
074626.098   128452047   152461909
074638.084   128530707   152554843
074650.057   128615003   152654691
074702.056   128704017   152760133
074714.059   128756581   152822696
074726.059   128820442   152898733
074738.075   128892007   152983903
074750.088   128966986   153072741
074802.063   129064985   153189400
074814.058   129140836   153279192
074826.060   129206269   153356559
074838.082   129270021   153432207
074850.059   129344094   153520423
074902.056   129391860   153576711
074914.055   129463537   153661833
074926.056   129530060   153741071
074938.058   129584324   153805455
074950.057   129674258   153912165
075002.071   129739954   153989751
075014.061   129806422   154068822
075026.056   129871221   154145185
075038.064   129927718   154212167
075050.057   129983111   154277475
075102.056   130044303   154350234
075114.064   130099159   154415425
075126.059   130164994   154492734
075138.064   130208056   154543603
075150.057   130292799   154644026
075202.059   130372804   154739363
075214.056   130463505   154846781
075226.056   130504612   154895521
075238.056   130611098   155022322
075250.055   130659161   155079092
075302.083   130732220   155165995
075314.081   130810542   155259104
075326.054   130860001   155317572
075338.056   130941941   155414982
075350.056   130993174   155476097
075402.080   131065878   155562208
075414.066   131126909   155634235
075426.055   131193260   155712832
075438.057   131256776   155788174
075450.061   131314831   155856702
075502.056   131387552   155942783
075514.065   131454502   156021764
075526.056   131537259   156119491
075538.060   131592343   156184585
075550.057   131636642   156236684
075602.081   131703913   156316704
075614.057   131763071   156387068
075626.056   131822543   156457251
075638.057   131882588   156527910
075650.081   131938946   156594522
075702.056   131993050   156658337
075714.059   132053408   156729287
075726.061   132129135   156818758
075738.056   132208340   156912661
075750.058   132265922   156981101
075802.056   132315244   157039432
075814.057   132379443   157115161
075826.055   132437612   157183865
075838.081   132496656   157254015
075850.057   132570240   157341014
075902.058   132653264   157439400
075914.056   132738342   157540531
075926.058   132816441   157633402
075938.065   132892902   157724104
075950.057   132955091   157797787
080002.053   133026483   157882330
080014.067   133099557   157968701
080026.057   133170413   158052167
080038.055   133240804   158135400
080050.057   133320474   158229425
080102.056   133395245   158317540
080114.061   133474150   158410797
080126.056   133539658   158487856
080138.085   133591610   158549093
080150.067   133677068   158649998
080202.067   133761789   158750411
080214.061   133830799   158832201
080226.072   133903443   158918223
080238.056   133969341   158996121
080250.071   134027808   159064778
080302.057   134097910   159147519
080314.056   134161460   159222456
080326.056   134220928   159293369
080338.056   134300431   159387500
080350.067   134354679   159451652
080402.056   134425022   159534731
080414.056   134475035   159593675
080426.054   134525439   159653703
080438.072   134604432   159746906
080450.092   134685806   159843699
080502.063   134750541   159920048
080514.060   134836478   160021697
080526.058   134928672   160130330
080538.065   135002575   160218064
080550.059   135065052   160292023
080602.085   135137907   160378331
080614.056   135194561   160445690
080626.059   135249303   160510502
080638.062   135319695   160593870
080650.057   135404334   160694205
080702.068   135490198   160796068
080714.056   135562337   160881522
080726.074   135604163   160931186
080738.086   135672284   161011833
080750.056   135781606   161141397
080802.059   135856515   161230001
080814.059   135936978   161324975
080826.057   136023301   161427401
080838.056   136095511   161513509
080850.062   136164244   161594855
080902.054   136252376   161699389
080914.074   136331551   161792911
080926.056   136409645   161885864
080938.057   136490408   161982036
080950.056   136570059   162077301
081002.081   136642536   162163609
081014.057   136711058   162245472
081026.066   136776238   162322792
081038.063   136845461   162405300
081050.056   136937742   162515049
081102.056   137016673   162608685
081114.056   137098440   162706055
081126.098   137161915   162782353
081138.066   137257310   162895584
081150.057   137325715   162977257
081202.056   137383424   163045600
081214.056   137446868   163120946
081226.063   137539755   163231200
081238.082   137604198   163307769
081250.060   137674552   163390997
081302.057   137745316   163474959
081314.082   137811570   163553512
081326.061   137889077   163645500
081338.072   137956378   163725702
081350.055   138017744   163798346
081402.063   138076530   163868608
081414.055   138151842   163958234
081426.056   138217737   164036593
081438.056   138280736   164111470
081450.057   138353388   164198520
081502.058   138413299   164270062
081514.063   138468643   164335468
081526.062   138527273   164404953
081538.065   138610974   164504700
081550.067   138693410   164602361
081602.088   138768634   164691902
081614.067   138820027   164752933
081626.056   138898818   164846348
081638.077   138958900   164918004
081650.069   139022213   164993401
081702.075   139084984   165067921
081714.069   139144825   165139107
081726.057   139233562   165245144
081738.056   139295648   165319048
081750.065   139358264   165393300
081802.075   139428458   165476401
081814.070   139476030   165533100
081826.065   139536780   165605653
081838.057   139600019   165680673
081850.057   139657347   165748871
081902.057   139711544   165813101
081914.064   139792267   165909080
081926.059   139859614   165989301
081938.078   139925917   166067692
081950.057   140011023   166168488
082002.088   140099585   166273157
082014.056   140174273   166361641
082026.076   140248973   166450398
082038.055   140321858   166536620
082050.056   140379731   166605014
082102.056   140442491   166679596
082114.057   140512909   166763014
082126.054   140588676   166853153
082138.060   140678855   166960263
082150.065   140727015   167017414
082202.056   140805005   167109875
082214.060   140888422   167209200
082226.063   140956191   167289065
082238.058   141041917   167391401
082250.074   141113969   167477211
082302.059   141174324   167548401
082314.057   141248858   167636322
082326.057   141319449   167719813
082338.061   141369435   167779200
082350.057   141424026   167844062
082402.056   141501369   167935845
082414.085   141567509   168014065
082426.056   141651736   168114235
082438.079   141731548   168209333
082450.062   141803654   168295319
082502.086   141881520   168388160
082514.062   141953618   168473903
082526.056   142022700   168556490
082538.057   142095717   168643707
082550.056   142153057   168711758
082602.056   142229488   168802347
082614.056   142287401   168871622
082626.071   142338329   168931990
082638.063   142389067   168992429
082650.056   142456158   169071554
082702.059   142527819   169157501
082714.057   142601194   169245000
082726.057   142692021   169352901
082738.055   142765679   169440258
082750.059   142951817   169660386
082802.055   143135401   169878946
082814.054   143321106   170098710
082826.055   143503797   170314167
082838.054   143688888   170533076
082850.059   143874967   170753280
082902.055   144060323   170972287
082914.055   144242537   171188125
082926.058   144419100   171398482
082938.058   144630170   171648747
082950.054   144837936   171895084
083002.054   145048709   172144852
083014.055   145236196   172365829
083026.055   145420245   172584796
083038.055   145603079   172801438
083050.055   145789077   173020694
083102.059   145974502   173239762
083114.059   146159521   173459383
083126.059   146344217   173677535
083138.054   146530936   173898430
083150.055   146715340   174115879
083202.059   146898583   174332982
083214.055   147084974   174553611
083226.055   147267247   174769636
083238.055   147453285   174989249
083250.055   147636420   175207447
083302.059   147820231   175425617
083314.059   148002423   175642281
083326.054   148210235   175887866
083338.055   148395025   176105930
083350.059   148579634   176324662
083402.055   148761895   176541044
083414.055   148946976   176760847
