Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
055649.058     9747439    11327801
055701.058     9753155    11334413
055713.073     9758927    11341101
055725.069     9764743    11347883
055737.061     9770201    11354234
055749.074     9775881    11360836
055801.052     9780816    11366545
055813.061     9786246    11372892
055825.078     9791524    11379047
055837.048     9796131    11384389
055849.048     9802213    11391501
055901.049     9808467    11398850
055913.070     9813930    11405196
055925.057     9819883    11412069
055937.058     9824701    11417619
055949.066     9829559    11423209
060001.074     9835149    11429748
060013.046     9840300    11435762
060025.065     9846319    11442802
060037.058     9850920    11448211
060049.063     9856550    11454795
060101.081     9861554    11460606
060113.065     9867047    11467000
060125.062     9871903    11472640
060137.052     9878122    11479850
060149.065     9883503    11486166
060201.059     9888573    11492037
060213.060     9894166    11498483
060225.087     9898920    11504000
060237.078     9904467    11510441
060249.062     9908811    11515503
060301.078     9914345    11521910
060313.054     9918928    11527272
060325.056     9925204    11534505
060337.068     9930064    11540172
060349.070     9935071    11546000
060401.078     9940877    11552724
060413.070     9946464    11559185
060425.078     9952211    11565878
060437.068     9957833    11572421
060449.071     9964251    11579892
060501.070     9969816    11586388
060513.067     9976262    11593900
060525.071     9981319    11599803
060537.069     9986292    11605576
060549.082     9992284    11612541
060601.081     9997171    11618194
060613.061    10001466    11623207
060625.050    10007012    11629715
060637.066    10012414    11635939
060649.070    10017914    11642291
060701.066    10022957    11648170
060713.069    10026720    11652532
060725.074    10033188    11660062
060737.050    10039081    11666922
060749.057    10044695    11673394
060801.054    10050373    11680007
060813.058    10055239    11685601
060825.053    10061776    11693211
060837.090    10066991    11699247
060849.074    10072069    11705193
060901.070    10076811    11710742
060913.080    10083799    11718886
060925.062    10089779    11725781
060937.058    10094445    11731200
060949.059    10100375    11738127
061001.053    10105593    11744291
061013.078    10111087    11750750
061025.062    10116724    11757349
061037.058    10121517    11762917
061049.065    10127132    11769460
061101.064    10132004    11775144
061113.060    10137027    11781016
061125.059    10141549    11786319
061137.057    10145311    11790700
061149.082    10151196    11797546
061201.080    10156736    11804013
061213.054    10161026    11809000
061225.061    10166482    11815342
061237.074    10171633    11821402
061249.054    10176961    11827569
061301.065    10183273    11834851
061313.078    10189570    11842168
061325.070    10195305    11848831
061337.066    10200081    11854361
061349.066    10205063    11860225
061401.049    10211142    11867242
061413.054    10215800    11872647
061425.074    10219882    11877380
061437.074    10225558    11883995
061449.078    10229980    11889170
061501.066    10234701    11894715
061513.062    10240088    11901050
061525.071    10245273    11907095
061537.054    10250434    11913089
061549.074    10256707    11920455
061601.062    10262104    11926729
061613.062    10268394    11934063
061625.062    10273516    11940018
061637.072    10279340    11946801
061649.065    10284507    11952832
061701.068    10289842    11958995
061713.054    10294596    11964510
061725.070    10300599    11971401
061737.056    10305450    11977001
061749.070    10309916    11982221
061801.071    10315106    11988314
061813.072    10320359    11994354
061825.070    10326253    12001253
061837.069    10331224    12007029
061849.058    10335981    12012546
061901.059    10340767    12018135
061913.073    10346357    12024626
061925.070    10351845    12031052
061937.095    10357237    12037302
061949.073    10361692    12042502
062001.054    10367568    12049348
062013.082    10372742    12055396
062025.058    10378170    12061636
062037.054    10384211    12068577
062049.065    10390054    12075398
062101.060    10395359    12081608
062113.056    10400966    12088113
062125.074    10405993    12093907
062137.061    10410615    12099228
062149.078    10416270    12105802
062201.066    10422392    12112931
062213.046    10427207    12118524
062225.070    10432780    12124960
062237.055    10438645    12131720
062249.066    10444709    12138743
062301.077    10449912    12144738
062313.066    10454104    12149549
062325.048    10459520    12155826
062337.063    10465182    12162357
062349.063    10470656    12168674
062401.065    10476788    12175801
062413.058    10482787    12182732
062425.057    10488259    12189053
062437.070    10493937    12195583
062449.047    10499253    12201700
062501.053    10504661    12207955
062513.072    10509160    12213145
062525.070    10515827    12220851
062537.062    10521543    12227511
062549.064    10527494    12234402
062601.052    10532571    12240320
062613.078    10537491    12246042
062625.062    10542651    12252009
062637.070    10546847    12256895
062649.074    10552285    12263190
062701.074    10557413    12269201
062713.054    10563874    12276680
062725.086    10568921    12282539
062737.074    10574035    12288430
062749.067    10579918    12295238
062801.072    10585315    12301518
062813.052    10591017    12308105
062825.078    10596121    12314002
062837.070    10601498    12320209
062849.063    10606377    12325829
062901.082    10612002    12332305
062913.050    10617761    12338942
062925.064    10623793    12345850
062937.058    10629580    12352530
062949.058    10634718    12358406
063001.060    10639852    12364251
063013.047    10645349    12370627
063025.060    10650104    12376114
063037.059    10654644    12381310
063049.052    10659845    12387351
063101.076    10664352    12392554
063113.078    10669587    12398615
063125.076    10674149    12403907
063137.066    10680212    12410906
063149.055    10685580    12417137
063201.050    10690700    12423033
063213.050    10696383    12429600
063225.066    10703433    12437800
063237.082    10709016    12444307
063249.070    10713978    12450100
063301.070    10719585    12456618
063313.058    10724521    12462415
063325.066    10730721    12469637
063337.062    10735961    12475700
063349.085    10741731    12482381
063401.066    10746223    12487535
063413.049    10751568    12493728
063425.061    10758595    12501897
063437.061    10764120    12508295
063449.065    10769124    12514102
063501.054    10774890    12520770
063513.057    10779894    12526577
063525.073    10783994    12531270
063537.090    10788062    12535944
063549.061    10791546    12540008
063601.047    10795919    12545051
063613.070    10798226    12547748
063625.058    10801169    12551127
063637.058    10803575    12553900
063649.066    10807608    12558582
063701.064    10809605    12560861
063713.066    10811253    12562707
063725.082    10812086    12563687
063737.060    10812957    12564696
063749.115    10813788    12565659
063801.101    10814792    12566825
063813.078    10815170    12567270
063825.078    10815691    12567883
063837.080    10816103    12568365
063849.066    10816988    12569397
063901.066    10819475    12572294
063913.069    10822356    12575621
063925.054    10825339    12579103
063937.086    10828491    12582765
063949.073    10831553    12586337
064001.068    10833517    12588607
064013.074    10834285    12589482
064025.077    10836340    12591850
064037.098    10837092    12592714
064049.094    10837798    12593539
064101.110    10838934    12594866
064113.082    10839621    12595660
064125.094    10839948    12596041
064137.058    10840149    12596281
064149.068    10841567    12597936
064201.078    10843979    12600750
064213.083    10846227    12603394
064225.066    10850150    12607958
064237.047    10851840    12609972
064249.070    10854011    12612502
064301.059    10857675    12616775
064313.064    10860399    12619957
064325.066    10863103    12623095
064337.069    10866245    12626728
064349.078    10869648    12630661
064401.077    10872159    12633533
064413.069    10874310    12636025
064425.112    10876769    12638894
064437.068    10880264    12642971
064449.062    10883803    12647117
064501.065    10887336    12651220
064513.070    10889930    12654184
064525.062    10893252    12658021
064537.074    10896524    12661858
064549.070    10899085    12664780
064601.062    10901648    12667769
064613.058    10908436    12675636
064625.060    10914358    12682465
064637.058    10919229    12688115
064649.052    10925494    12695396
064701.053    10932434    12703402
064713.055    10937271    12708968
064725.058    10943757    12716488
064737.082    10949969    12723704
064749.062    10955328    12729927
064801.074    10960964    12736456
064813.073    10965633    12741955
064825.078    10970546    12747600
064837.074    10975288    12753055
064849.047    10980439    12759003
064901.065    10985723    12765121
064913.071    10990588    12770725
064925.059    10996382    12777407
064937.069    11002032    12783924
064949.074    11007432    12790200
065001.056    11013043    12796703
065013.062    11018243    12802775
065025.057    11023655    12809058
065037.057    11028891    12815166
065049.054    11034587    12821718
065101.051    11041614    12829903
065113.048    11048027    12837345
065125.054    11054033    12844331
065137.066    11059189    12850272
065149.067    11065112    12857107
065201.070    11069417    12862101
065213.069    11074926    12868502
065225.051    11080017    12874348
065237.052    11085158    12880296
065249.066    11089818    12885678
065301.086    11095148    12891891
065313.070    11099902    12897428
065325.046    11104028    12902219
065337.071    11110006    12909111
065349.080    11115502    12915452
065401.060    11120673    12921428
065413.054    11125402    12926866
065425.062    11131292    12933651
065437.058    11137526    12940869
065449.062    11143230    12947490
065501.092    11147493    12952468
065513.074    11152170    12957925
065525.054    11158978    12965867
065537.066    11163589    12971182
065549.070    11168904    12977330
065601.066    11175318    12984782
065613.052    11181228    12991700
065625.074    11185806    12997022
065637.070    11190462    13002421
065649.068    11195452    13008220
065701.077    11200801    13014385
065713.050    11206641    13021139
065725.066    11210924    13026134
065737.057    11215501    13031417
065749.065    11220994    13037759
065801.082    11225212    13042660
065813.076    11231563    13050068
065825.052    11236783    13056146
065837.065    11243802    13064281
065849.055    11248487    13069753
065901.074    11255112    13077409
065913.055    11260472    13083582
065925.066    11266431    13090495
065937.061    11271254    13096105
065949.066    11276316    13101936
070001.066    11281715    13108214
070013.050    11286383    13113615
070025.082    11291666    13119770
070037.054    11296694    13125575
070049.062    11302112    13131832
070101.056    11307644    13138201
070113.066    11313175    13144585
070125.057    11318134    13150351
070137.068    11323192    13156201
070149.053    11328123    13161926
070201.053    11333500    13168154
070213.074    11338213    13173640
070225.066    11343985    13180280
070237.046    11349449    13186584
070249.074    11354784    13192731
070301.073    11359765    13198537
070313.054    11364885    13204483
070325.054    11371694    13212345
070337.069    11376718    13218190
070349.070    11381746    13224036
070401.058    11387746    13230967
070413.066    11392468    13236447
070425.054    11397385    13242178
070437.070    11402443    13248091
070449.070    11408252    13254795
070501.062    11414255    13261673
070513.058    11420617    13269046
070525.078    11425276    13274452
070537.070    11430800    13280881
070549.082    11436172    13287101
070601.056    11441673    13293459
070613.070    11445977    13298473
070625.050    11450241    13303436
070637.073    11456260    13310401
070649.066    11461441    13316352
070701.047    11466011    13321607
070713.052    11471940    13328456
070725.061    11477924    13335344
070737.053    11483410    13341774
070749.065    11488659    13347891
070801.058    11495354    13355647
070813.048    11502205    13363582
070825.062    11507296    13369460
070837.066    11513740    13376931
070849.055    11518013    13381887
070901.063    11523765    13388561
070913.078    11528995    13394608
070925.057    11534070    13400509
070937.082    11539892    13407241
070949.068    11544883    13412994
071001.052    11550285    13419195
071013.066    11555110    13424778
071025.073    11560820    13431430
071037.062    11566639    13438241
071049.054    11571344    13443680
071101.074    11576091    13449202
071113.051    11581861    13455889
071125.090    11586761    13461578
071137.050    11592331    13468052
071149.073    11597092    13473601
071201.068    11602308    13479657
071213.062    11607181    13485280
071225.066    11613018    13492025
071237.057    11619521    13499498
071249.055    11626045    13507051
071301.048    11631825    13513724
071313.058    11636541    13519219
071325.050    11641619    13525123
071337.060    11646722    13531084
071349.074    11651850    13537048
071401.053    11656995    13543032
071413.066    11663684    13550866
071425.062    11670444    13558726
071437.055    11675509    13564587
071449.074    11680274    13570143
071501.053    11685144    13575758
071513.058    11692220    13583968
071525.082    11697416    13589965
071537.074    11702745    13596174
071549.078    11707569    13601734
071601.054    11712704    13607682
071613.061    11717933    13613730
071625.070    11723034    13619668
071637.068    11728268    13625748
071649.062    11733192    13631458
071701.054    11738639    13637763
071713.065    11743914    13643883
071725.059    11748821    13649578
071737.060    11753596    13655103
071749.052    11758373    13660627
071801.061    11763187    13666190
071813.074    11768442    13672250
071825.067    11773270    13677844
071837.068    11778070    13683415
071849.061    11783898    13690164
071901.056    11789827    13697101
071913.066    11795229    13703366
071925.061    11799699    13708528
071937.062    11804711    13714361
071949.070    11810364    13720939
072001.063    11816400    13727897
072013.062    11821936    13734246
072025.062    11827239    13740341
072037.046    11832630    13746544
072049.057    11838478    13753321
072101.057    11843024    13758611
072113.066    11847985    13764396
072125.062    11853557    13770878
072137.074    11858498    13776603
072149.066    11863350    13782265
072201.047    11868678    13788408
072213.074    11873665    13794200
072225.066    11877578    13798751
072237.053    11883610    13805738
072249.085    11888364    13811289
072301.058    11893697    13817508
072313.070    11897813    13822326
072325.057    11903155    13828574
072337.059    11908209    13834478
072349.058    11912744    13839763
072401.078    11917403    13845170
072413.063    11922561    13851180
072425.057    11928000    13857476
072437.058    11934097    13864544
072449.065    11938183    13869291
072501.088    11942738    13874628
072513.058    11948023    13880757
072525.078    11951597    13884889
072537.055    11956387    13890497
072549.070    11961202    13896071
072601.073    11966960    13902749
072613.070    11972298    13909008
072625.066    11978251    13915943
072637.058    11983771    13922295
072649.070    11988697    13928017
072701.050    11993480    13933545
072713.050    11999881    13940936
072725.077    12005636    13947601
072737.062    12010942    13953743
072749.073    12017239    13961084
072801.062    12021371    13965913
072813.063    12026531    13971933
072825.062    12031149    13977375
072837.082    12036316    13983432
072849.057    12041915    13989906
072901.062    12046411    13995097
072913.082    12051867    14001465
072925.051    12056399    14006725
072937.074    12062818    14014204
072949.056    12068155    14020408
073001.082    12073834    14026982
073013.077    12080050    14034134
073025.063    12086080    14041148
073037.061    12091680    14047737
073049.062    12096585    14053443
073101.067    12101784    14059473
073113.061    12106313    14064776
073125.076    12110894    14070102
073137.063    12116086    14076208
073149.062    12122689    14083829
073201.062    12129478    14091695
073213.074    12133837    14096759
073225.082    12138830    14102558
073237.056    12142999    14107394
073249.061    12147809    14112923
073301.060    12154014    14120055
073313.058    12159493    14126368
073325.050    12165063    14132829
073337.086    12169453    14137922
073349.086    12174776    14144113
073401.074    12180758    14151052
073413.058    12186020    14157201
073425.063    12190606    14162528
073437.062    12195413    14168139
073449.064    12201221    14174920
073501.055    12206525    14181120
073513.067    12210611    14185898
073525.052    12215509    14191525
073537.049    12220210    14196977
073549.057    12226643    14204445
073601.051    12232222    14210930
073613.058    12237250    14216754
073625.052    12242028    14222262
073637.068    12247584    14228715
073649.065    12252445    14234310
073701.051    12257279    14239900
073713.061    12262915    14246379
073725.062    12267459    14251615
073737.053    12273198    14258218
073749.052    12278116    14263949
073801.064    12283960    14270675
073813.062    12290350    14278074
073825.070    12297286    14286055
073837.060    12302159    14291791
073849.078    12308067    14298627
073901.063    12312828    14304132
073913.062    12318073    14310199
073925.066    12323125    14316064
073937.059    12329167    14323018
073949.059    12334613    14329368
074001.053    12339956    14335618
074013.053    12345968    14342618
074025.071    12350688    14348103
074037.073    12356425    14354820
074049.098    12362187    14361459
074101.054    12367143    14367245
074113.048    12370690    14371353
074125.074    12376277    14377801
074137.062    12381496    14383895
074149.061    12386639    14389912
074201.053    12391832    14395951
074213.077    12397304    14402286
074225.065    12402782    14408701
074237.054    12409337    14416280
074249.062    12413855    14421523
074301.058    12418568    14427003
074313.051    12423761    14433012
074325.075    12428451    14438424
074337.059    12434265    14445144
074349.059    12439528    14451231
074401.054    12444413    14456873
074413.074    12448965    14462159
074425.082    12454275    14468228
074437.050    12460519    14475496
074449.070    12466272    14482149
074501.062    12471531    14488243
074513.068    12476334    14493869
074525.070    12480893    14499164
074537.065    12485887    14505030
074549.054    12490910    14510816
074601.058    12495385    14516025
074613.067    12501346    14522958
074625.067    12507551    14530144
074637.059    12512694    14536077
074649.048    12518759    14543145
074701.070    12523895    14549101
074713.044    12528970    14554994
074725.062    12533271    14559988
074737.073    12538785    14566377
074749.070    12544031    14572462
074801.050    12549818    14579099
074813.089    12555642    14585801
074825.054    12561352    14592401
074837.086    12566656    14598565
074849.064    12571442    14604121
074901.046    12577087    14610701
074913.067    12582919    14617458
074925.058    12588388    14623756
074937.074    12593469    14629583
074949.053    12599480    14636522
075001.090    12605917    14643942
075013.050    12611323    14650233
075025.074    12617789    14657700
075037.070    12623046    14663784
075049.060    12628816    14670531
075101.054    12634376    14677031
075113.054    12639328    14682778
075125.066    12645311    14689679
075137.086    12651122    14696452
075149.054    12655652    14701706
075201.081    12662787    14709947
075213.078    12667873    14715780
075225.062    12672774    14721400
075237.062    12677122    14726448
075249.078    12683270    14733530
075301.063    12688527    14739624
075313.057    12692973    14744746
075325.059    12698416    14751024
075337.068    12704428    14757948
075349.059    12708698    14762909
075401.056    12714715    14769902
075413.051    12719797    14775762
075425.073    12724649    14781375
075437.070    12730282    14787904
075449.054    12735191    14793571
075501.071    12740533    14799792
075513.069    12745076    14805073
075525.064    12751247    14812243
075537.076    12757146    14819046
075549.062    12762653    14825400
075601.062    12767482    14831057
075613.053    12773159    14837643
075625.053    12779040    14844420
075637.073    12783362    14849433
075649.058    12788102    14854905
075701.062    12793534    14861201
075713.086    12799540    14868136
075725.069    12804883    14874253
075737.072    12810357    14880613
075749.047    12813676    14884471
075801.074    12819513    14891203
075813.049    12824313    14896761
075825.063    12829958    14903254
075837.058    12836180    14910446
075849.070    12841677    14916772
075901.062    12846234    14922005
075913.058    12850515    14926933
075925.050    12856487    14933837
075937.066    12862006    14940133
075949.059    12867546    14946546
080001.086    12872413    14952139
080013.076    12878131    14958753
080025.078    12883045    14964490
080037.066    12889692    14972124
080049.058    12894339    14977501
080101.058    12899724    14983743
080113.062    12904941    14989861
080125.054    12909620    14995322
080137.061    12915280    15001872
080149.053    12920519    15008001
080201.056    12925200    15013426
080213.062    12930238    15019218
080225.066    12936660    15026616
080237.059    12941955    15032742
080249.070    12947329    15038971
080301.066    12952892    15045359
080313.090    12957298    15050424
080325.058    12962313    15056201
080337.047    12967625    15062382
080349.066    12973925    15069630
080401.049    12979218    15075736
080413.074    12983684    15080897
080425.061    12987605    15085442
080437.061    12992562    15091160
080449.065    12998585    15098137
080501.061    13003784    15104100
080513.052    13008838    15109879
080525.060    13014113    15115980
080537.071    13021109    15124062
080549.079    13027052    15130871
080601.053    13032374    15136983
080613.070    13038088    15143629
080625.086    13045285    15151912
080637.081    13049929    15157229
080649.066    13055448    15163701
080701.060    13060841    15169899
080713.058    13065916    15175801
080725.053    13070728    15181400
080737.046    13077355    15189103
080749.066    13082267    15194787
080801.050    13087615    15200985
080813.070    13094415    15208838
080825.074    13099619    15214867
080837.067    13105325    15221428
080849.058    13110534    15227428
080901.058    13116937    15234909
080913.056    13121584    15240265
080925.061    13127517    15247080
080937.067    13132690    15253068
080949.060    13138676    15259928
081001.076    13143303    15265270
081013.072    13148082    15270781
081025.090    13153309    15276783
081037.054    13158860    15283221
081049.065    13162719    15287674
081101.058    13166782    15292333
081113.061    13172678    15299105
081125.070    13177810    15304975
081137.070    13182974    15310971
081149.071    13187658    15316361
081201.069    13193835    15323493
081213.066    13197501    15327684
081225.062    13202661    15333640
081237.062    13207681    15339423
081249.082    13213313    15345891
081301.052    13219770    15353437
081313.070    13227004    15361840
081325.090    13232280    15367959
081337.068    13237569    15374098
081349.054    13242487    15379781
081401.052    13247805    15385870
081413.048    13253010    15391920
081425.062    13258940    15398756
081437.055    13264196    15404850
081449.054    13269970    15411499
081501.046    13276226    15418708
081513.070    13280896    15424095
081525.058    13286121    15430205
081537.059    13291465    15436468
081549.066    13296105    15441871
081601.050    13301449    15448047
081613.074    13308080    15455747
081625.054    13313305    15461854
081637.064    13319275    15468751
081649.054    13323690    15473873
081701.056    13329476    15480568
081713.061    13334480    15486374
081725.058    13339652    15492358
081737.078    13344828    15498330
081749.074    13350630    15505001
081801.074    13356253    15511500
081813.065    13361810    15517961
081825.062    13366314    15523222
081837.058    13371667    15529418
081849.062    13375635    15534035
081901.061    13381539    15540882
081913.071    13387792    15548178
081925.061    13393422    15554741
081937.072    13398046    15560097
081949.072    13403366    15566274
082001.050    13408792    15572562
082013.050    13413306    15577804
082025.079    13417963    15583172
082037.054    13422453    15588397
082049.066    13427801    15594549
082101.084    13432686    15600225
082113.073    13437357    15605656
082125.057    13442497    15611604
082137.066    13448611    15618624
082149.066    13453805    15624575
082201.054    13460060    15631775
082213.073    13464416    15636795
082225.058    13470426    15643792
082237.050    13475174    15649364
082249.051    13480074    15655027
082301.073    13484529    15660194
082313.070    13489493    15665995
082325.049    13495555    15673029
082337.057    13500319    15678567
082349.066    13504764    15683703
082401.061    13509852    15689597
082413.070    13514801    15695342
082425.064    13520538    15701944
082437.064    13526150    15708495
082449.063    13531202    15714357
082501.050    13536361    15720308
082513.061    13541663    15726423
082525.077    13547605    15733284
082537.070    13553004    15739512
082549.074    13558563    15746002
082601.054    13563869    15752162
082613.054    13568189    15757178
082625.064    13573725    15763600
082637.054    13578273    15768861
082649.052    13583909    15775408
082701.054    13588593    15780857
082713.078    13593645    15786751
082725.082    13598541    15792418
082737.082    13604366    15799093
082749.081    13608755    15804124
082801.050    13615006    15811334
082813.077    13619849    15816921
082825.086    13625345    15823321
082837.077    13629391    15828023
082849.058    13634452    15833837
082901.058    13639612    15839820
082913.074    13645722    15846863
082925.062    13650472    15852415
082937.056    13656134    15858979
082949.061    13660348    15863837
083001.052    13665838    15870232
083013.053    13670254    15875365
083025.050    13675535    15881487
083037.062    13681712    15888664
083049.058    13686547    15894224
083101.047    13692511    15901108
083113.062    13697447    15906772
083125.062    13703091    15913317
083137.062    13708499    15919526
083149.089    13713954    15925899
083201.070    13718841    15931602
083213.050    13724879    15938539
083225.082    13730038    15944489
083237.060    13734842    15950034
083249.070    13740385    15956477
083301.065    13746147    15963131
083313.070    13751711    15969545
083325.059    13756834    15975480
083337.058    13761997    15981418
083349.062    13767096    15987291
083401.054    13771620    15992501
083413.090    13776931    15998673
083425.066    13782777    16005412
083437.069    13788688    16012166
083449.048    13794923    16019293
083501.061    13799278    16024311
083513.059    13803867    16029588
083525.062    13810169    16036863
083537.074    13816119    16043704
083549.058    13820904    16049237
083601.062    13827342    16056695
083613.066    13832274    16062398
083625.062    13837745    16068723
083637.061    13843172    16075012
083649.078    13848955    16081672
083701.069    13853697    16087161
083713.073    13859133    16093382
083725.057    13864782    16099908
083737.049    13869554    16105400
083749.059    13875373    16112061
083801.073    13879691    16117064
083813.075    13884014    16122024
083825.056    13889325    16128121
083837.061    13894096    16133688
083849.070    13899069    16139478
083901.062    13905167    16146476
083913.086    13910657    16152886
083925.082    13913441    16156150
083937.061    13919078    16162657
083949.065    13924895    16169431
084001.058    13929988    16175312
084013.053    13935212    16181363
084025.062    13940894    16187960
084037.066    13945670    16193501
084049.058    13951393    16200097
084101.058    13956609    16206115
084113.058    13961775    16212094
084125.047    13968092    16219307
084137.052    13974510    16226689
084149.055    13979268    16232186
084201.061    13985532    16239365
084213.052    13990231    16244781
084225.062    13995453    16250778
084237.062    13999157    16255079
084249.085    14003944    16260602
084301.058    14009132    16266572
084313.070    14014411    16272626
084325.078    14020499    16279654
084337.070    14025345    16285225
084349.072    14030550    16291228
084401.047    14035753    16297281
084413.062    14041192    16303572
084425.062    14044896    16307886
084437.065    14049498    16313248
084449.058    14053705    16318096
084501.068    14060694    16326153
084513.050    14065772    16332015
084525.054    14072332    16339620
084537.049    14076879    16344904
084549.076    14082225    16351098
084601.074    14088371    16358225
084613.066    14093628    16364308
084625.045    14098180    16369586
084637.082    14104764    16377197
084649.050    14110485    16383779
084701.074    14115684    16389861
084713.062    14120598    16395571
084725.062    14125999    16401829
084737.094    14131271    16407991
084749.066    14136253    16413778
084801.062    14142121    16420609
084813.055    14146716    16425922
084825.062    14151675    16431670
084837.058    14157876    16438839
084849.062    14162834    16444570
084901.061    14168398    16451006
084913.073    14174188    16457765
084925.070    14179370    16463808
084937.070    14185803    16471249
084949.054    14191062    16477301
085001.074    14196333    16483386
085013.065    14202475    16490515
085025.064    14208159    16497142
085037.061    14213424    16503235
085049.046    14218471    16509074
085101.063    14224270    16515830
085113.046    14230844    16523400
085125.062    14236342    16529805
085137.064    14240549    16534661
085149.060    14246249    16541217
085201.072    14251672    16547482
085213.070    14257016    16553680
085225.078    14263131    16560753
085237.053    14269249    16567735
085249.070    14275212    16574601
085301.070    14280579    16580836
085313.048    14286470    16587591
085325.059    14292082    16594028
085337.058    14297286    16600037
085349.053    14301867    16605313
085401.065    14306851    16611006
085413.066    14311395    16616204
085425.049    14317100    16622850
085437.066    14322184    16628771
085449.078    14328194    16635693
085501.058    14334374    16642876
085513.074    14341613    16651291
085525.047    14346663    16657093
085537.062    14350699    16661733
085549.066    14357130    16669267
085601.070    14362773    16675817
085613.066    14368627    16682588
085625.062    14374186    16688980
085637.054    14379425    16695021
085649.076    14384929    16701348
085701.074    14389394    16706537
085713.048    14394683    16712650
085725.058    14400346    16719141
085737.066    14406306    16726050
085749.093    14410849    16731346
085801.070    14415234    16736401
085813.064    14419672    16741534
085825.058    14424063    16746580
085837.060    14429586    16752978
085849.061    14434732    16758939
085901.067    14439493    16764502
085913.058    14444837    16770752
085925.066    14449625    16776301
085937.058    14456231    16783938
085949.054    14460504    16788882
090001.065    14465424    16794647
090013.062    14471077    16801176
090025.052    14474330    16804950
090037.066    14480183    16811739
090049.054    14485985    16818488
090101.078    14491312    16824621
090113.055    14496049    16830109
090125.058    14501522    16836427
090137.059    14507331    16843139
090149.074    14513098    16849746
090201.062    14518386    16855900
090213.057    14523001    16861261
090225.065    14527647    16866610
090237.050    14532056    16871721
090249.056    14538467    16879177
090301.074    14543775    16885318
090313.086    14550093    16892659
090325.067    14554338    16897604
090337.086    14560004    16904202
090349.058    14564827    16909745
090401.069    14570052    16915801
090413.058    14575346    16921919
090425.062    14580900    16928307
090437.050    14586369    16934619
090449.058    14592199    16941322
090501.078    14596491    16946281
090513.049    14601891    16952501
090525.062    14608987    16960701
090537.065    14613828    16966352
090549.062    14618903    16972301
090601.054    14625760    16980168
090613.056    14630673    16985823
090625.066    14636153    16992126
090637.065    14641366    16998185
090649.066    14646145    17003702
090701.054    14650967    17009321
090713.078    14655849    17014941
090725.058    14661122    17021027
090737.078    14666668    17027483
090749.059    14670610    17032075
090801.074    14675626    17037956
090813.058    14680981    17044120
090825.056    14685350    17049150
090837.068    14690533    17055133
090849.064    14695664    17061037
090901.060    14701014    17067226
090913.053    14705521    17072467
090925.086    14710532    17078256
090937.065    14716579    17085287
090949.059    14722541    17092137
091001.054    14728534    17099021
091013.058    14734387    17105805
091025.047    14739416    17111643
091037.058    14743933    17116919
091049.050    14749764    17123656
091101.047    14754898    17129651
091113.053    14759700    17135177
091125.066    14764935    17141281
091137.062    14770903    17148238
091149.074    14775744    17153833
091201.062    14782038    17161118
091213.066    14787239    17167144
091225.047    14791593    17172222
091237.058    14796823    17178328
091249.062    14801550    17183809
091301.059    14806687    17189749
091313.070    14812174    17196157
091325.055    14816996    17201800
091337.057    14821481    17207026
091349.074    14827527    17214073
091401.062    14832809    17220201
091413.070    14838556    17226844
091425.056    14844872    17234152
091437.074    14849532    17239556
091449.067    14854659    17245528
091501.058    14859228    17250805
091513.094    14864698    17257116
091525.054    14870308    17263547
091537.049    14876887    17271064
091549.070    14882171    17277135
091601.064    14887698    17283500
091613.056    14892280    17288840
091625.053    14897772    17295197
091637.057    14901951    17300007
091649.062    14906409    17305201
091701.062    14912094    17311798
091713.070    14917701    17318314
091725.089    14922185    17323528
091737.057    14926543    17328624
091749.046    14931397    17334227
091801.069    14937917    17341851
091813.062    14942781    17347522
091825.069    14948325    17353977
091837.062    14953892    17360445
091849.074    14959118    17366429
091901.062    14965839    17374183
091913.062    14971560    17380834
091925.074    14977206    17387432
091937.065    14981248    17392143
091949.069    14986107    17397800
092001.057    14991796    17404391
092013.073    14996591    17409890
092025.065    15001143    17415199
092037.056    15006277    17421145
092049.066    15011364    17426999
092101.049    15017008    17433517
092113.070    15022155    17439448
092125.066    15027615    17445793
092137.050    15032002    17450908
092149.062    15036514    17456100
