 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
   1.14600 ,    -0.132113751946352E+01 ,    -0.583288328087372E+01 ,    -0.910997133006764E-01 ,    -0.132113751946352E+01 ,     0.370942587799205E+01 ,    -0.501112315354958E+00 , 
   1.16600 ,    -0.310495747963112E+01 ,    -0.496504038531862E+01 ,     0.100632646479712E+00 ,    -0.310495747963112E+01 ,     0.293226197712519E+01 ,    -0.967897395557227E+00 , 
   1.18600 ,    -0.511700476810163E+01 ,    -0.358786636082594E+01 ,     0.306003991445759E+00 ,    -0.511700476810163E+01 ,     0.187116418044902E+01 ,    -0.150166559507004E+01 , 
   1.20600 ,    -0.717694368751410E+01 ,    -0.181517326381905E+01 ,     0.511703146775357E+00 ,    -0.717694368751410E+01 ,     0.625159492054851E+00 ,    -0.205117913132113E+01 , 
   1.22600 ,    -0.909837973378667E+01 ,     0.199812535322683E+00 ,     0.703084089861975E+00 ,    -0.909837973378667E+01 ,    -0.690836091553427E+00 ,    -0.256407051802090E+01 , 
   1.24600 ,    -0.107045495923483E+02 ,     0.227635860136513E+01 ,     0.864838338922133E+00 ,    -0.107045495923483E+02 ,    -0.195604608192044E+01 ,    -0.299162430483467E+01 , 
   1.26600 ,    -0.118428830593386E+02 ,     0.422060564872489E+01 ,     0.981726855107165E+00 ,    -0.118428830593386E+02 ,    -0.305415337237415E+01 ,    -0.329314311637476E+01 , 
   1.28600 ,    -0.123972137459726E+02 ,     0.584126683859167E+01 ,     0.103934346712832E+01 ,    -0.123972137459726E+02 ,    -0.388303558076116E+01 ,    -0.343950893723864E+01 , 
   1.30600 ,    -0.122966546005741E+02 ,     0.696537969767786E+01 ,     0.102488085284116E+01 ,    -0.122966546005741E+02 ,    -0.436311321590813E+01 ,    -0.341563096496393E+01 , 
   1.32600 ,    -0.115204738623994E+02 ,     0.745282929008319E+01 ,     0.927869484393344E+00 ,    -0.115204738623994E+02 ,    -0.444364677245918E+01 ,    -0.322157829787090E+01 , 
   1.34600 ,    -0.100986764429689E+02 ,     0.720845167948270E+01 ,     0.740859547810834E+00 ,    -0.100986764429689E+02 ,    -0.410650939900601E+01 ,    -0.287231911578240E+01 , 
   1.36600 ,    -0.810838057899245E+01 ,     0.619071456773520E+01 ,     0.460015693445938E+00 ,    -0.810838057899245E+01 ,    -0.336718644774846E+01 ,    -0.239611639736686E+01 , 
   1.38600 ,    -0.566644501927032E+01 ,     0.441624242460075E+01 ,     0.855947057590819E-01 ,    -0.566644501927032E+01 ,    -0.227299199126001E+01 ,    -0.183175186925072E+01 , 
   1.40600 ,    -0.291911569840194E+01 ,     0.195978475344622E+01 ,    -0.377722929244950E+00 ,    -0.291911569840194E+01 ,    -0.898724707611982E+00 ,    -0.122485385229728E+01 , 
   1.42600 ,    -0.296959781218170E-01 ,    -0.105040837771349E+01 ,    -0.920674667981998E+00 ,    -0.296959781218170E-01 ,     0.659807984647268E+00 ,    -0.623681771361939E+00 , 
   1.44600 ,     0.283461795489417E+01 ,    -0.444146941665077E+01 ,    -0.152945453167260E+01 ,     0.283461795489417E+01 ,     0.229380457695191E+01 ,    -0.747637028170076E-01 , 
   1.46600 ,     0.551556477442877E+01 ,    -0.800837651403141E+01 ,    -0.218596732084751E+01 ,     0.551556477442877E+01 ,     0.389032068651845E+01 ,     0.381210044244583E+00 , 
   1.48600 ,     0.787521387906306E+01 ,    -0.115290276697961E+02 ,    -0.286830978729149E+01 ,     0.787521387906306E+01 ,     0.534120756705596E+01 ,     0.712864768160023E+00 , 
   1.50600 ,     0.980500832196853E+01 ,    -0.147807436022217E+02 ,    -0.355148067101024E+01 ,     0.980500832196853E+01 ,     0.655140566235335E+01 ,     0.900682326649337E+00 , 
   1.52600 ,     0.112317856723586E+02 ,    -0.175568990981034E+02 ,    -0.420830995818858E+01 ,     0.112317856723586E+02 ,     0.744593841535636E+01 ,     0.938388585327135E+00 , 
   1.54600 ,     0.121204123467568E+02 ,    -0.196823694697461E+02 ,    -0.481058445601650E+01 ,     0.121204123467568E+02 ,     0.797508084424265E+01 ,     0.833081144907937E+00 , 
   1.56600 ,     0.124729945522128E+02 ,    -0.210265717046871E+02 ,    -0.533033248013342E+01 ,     0.124729945522128E+02 ,     0.811734583619563E+01 ,     0.604109863981987E+00 , 
   1.58600 ,     0.123249483313163E+02 ,    -0.215130714827120E+02 ,    -0.574121604283263E+01 ,     0.123249483313163E+02 ,     0.788012313954737E+01 ,     0.280838748550354E+00 , 
   1.60600 ,     0.117384925924450E+02 ,    -0.211250019020786E+02 ,    -0.601996555935791E+01 ,     0.117384925924450E+02 ,     0.729800467920306E+01 ,    -0.100479508756937E+00 , 
   1.62600 ,     0.107943469726082E+02 ,    -0.199058751393994E+02 ,    -0.614778102768893E+01 ,     0.107943469726082E+02 ,     0.642901817551671E+01 ,    -0.500405027589877E+00 , 
   1.64600 ,     0.958255195819262E+01 ,    -0.179557370260930E+02 ,    -0.611161617421494E+01 ,     0.958255195819262E+01 ,     0.534915372277659E+01 ,    -0.880226796745752E+00 , 
   1.66600 ,     0.819337109977022E+01 ,    -0.154229865971150E+02 ,    -0.590525937486460E+01 ,     0.819337109977022E+01 ,     0.414569235944990E+01 ,    -0.120571588331965E+01 , 
   1.68600 ,     0.670918266607174E+01 ,    -0.124925277522432E+02 ,    -0.553012819877976E+01 ,     0.670918266607174E+01 ,     0.290992285838282E+01 ,    -0.145035791049592E+01 , 
   1.70600 ,     0.519812801633934E+01 ,    -0.937121022564237E+01 ,    -0.499570375409283E+01 ,     0.519812801633934E+01 ,     0.172985845401046E+01 ,    -0.159775983061544E+01 , 
   1.72600 ,     0.371007188801750E+01 ,    -0.627172862132517E+01 ,    -0.431954674856492E+01 ,     0.371007188801750E+01 ,     0.683539043623919E+00 ,    -0.164300720303745E+01 , 
   1.74600 ,     0.227516789821576E+01 ,    -0.339626438565581E+01 ,    -0.352685887929435E+01 ,     0.227516789821576E+01 ,    -0.166569034937755E+00 ,    -0.159284995345765E+01 , 
   1.76600 ,     0.905037491549927E+00 ,    -0.921167197546752E+00 ,    -0.264957983937000E+01 ,     0.905037491549927E+00 ,    -0.777676006457766E+00 ,    -0.146470739573003E+01 , 
   1.78600 ,    -0.403709153937407E+00 ,     0.101612106446131E+01 ,    -0.172504034112552E+01 ,    -0.403709153937407E+00 ,    -0.112901510676429E+01 ,    -0.128459661206282E+01 , 
   1.80600 ,    -0.166412848544846E+01 ,     0.232688666108000E+01 ,    -0.794223112095550E+00 ,    -0.166412848544846E+01 ,    -0.122232825715154E+01 ,    -0.108419156987986E+01 , 
   1.82600 ,    -0.289248302431534E+01 ,     0.297696614715129E+01 ,     0.100285502798127E+00 ,    -0.289248302431534E+01 ,    -0.108054297494454E+01 ,    -0.897304006239696E+00 , 
   1.84600 ,    -0.410148682842881E+01 ,     0.298815637692029E+01 ,     0.916543382953269E+00 ,    -0.410148682842881E+01 ,    -0.744836726691164E+00 ,    -0.756133354174091E+00 , 
   1.86600 ,    -0.529410659440693E+01 ,     0.243515749101048E+01 ,     0.161556845092686E+01 ,    -0.529410659440693E+01 ,    -0.270405605013575E+00 ,    -0.687656564184398E+00 , 
   1.88600 ,    -0.645870692420328E+01 ,     0.143835402149300E+01 ,     0.216357746299503E+01 ,    -0.645870692420328E+01 ,     0.278657555163508E+00 ,    -0.710517332737749E+00 , 
   1.90600 ,    -0.756618463569049E+01 ,     0.153070643783994E+00 ,     0.253399891371203E+01 ,    -0.756618463569049E+01 ,     0.834920410756854E+00 ,    -0.832728936088812E+00 , 
   1.92600 ,    -0.856952510981017E+01 ,    -0.124378503437620E+01 ,     0.270911808193125E+01 ,    -0.856952510981017E+01 ,     0.133313867759156E+01 ,    -0.105042964864922E+01 , 
   1.94600 ,    -0.940595449574238E+01 ,    -0.256858201325108E+01 ,     0.268123011986182E+01 ,    -0.940595449574238E+01 ,     0.171531807952147E+01 ,    -0.134783141867292E+01 , 
   1.96600 ,    -0.100015807439379E+02 ,    -0.364611195958095E+01 ,     0.245320531847634E+01 ,    -0.100015807439379E+02 ,     0.193493800085171E+01 ,    -0.169839003566172E+01 , 
   1.98600 ,    -0.102781417106037E+02 ,    -0.432380142955947E+01 ,     0.203840774643657E+01 ,    -0.102781417106037E+02 ,     0.196005429630899E+01 ,    -0.206710873924350E+01 , 
   2.00600 ,    -0.101612373350045E+02 ,    -0.448386511985126E+01 ,     0.145995200191286E+01 ,    -0.101612373350045E+02 ,     0.177510647180654E+01 ,    -0.241377777705961E+01 , 
   2.02600 ,    -0.958923943704477E+01 ,    -0.405246081750936E+01 ,     0.749329798108898E+00 ,    -0.958923943704477E+01 ,     0.138136962325753E+01 ,    -0.269685994694232E+01 , 
   2.04600 ,    -0.852196594479305E+01 ,    -0.300516650389287E+01 ,    -0.555149885231087E-01 ,    -0.852196594479305E+01 ,     0.796103876258392E+00 ,    -0.287766530727976E+01 , 
   2.06600 ,    -0.694818806975112E+01 ,    -0.136841124535186E+01 ,    -0.912541062562833E+00 ,    -0.694818806975112E+01 ,     0.505542561529286E-01 ,    -0.292442339829226E+01 , 
   2.08600 ,    -0.489111248254568E+01 ,     0.783172512569130E+00 ,    -0.177823680241893E+01 ,    -0.489111248254568E+01 ,    -0.812965754039197E+00 ,    -0.281586202912785E+01 , 
   2.10600 ,    -0.241114056127840E+01 ,     0.333317514260627E+01 ,    -0.261033719332958E+01 ,    -0.241114056127840E+01 ,    -0.174461868490316E+01 ,    -0.254393831597919E+01 , 
   2.12600 ,     0.394560336920010E+00 ,     0.613301303326358E+01 ,    -0.337043618008019E+01 ,     0.394560336920010E+00 ,    -0.269090042360517E+01 ,    -0.211543734108012E+01 , 
   2.14600 ,     0.339585359092756E+01 ,     0.901386158891213E+01 ,    -0.402630282433189E+01 ,     0.339585359092756E+01 ,    -0.359849670674636E+01 ,    -0.155225068591207E+01 , 
   2.16600 ,     0.643666671984978E+01 ,     0.117999003196970E+02 ,    -0.455372760470842E+01 ,     0.643666671984978E+01 ,    -0.441785241594569E+01 ,    -0.890262829855680E+00 , 
   2.18600 ,     0.934482132804775E+01 ,     0.143217698324350E+02 ,    -0.493775749872855E+01 ,     0.934482132804775E+01 ,    -0.510621612266314E+01 ,    -0.176897889803123E+00 , 
   2.20600 ,     0.119439419607114E+02 ,     0.164291512853182E+02 ,    -0.517322310882695E+01 ,     0.119439419607114E+02 ,    -0.562998643159606E+01 ,     0.532498581019160E+00 , 
   2.22600 ,     0.140665065551301E+02 ,     0.180014800444974E+02 ,    -0.526451489997920E+01 ,     0.140665065551301E+02 ,    -0.596625905823208E+01 ,     0.117915891839057E+01 , 
   2.24600 ,     0.155669607681843E+02 ,     0.189559864430767E+02 ,    -0.522462456089502E+01 ,     0.155669607681843E+02 ,    -0.610354702381505E+01 ,     0.170590388213141E+01 , 
   2.26600 ,     0.163337718505723E+02 ,     0.192525006366210E+02 ,    -0.507352693807398E+01 ,     0.163337718505723E+02 ,    -0.604171413641507E+01 ,     0.206223932480811E+01 , 
   2.28600 ,     0.162993510721682E+02 ,     0.188947434692051E+02 ,    -0.483603303802680E+01 ,     0.162993510721682E+02 ,    -0.579121842945282E+01 ,     0.220909499870485E+01 , 
   2.30600 ,     0.154469241218207E+02 ,     0.179281258434488E+02 ,    -0.453929052836614E+01 ,     0.154469241218207E+02 ,    -0.537180339297272E+01 ,     0.212278102169614E+01 , 
   2.32600 ,     0.138136647150336E+02 ,     0.164343693223714E+02 ,    -0.421014084587429E+01 ,     0.138136647150336E+02 ,    -0.481079844801503E+01 ,     0.179779434109502E+01 , 
   2.34600 ,     0.114897082918485E+02 ,     0.145235160037021E+02 ,    -0.387255823969975E+01 ,     0.114897082918485E+02 ,    -0.414119589893537E+01 ,     0.124819727081634E+01 , 
   2.36600 ,     0.861300445771393E+01 ,     0.123240950580949E+02 ,    -0.354539390051745E+01 ,     0.861300445771393E+01 ,    -0.339966108579871E+01 ,     0.507405552226338E+00 , 
   2.38600 ,     0.536031909108574E+01 ,     0.997234097508222E+01 ,    -0.324062728793246E+01 ,     0.536031909108574E+01 ,    -0.262460870872755E+01 ,    -0.373645161593061E+00 , 
   2.40600 ,     0.193502891352537E+01 ,     0.760140535879510E+01 ,    -0.296228798029806E+01 ,     0.193502891352537E+01 ,    -0.185444546810558E+01 ,    -0.132984901569026E+01 , 
   2.42600 ,    -0.144736663174751E+01 ,     0.533146816339118E+01 ,    -0.270615748929118E+01 ,    -0.144736663174751E+01 ,    -0.112604200429493E+01 ,    -0.228656053677663E+01 , 
   2.44600 ,    -0.457488442808943E+01 ,     0.326154094866362E+01 ,    -0.246029554100765E+01 ,    -0.457488442808943E+01 ,    -0.473460412787988E+00 ,    -0.316515850336825E+01 , 
   2.46600 ,    -0.725460302284312E+01 ,     0.146357613663712E+01 ,    -0.220636445039076E+01 ,    -0.725460302284312E+01 ,     0.730683415763486E-01 ,    -0.388911064120822E+01 , 
   2.48600 ,    -0.932686158806645E+01 ,    -0.207300943295951E-01 ,    -0.192165422576673E+01 ,    -0.932686158806645E+01 ,     0.487946606987316E+00 ,    -0.439005667986664E+01 , 
   2.50600 ,    -0.106769583330545E+02 ,    -0.118030636937330E+01 ,    -0.158164597994779E+01 ,    -0.106769583330545E+02 ,     0.750834876607287E+00 ,    -0.461341676431671E+01 , 
   2.52600 ,    -0.112433915740749E+02 ,    -0.203236713350265E+01 ,    -0.116289785742883E+01 ,    -0.112433915740749E+02 ,     0.847144912123437E+00 ,    -0.452306242964418E+01 , 
   2.54600 ,    -0.110219665979526E+02 ,    -0.261772328972826E+01 ,    -0.646000994301636E+00 ,    -0.110219665979526E+02 ,     0.768439150088680E+00 ,    -0.410465619551862E+01 , 
   2.56600 ,    -0.100654303265830E+02 ,    -0.299429542467106E+01 ,    -0.183367527275098E-01 ,    -0.100654303265830E+02 ,     0.512758508686354E+00 ,    -0.336736794401268E+01 , 
   2.58600 ,    -0.847866474753882E+01 ,    -0.322952153886082E+01 ,     0.723627241877474E+00 ,    -0.847866474753882E+01 ,     0.848796389778271E-01 ,    -0.234380342126129E+01 , 
   2.60600 ,    -0.640983755089736E+01 ,    -0.339242234784382E+01 ,     0.157273558441038E+01 ,    -0.640983755089736E+01 ,    -0.503519967931161E+00 ,    -0.108812212735887E+01 , 
   2.62600 ,    -0.403824287561463E+01 ,    -0.354608603053968E+01 ,     0.251042104059105E+01 ,    -0.403824287561463E+01 ,    -0.123383098598018E+01 ,     0.327533068522491E+00 , 
   2.64600 ,    -0.155983779455702E+01 ,    -0.374126294248356E+01 ,     0.350697280189257E+01 ,    -0.155983779455702E+01 ,    -0.208067194150679E+01 ,     0.181803593640937E+01 , 
   2.66600 ,     0.828332251187508E+00 ,    -0.401162783210146E+01 ,     0.452283117255414E+01 ,     0.828332251187508E+00 ,    -0.301230215994194E+01 ,     0.329133153209860E+01 , 
   2.68600 ,     0.294353946062865E+01 ,    -0.437108652185507E+01 ,     0.551085588976797E+01 ,     0.294353946062865E+01 ,    -0.399134619039332E+01 ,     0.465508374672153E+01 , 
   2.70600 ,     0.463135357482809E+01 ,    -0.481329395131848E+01 ,     0.641942927450181E+01 ,     0.463135357482809E+01 ,    -0.497587269890463E+01 ,     0.582340404127724E+01 , 
   2.72600 ,     0.577706651555177E+01 ,    -0.531333137372305E+01 ,     0.719617764484522E+01 ,     0.577706651555177E+01 ,    -0.592084556920528E+01 ,     0.672314060174741E+01 , 
   2.74600 ,     0.631365600575927E+01 ,    -0.583128320312654E+01 ,     0.779203177257666E+01 ,     0.631365600575927E+01 ,    -0.677993180096838E+01 ,     0.729923985030421E+01 , 
   2.76600 ,     0.622568131062076E+01 ,    -0.631727783713944E+01 ,     0.816530546730775E+01 ,     0.622568131062076E+01 ,    -0.750761295330364E+01 ,     0.751876408174541E+01 , 
   2.78600 ,     0.554885262921247E+01 ,    -0.671742772451415E+01 ,     0.828545490721106E+01 ,     0.554885262921247E+01 ,    -0.806150829967709E+01 ,     0.737325414787819E+01 , 
   2.80600 ,     0.436538337201543E+01 ,    -0.698003324171571E+01 ,     0.813619240028933E+01 ,     0.436538337201543E+01 ,    -0.840478283490198E+01 ,     0.687925605753137E+01 , 
   2.82600 ,     0.279558984768754E+01 ,    -0.706140807882860E+01 ,     0.771766691996657E+01 ,     0.279558984768754E+01 ,    -0.850848598873814E+01 ,     0.607697456254023E+01 , 
   2.84600 ,     0.986515250550091E+00 ,    -0.693074012726074E+01 ,     0.704748776681389E+01 ,     0.986515250550091E+00 ,    -0.835365097639326E+01 ,     0.502716359472596E+01 , 
   2.86600 ,    -0.901402334784221E+00 ,    -0.657351459738431E+01 ,     0.616045262328544E+01 ,    -0.901402334784221E+00 ,    -0.793298281530882E+01 ,     0.380650097059554E+01 , 
   2.88600 ,    -0.270844535038655E+01 ,    -0.599318324888924E+01 ,     0.510694076051560E+01 ,    -0.270844535038655E+01 ,    -0.725197655087789E+01 ,     0.250181205688155E+01 , 
   2.90600 ,    -0.428929267694483E+01 ,    -0.521094906068489E+01 ,     0.395003848112775E+01 ,    -0.428929267694483E+01 ,    -0.632933609378733E+01 ,     0.120359476177023E+01 , 
   2.92600 ,    -0.552508874053229E+01 ,    -0.426373074996485E+01 ,     0.276156848798827E+01 ,    -0.552508874053229E+01 ,    -0.519660670714644E+01 ,    -0.650588185245799E-03 , 
   2.94600 ,    -0.633289440204247E+01 ,    -0.320055690850365E+01 ,     0.161728908946006E+01 ,    -0.633289440204247E+01 ,    -0.389698761910556E+01 ,    -0.103277207437412E+01 , 
   2.96600 ,    -0.667174994830654E+01 ,    -0.207779694563509E+01 ,     0.591604926873204E+00 ,    -0.667174994830654E+01 ,    -0.248335134194450E+01 ,    -0.182951336485338E+01 , 
   2.98600 ,    -0.654488628631565E+01 ,    -0.953750190007590E+00 ,    -0.247818524414804E+00 ,    -0.654488628631565E+01 ,    -0.101555811417373E+01 ,    -0.234684111171509E+01 , 
   3.00600 ,    -0.599796306274386E+01 ,     0.116825568786922E+00 ,    -0.845123941923992E+00 ,    -0.599796306274386E+01 ,     0.442787851299426E+00 ,    -0.256273698219728E+01 , 
   3.02600 ,    -0.511356167329833E+01 ,     0.108766471618854E+01 ,    -0.116061400280743E+01 ,    -0.511356167329833E+01 ,     0.182794411073379E+01 ,    -0.247826322630439E+01 , 
   3.04600 ,    -0.400248643516739E+01 ,     0.192490166603895E+01 ,    -0.117403006908506E+01 ,    -0.400248643516739E+01 ,     0.307976532897602E+01 ,    -0.211684885777916E+01 , 
   3.06600 ,    -0.279270035596825E+01 ,     0.260952676383669E+01 ,    -0.886476015753856E+00 ,    -0.279270035596825E+01 ,     0.414531649867646E+01 ,    -0.152188412915865E+01 , 
   3.08600 ,    -0.161691952484756E+01 ,     0.313813583999251E+01 ,    -0.320804263404001E+00 ,    -0.161691952484756E+01 ,     0.498211205395941E+01 ,    -0.752842683885182E+00 , 
   3.10600 ,    -0.599995570442002E+00 ,     0.352190022656369E+01 ,     0.479603151978434E+00 ,    -0.599995570442002E+00 ,     0.556074826315504E+01 ,     0.119736911171625E+00 , 
   3.12600 ,     0.152779509151160E+00 ,     0.378387355109568E+01 ,     0.145360183544274E+01 ,     0.152779509151160E+00 ,     0.586673421721873E+01 ,     0.101999439334555E+01 , 
   3.14600 ,     0.565407028880061E+00 ,     0.395493037644834E+01 ,     0.252642197697903E+01 ,     0.565407028880061E+00 ,     0.590138055524123E+01 ,     0.187275032761270E+01 , 
   3.16600 ,     0.598100645786644E+00 ,     0.406878170503943E+01 ,     0.361488603591720E+01 ,     0.598100645786644E+00 ,     0.568167074075722E+01 ,     0.260929090587368E+01 , 
   3.18600 ,     0.250797089914929E+00 ,     0.415661817543355E+01 ,     0.463332873752021E+01 ,     0.250797089914929E+00 ,     0.523911214062886E+01 ,     0.317248485498511E+01 , 
   3.20600 ,    -0.437025469566813E+00 ,     0.424198234131826E+01 ,     0.549977990312353E+01 ,    -0.437025469566813E+00 ,     0.461763767527215E+01 ,     0.352084477889341E+01 , 
   3.22600 ,    -0.139017358000759E+01 ,     0.433646096004581E+01 ,     0.614194343431236E+01 ,    -0.139017358000759E+01 ,     0.387069759736109E+01 ,     0.363123776287238E+01 , 
   3.24600 ,    -0.250483656274127E+01 ,     0.443671688083109E+01 ,     0.650251516692126E+01 ,    -0.250483656274127E+01 ,     0.305773958111206E+01 ,     0.350006459036709E+01 , 
   3.26600 ,    -0.365829480639311E+01 ,     0.452325402619463E+01 ,     0.654342810481266E+01 ,    -0.365829480639311E+01 ,     0.224031916232765E+01 ,     0.314285380107741E+01 , 
   3.28600 ,    -0.472034853705892E+01 ,     0.456113964971232E+01 ,     0.624869256401764E+01 ,    -0.472034853705892E+01 ,     0.147810827149348E+01 ,     0.259234553032546E+01 , 
   3.30600 ,    -0.556542981932791E+01 ,     0.450271144921330E+01 ,     0.562560507365359E+01 ,    -0.556542981932791E+01 ,     0.825075248286370E+00 ,     0.189526010932642E+01 , 
   3.32600 ,    -0.608430605798921E+01 ,     0.429209203251051E+01 ,     0.470422525062032E+01 ,    -0.608430605798921E+01 ,     0.326095048067565E+00 ,     0.110804814775047E+01 , 
   3.34600 ,    -0.619432589539319E+01 ,     0.387113961348708E+01 ,     0.353515438958251E+01 ,    -0.619432589539319E+01 ,     0.142147150216110E-01 ,     0.291994294590611E+00 , 
   3.36600 ,    -0.584729365241163E+01 ,     0.318630083408656E+01 ,     0.218578242331815E+01 ,    -0.584729365241163E+01 ,    -0.912505366078970E-01 ,    -0.491909601925109E+00 , 
   3.38600 ,    -0.503427373374616E+01 ,     0.219571583135608E+01 ,     0.735290461370862E+00 ,    -0.503427373374616E+01 ,     0.143229703017580E-01 ,    -0.118789760366815E+01 , 
   3.40600 ,    -0.378690214923262E+01 ,     0.875869450485672E+00 ,    -0.731205538594322E+00 ,    -0.378690214923262E+01 ,     0.320896702501489E+00 ,    -0.174977107547376E+01 , 
   3.42600 ,    -0.217509375197252E+01 ,    -0.772907250201538E+00 ,    -0.212891638961198E+01 ,    -0.217509375197252E+01 ,     0.804762677622447E+00 ,    -0.214430884373216E+01 , 
   3.44600 ,    -0.301353261069976E+00 ,    -0.272270362183202E+01 ,    -0.337956100797731E+01 ,    -0.301353261069976E+00 ,     0.143040738715342E+01 ,    -0.235349175900820E+01 , 
   3.46600 ,     0.170780257954824E+01 ,    -0.491654358229300E+01 ,    -0.441698869446283E+01 ,     0.170780257954824E+01 ,     0.215309661839993E+01 ,    -0.237539160312580E+01 , 
   3.48600 ,     0.371255147116153E+01 ,    -0.726943764178625E+01 ,    -0.519180883972734E+01 ,     0.371255147116153E+01 ,     0.292198569821572E+01 ,    -0.222368873609772E+01 , 
   3.50600 ,     0.557165588324519E+01 ,    -0.967204042635700E+01 ,    -0.567467465570768E+01 ,     0.557165588324519E+01 ,     0.368353018684898E+01 ,    -0.192589780939006E+01 , 
   3.52600 ,     0.715449202830396E+01 ,    -0.119967448803872E+02 ,    -0.585797611204401E+01 ,     0.715449202830396E+01 ,     0.438495987570979E+01 ,    -0.152048673192802E+01 , 
   3.54600 ,     0.835216424315942E+01 ,    -0.141058156753589E+02 ,    -0.575582547502796E+01 ,     0.835216424315942E+01 ,     0.497758426744472E+01 ,    -0.105316223563217E+01 , 
   3.56600 ,     0.908673595919925E+01 ,    -0.158609647145848E+02 ,    -0.540235624019766E+01 ,     0.908673595919925E+01 ,     0.541971934586649E+01 ,    -0.572658840398693E+00 , 
   3.58600 ,     0.931777731846369E+01 ,    -0.171336199369092E+02 ,    -0.484849155969599E+01 ,     0.931777731846369E+01 ,     0.567906096957242E+01 ,    -0.126401933642760E+00 , 
   3.60600 ,     0.904566744050317E+01 ,    -0.178150497572204E+02 ,    -0.415746037594937E+01 ,     0.904566744050317E+01 ,     0.573437628193076E+01 ,     0.243582229534805E+00 , 
   3.62600 ,     0.831137505546586E+01 ,    -0.178254888214185E+02 ,    -0.339943834070184E+01 ,     0.831137505546586E+01 ,     0.557643712390642E+01 ,     0.504166124687395E+00 , 
   3.64600 ,     0.719274936012250E+01 ,    -0.171214692613767E+02 ,    -0.264575809668169E+01 ,     0.719274936012250E+01 ,     0.520817429494881E+01 ,     0.633744388919705E+00 , 
   3.66600 ,     0.579765642744317E+01 ,    -0.157006915014188E+02 ,    -0.196316410647641E+01 ,     0.579765642744317E+01 ,     0.464408445221091E+01 ,     0.623776071496782E+00 , 
   3.68600 ,     0.425456883188544E+01 ,    -0.136039595736721E+02 ,    -0.140857848333689E+01 ,     0.425456883188544E+01 ,     0.390896871689709E+01 ,     0.479137288403884E+00 , 
   3.70600 ,     0.270143380319267E+01 ,    -0.109139418826293E+02 ,    -0.102479705396666E+01 ,     0.270143380319267E+01 ,     0.303612061892381E+01 ,     0.217279898419783E+00 , 
